timestamp,open,high,low,close,volume,turnover
2024-11-22 00:00:00,1.2484,1.2984,1.2482,1.2836,247141547.0,315257895.3678
2024-11-22 01:00:00,1.2836,1.3776,1.2817,1.3519,301623892.0,402226493.1838
2024-11-22 02:00:00,1.3519,1.412,1.342,1.3602,277825134.0,382535960.3816
2024-11-22 03:00:00,1.3602,1.3997,1.3594,1.385,123866943.0,170627305.434
2024-11-22 04:00:00,1.385,1.4342,1.3791,1.3998,162220882.0,228718570.0331
2024-11-22 05:00:00,1.3998,1.416,1.3753,1.4046,105014302.0,146359902.0481
2024-11-22 06:00:00,1.4046,1.4245,1.3857,1.4022,119796159.0,168472162.6214
2024-11-22 07:00:00,1.4022,1.4027,1.3623,1.3649,98992647.0,136694187.9042
2024-11-22 08:00:00,1.3649,1.4011,1.3646,1.3941,68660965.0,94984963.6569
2024-11-22 09:00:00,1.3941,1.406,1.379,1.3885,68681554.0,95661613.9068
2024-11-22 10:00:00,1.3885,1.4149,1.3799,1.4128,94716206.0,132519642.3353
2024-11-22 11:00:00,1.4128,1.4779,1.3943,1.4669,261454582.0,376503464.0416
2024-11-22 12:00:00,1.4669,1.5038,1.4513,1.4796,235763912.0,349629524.9297
2024-11-22 13:00:00,1.4796,1.4796,1.3568,1.421,440928455.0,623857226.1387
2024-11-22 14:00:00,1.421,1.4433,1.402,1.4409,170345628.0,242493459.6651
2024-11-22 15:00:00,1.4409,1.468,1.4268,1.4426,140328846.0,202770499.347
2024-11-22 16:00:00,1.4426,1.494,1.4303,1.4738,151314085.0,222202726.7486
2024-11-22 17:00:00,1.4738,1.4754,1.4443,1.4521,90237424.0,131882202.6068
2024-11-22 18:00:00,1.4521,1.4666,1.4113,1.4222,106235511.0,152764460.4887
2024-11-22 19:00:00,1.4222,1.4366,1.4032,1.4366,77177610.0,109520658.7443
2024-11-22 20:00:00,1.4366,1.4628,1.4283,1.4552,66577174.0,96538203.0133
2024-11-22 21:00:00,1.4552,1.4649,1.444,1.4502,45181129.0,65671824.6258
2024-11-22 22:00:00,1.4502,1.4939,1.444,1.4671,96636099.0,141797719.8072
2024-11-22 23:00:00,1.4671,1.4764,1.4488,1.4738,46424060.0,67895903.8604
