timestamp,open,high,low,close,volume,turnover
2023-10-19 00:00:00,0.4876,0.4879,0.4862,0.4871,4033908.0,1964713.4671
2023-10-19 01:00:00,0.4871,0.4878,0.4793,0.4836,38203850.0,18425494.1899
2023-10-19 02:00:00,0.4836,0.4843,0.4826,0.4829,7898143.0,3817520.2418
2023-10-19 03:00:00,0.4829,0.4831,0.4812,0.4831,6947894.0,3349994.2295
2023-10-19 04:00:00,0.4831,0.4836,0.4814,0.4819,7900726.0,3813049.1634
2023-10-19 05:00:00,0.4819,0.4836,0.4818,0.4829,5605343.0,2705765.7784
2023-10-19 06:00:00,0.4829,0.4832,0.4791,0.4797,15067245.0,7243606.7196
2023-10-19 07:00:00,0.4797,0.4805,0.4758,0.4796,24783896.0,11851061.1999
2023-10-19 08:00:00,0.4796,0.4807,0.478,0.48,10148573.0,4865124.0111
2023-10-19 09:00:00,0.48,0.4806,0.4782,0.4786,8085519.0,3875899.6412
2023-10-19 10:00:00,0.4786,0.4835,0.4786,0.4826,17873428.0,8602136.5905
2023-10-19 11:00:00,0.4826,0.4829,0.4815,0.4821,5771718.0,2782392.1698
2023-10-19 12:00:00,0.4821,0.4831,0.4816,0.4828,5509917.0,2657837.2658
2023-10-19 13:00:00,0.4828,0.4837,0.4823,0.4824,7064285.0,3412126.7144
2023-10-19 14:00:00,0.4824,0.4857,0.4822,0.4856,12381862.0,5990913.1479
2023-10-19 15:00:00,0.4856,0.4868,0.4845,0.4865,13172450.0,6398051.5529
2023-10-19 16:00:00,0.4865,0.489,0.4853,0.4856,14178788.0,6905077.0333
2023-10-19 17:00:00,0.4856,0.4865,0.4847,0.4865,6108916.0,2966266.3599
2023-10-19 18:00:00,0.4865,0.4884,0.486,0.4876,5440827.0,2652777.934
2023-10-19 19:00:00,0.4876,0.4889,0.4873,0.4885,4031012.0,1967739.3749
2023-10-19 20:00:00,0.4885,0.5062,0.4878,0.5028,143675197.0,71551650.3442
2023-10-19 21:00:00,0.5028,0.5196,0.5013,0.5058,223541705.0,114062437.033
2023-10-19 22:00:00,0.5058,0.5134,0.5032,0.5081,52354765.0,26611021.9805
2023-10-19 23:00:00,0.5081,0.5244,0.5077,0.5195,85177898.0,44140936.9675
