timestamp,open,high,low,close,volume,turnover
2024-08-06 00:00:00,0.4887,0.5136,0.4874,0.5121,63758377.0,32197502.7872
2024-08-06 01:00:00,0.5121,0.5158,0.505,0.5102,44084333.0,22517655.741
2024-08-06 02:00:00,0.5102,0.5126,0.5076,0.5103,14263490.0,7276212.9227
2024-08-06 03:00:00,0.5103,0.5132,0.5088,0.5108,12741995.0,6514700.6153
2024-08-06 04:00:00,0.5108,0.5119,0.5053,0.5086,24559288.0,12501066.0191
2024-08-06 05:00:00,0.5086,0.5151,0.5065,0.5142,17438784.0,8913672.9745
2024-08-06 06:00:00,0.5142,0.5179,0.5117,0.5142,24162212.0,12442408.5415
2024-08-06 07:00:00,0.5142,0.5189,0.5103,0.5165,33774928.0,17374429.1645
2024-08-06 08:00:00,0.5165,0.5166,0.5004,0.5031,65835986.0,33400273.404
2024-08-06 09:00:00,0.5031,0.5033,0.4982,0.5017,39443200.0,19742281.8619
2024-08-06 10:00:00,0.5017,0.5026,0.497,0.4998,24442709.0,12216433.7123
2024-08-06 11:00:00,0.4998,0.5061,0.4967,0.503,44356955.0,22255091.3773
2024-08-06 12:00:00,0.503,0.5069,0.4987,0.4996,23715648.0,11925669.2565
2024-08-06 13:00:00,0.4996,0.5039,0.4942,0.5012,47244431.0,23579526.542
2024-08-06 14:00:00,0.5012,0.5178,0.5007,0.5121,59389655.0,30403142.9852
2024-08-06 15:00:00,0.5121,0.5152,0.5033,0.5106,39019887.0,19865100.013
2024-08-06 16:00:00,0.5106,0.5175,0.5081,0.5158,34051580.0,17460983.2516
2024-08-06 17:00:00,0.5158,0.5171,0.5109,0.5112,15308594.0,7872522.1932
2024-08-06 18:00:00,0.5112,0.5163,0.511,0.5139,10902369.0,5606016.1907
2024-08-06 19:00:00,0.5139,0.5169,0.5101,0.5114,20352094.0,10443214.2266
2024-08-06 20:00:00,0.5114,0.5126,0.5071,0.5096,18932384.0,9645661.0985
2024-08-06 21:00:00,0.5096,0.5105,0.5056,0.5096,11309828.0,5742742.0888
2024-08-06 22:00:00,0.5096,0.5146,0.5043,0.5074,27117759.0,13786775.5742
2024-08-06 23:00:00,0.5074,0.5083,0.503,0.5058,12525681.0,6326392.129
