symbol,total_oi,total_volume,max_pain,pcr_oi,pcr_vol,avg_iv,contracts
BTCUSDT,12519.400000000001,4569.92,129591.83673469388,1.0890949971894324,0.0,0.5888810026385224,758
ETHUSDT,239224.40000000002,70522.29999999999,4928.571428571428,0.6737582712119943,135.0,0.909175445292621,786
SOLUSDT,125533.0,27884.0,0.0,0.0,0.0,1.0321196721311474,488
XRPUSDT,538110.0,453980.0,0.0,0.0,0.0,0.9447970370370371,270
