strategy,price_move,new_price,take_profit,exit_strategy,profit_usd,leveraged_profit,roi_percent,leveraged_roi
Bear Put Spread,25,87500.0,150,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,150,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,150,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,150,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,150,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,150,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,150,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,150,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,150,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,150,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,200,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,200,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,200,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,200,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,200,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,200,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,200,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,200,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,200,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,200,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,250,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,250,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,250,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,250,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,250,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,250,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,250,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,250,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,250,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,250,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,300,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,300,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,300,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,300,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,300,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,300,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,300,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,300,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,300,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,25,87500.0,300,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,25,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,25,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,25,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,25,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,25,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,25,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,25,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,25,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,25,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,25,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,30,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,30,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,30,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,30,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,30,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,30,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,30,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,30,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,30,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,30,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,40,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,40,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,40,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,40,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,40,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,40,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,40,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,40,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,40,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,40,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,50,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,50,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,50,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,50,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,50,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,50,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,50,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,50,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,50,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,50,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,60,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,60,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,60,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,60,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,60,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,60,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,60,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,60,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,60,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,60,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,75,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,75,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,75,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,75,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,75,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,75,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,75,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,75,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,75,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,75,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,100,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,100,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,100,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,100,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,100,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,100,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,100,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,100,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,100,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,100,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,125,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,125,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,125,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,125,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,125,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,125,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,125,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,125,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,125,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,125,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,150,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,150,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,150,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,150,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,150,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,150,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,150,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,150,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,150,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,150,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,200,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,200,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,200,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,200,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,200,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,200,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,200,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,200,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,200,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,200,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,250,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,250,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,250,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,250,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,250,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,250,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,250,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,250,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,250,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,250,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,300,50% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,300,75% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,300,100% profit target,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,300,DTE-based (21 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,300,DTE-based (14 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,300,DTE-based (7 days),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,300,Theta decay (-50%),-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,300,Delta neutral,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,300,Volatility expansion,-3500.0,-122500.0,-100.0,-100.0
Bear Put Spread,30,91000.0,300,Time decay optimization,-3500.0,-122500.0,-100.0,-100.0
Long Straddle,-20,56000.0,25,50% profit target,875.0,30625.0,8.333333333333332,8.333333333333332
Long Straddle,-20,56000.0,25,75% profit target,875.0,30625.0,8.333333333333332,8.333333333333332
Long Straddle,-20,56000.0,25,100% profit target,875.0,30625.0,8.333333333333332,8.333333333333332
Long Straddle,-20,56000.0,25,DTE-based (21 days),875.0,30625.0,8.333333333333332,8.333333333333332
Long Straddle,-20,56000.0,25,DTE-based (14 days),875.0,30625.0,8.333333333333332,8.333333333333332
Long Straddle,-20,56000.0,25,DTE-based (7 days),875.0,30625.0,8.333333333333332,8.333333333333332
Long Straddle,-20,56000.0,25,Theta decay (-50%),875.0,30625.0,8.333333333333332,8.333333333333332
Long Straddle,-20,56000.0,25,Delta neutral,875.0,30625.0,8.333333333333332,8.333333333333332
Long Straddle,-20,56000.0,25,Volatility expansion,875.0,30625.0,8.333333333333332,8.333333333333332
Long Straddle,-20,56000.0,25,Time decay optimization,875.0,30625.0,8.333333333333332,8.333333333333332
Long Straddle,-20,56000.0,30,50% profit target,1050.0,36750.0,10.0,10.0
Long Straddle,-20,56000.0,30,75% profit target,1050.0,36750.0,10.0,10.0
Long Straddle,-20,56000.0,30,100% profit target,1050.0,36750.0,10.0,10.0
Long Straddle,-20,56000.0,30,DTE-based (21 days),1050.0,36750.0,10.0,10.0
Long Straddle,-20,56000.0,30,DTE-based (14 days),1050.0,36750.0,10.0,10.0
Long Straddle,-20,56000.0,30,DTE-based (7 days),1050.0,36750.0,10.0,10.0
Long Straddle,-20,56000.0,30,Theta decay (-50%),1050.0,36750.0,10.0,10.0
Long Straddle,-20,56000.0,30,Delta neutral,1050.0,36750.0,10.0,10.0
Long Straddle,-20,56000.0,30,Volatility expansion,1050.0,36750.0,10.0,10.0
Long Straddle,-20,56000.0,30,Time decay optimization,1050.0,36750.0,10.0,10.0
Long Straddle,-20,56000.0,40,50% profit target,1400.0,49000.0,13.333333333333334,13.333333333333334
Long Straddle,-20,56000.0,40,75% profit target,1400.0,49000.0,13.333333333333334,13.333333333333334
Long Straddle,-20,56000.0,40,100% profit target,1400.0,49000.0,13.333333333333334,13.333333333333334
Long Straddle,-20,56000.0,40,DTE-based (21 days),1400.0,49000.0,13.333333333333334,13.333333333333334
Long Straddle,-20,56000.0,40,DTE-based (14 days),1400.0,49000.0,13.333333333333334,13.333333333333334
Long Straddle,-20,56000.0,40,DTE-based (7 days),1400.0,49000.0,13.333333333333334,13.333333333333334
Long Straddle,-20,56000.0,40,Theta decay (-50%),1400.0,49000.0,13.333333333333334,13.333333333333334
Long Straddle,-20,56000.0,40,Delta neutral,1400.0,49000.0,13.333333333333334,13.333333333333334
Long Straddle,-20,56000.0,40,Volatility expansion,1400.0,49000.0,13.333333333333334,13.333333333333334
Long Straddle,-20,56000.0,40,Time decay optimization,1400.0,49000.0,13.333333333333334,13.333333333333334
Long Straddle,-20,56000.0,50,50% profit target,1750.0,61250.0,16.666666666666664,16.666666666666664
Long Straddle,-20,56000.0,50,75% profit target,1750.0,61250.0,16.666666666666664,16.666666666666664
Long Straddle,-20,56000.0,50,100% profit target,1750.0,61250.0,16.666666666666664,16.666666666666664
Long Straddle,-20,56000.0,50,DTE-based (21 days),1750.0,61250.0,16.666666666666664,16.666666666666664
Long Straddle,-20,56000.0,50,DTE-based (14 days),1750.0,61250.0,16.666666666666664,16.666666666666664
Long Straddle,-20,56000.0,50,DTE-based (7 days),1750.0,61250.0,16.666666666666664,16.666666666666664
Long Straddle,-20,56000.0,50,Theta decay (-50%),1750.0,61250.0,16.666666666666664,16.666666666666664
Long Straddle,-20,56000.0,50,Delta neutral,1750.0,61250.0,16.666666666666664,16.666666666666664
Long Straddle,-20,56000.0,50,Volatility expansion,1750.0,61250.0,16.666666666666664,16.666666666666664
Long Straddle,-20,56000.0,50,Time decay optimization,1750.0,61250.0,16.666666666666664,16.666666666666664
Long Straddle,-20,56000.0,60,50% profit target,2100.0,73500.0,20.0,20.0
Long Straddle,-20,56000.0,60,75% profit target,2100.0,73500.0,20.0,20.0
Long Straddle,-20,56000.0,60,100% profit target,2100.0,73500.0,20.0,20.0
Long Straddle,-20,56000.0,60,DTE-based (21 days),2100.0,73500.0,20.0,20.0
Long Straddle,-20,56000.0,60,DTE-based (14 days),2100.0,73500.0,20.0,20.0
Long Straddle,-20,56000.0,60,DTE-based (7 days),2100.0,73500.0,20.0,20.0
Long Straddle,-20,56000.0,60,Theta decay (-50%),2100.0,73500.0,20.0,20.0
Long Straddle,-20,56000.0,60,Delta neutral,2100.0,73500.0,20.0,20.0
Long Straddle,-20,56000.0,60,Volatility expansion,2100.0,73500.0,20.0,20.0
Long Straddle,-20,56000.0,60,Time decay optimization,2100.0,73500.0,20.0,20.0
Long Straddle,-20,56000.0,75,50% profit target,2625.0,91875.0,25.0,25.0
Long Straddle,-20,56000.0,75,75% profit target,2625.0,91875.0,25.0,25.0
Long Straddle,-20,56000.0,75,100% profit target,2625.0,91875.0,25.0,25.0
Long Straddle,-20,56000.0,75,DTE-based (21 days),2625.0,91875.0,25.0,25.0
Long Straddle,-20,56000.0,75,DTE-based (14 days),2625.0,91875.0,25.0,25.0
Long Straddle,-20,56000.0,75,DTE-based (7 days),2625.0,91875.0,25.0,25.0
Long Straddle,-20,56000.0,75,Theta decay (-50%),2625.0,91875.0,25.0,25.0
Long Straddle,-20,56000.0,75,Delta neutral,2625.0,91875.0,25.0,25.0
Long Straddle,-20,56000.0,75,Volatility expansion,2625.0,91875.0,25.0,25.0
Long Straddle,-20,56000.0,75,Time decay optimization,2625.0,91875.0,25.0,25.0
Long Straddle,-20,56000.0,100,50% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,100,75% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,100,100% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,100,DTE-based (21 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,100,DTE-based (14 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,100,DTE-based (7 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,100,Theta decay (-50%),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,100,Delta neutral,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,100,Volatility expansion,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,100,Time decay optimization,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,125,50% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,125,75% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,125,100% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,125,DTE-based (21 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,125,DTE-based (14 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,125,DTE-based (7 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,125,Theta decay (-50%),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,125,Delta neutral,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,125,Volatility expansion,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,125,Time decay optimization,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,150,50% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,150,75% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,150,100% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,150,DTE-based (21 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,150,DTE-based (14 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,150,DTE-based (7 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,150,Theta decay (-50%),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,150,Delta neutral,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,150,Volatility expansion,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,150,Time decay optimization,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,200,50% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,200,75% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,200,100% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,200,DTE-based (21 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,200,DTE-based (14 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,200,DTE-based (7 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,200,Theta decay (-50%),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,200,Delta neutral,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,200,Volatility expansion,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,200,Time decay optimization,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,250,50% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,250,75% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,250,100% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,250,DTE-based (21 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,250,DTE-based (14 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,250,DTE-based (7 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,250,Theta decay (-50%),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,250,Delta neutral,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,250,Volatility expansion,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,250,Time decay optimization,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,300,50% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,300,75% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,300,100% profit target,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,300,DTE-based (21 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,300,DTE-based (14 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,300,DTE-based (7 days),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,300,Theta decay (-50%),3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,300,Delta neutral,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,300,Volatility expansion,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-20,56000.0,300,Time decay optimization,3500.0,122500.0,33.33333333333333,33.33333333333333
Long Straddle,-15,59500.0,25,50% profit target,0.0,0.0,0.0,0.0
Long Straddle,-15,59500.0,25,75% profit target,0.0,0.0,0.0,0.0
Long Straddle,-15,59500.0,25,100% profit target,0.0,0.0,0.0,0.0
Long Straddle,-15,59500.0,25,DTE-based (21 days),0.0,0.0,0.0,0.0
Long Straddle,-15,59500.0,25,DTE-based (14 days),0.0,0.0,0.0,0.0
Long Straddle,-15,59500.0,25,DTE-based (7 days),0.0,0.0,0.0,0.0
Long Straddle,-15,59500.0,25,Theta decay (-50%),0.0,0.0,0.0,0.0
Long Straddle,-15,59500.0,25,Delta neutral,0.0,0.0,0.0,0.0
Long Straddle,-15,59500.0,25,Volatility expansion,0.0,0.0,0.0,0.0
