timestamp,open,high,low,close,volume,turnover
2022-09-12 00:00:00,21810.0,21844.0,21627.0,21627.0,6949.012,151072044.0025
2022-09-12 01:00:00,21627.0,22391.0,21551.0,22029.5,35096.555,773142644.1645
2022-09-12 02:00:00,22029.5,22085.5,21655.5,21760.0,14095.45,307641228.0655
2022-09-12 03:00:00,21760.0,21823.0,21530.5,21653.5,9287.976,201197524.4665
2022-09-12 04:00:00,21653.5,21734.5,21611.5,21706.5,3508.636,76072836.449
2022-09-12 05:00:00,21706.5,21773.5,21661.5,21770.0,2941.213,63913068.2515
2022-09-12 06:00:00,21770.0,21833.0,21687.0,21807.0,3807.041,82870677.404
2022-09-12 07:00:00,21807.0,22230.0,21795.0,22177.5,17924.13,394904586.9725
2022-09-12 08:00:00,22177.5,22332.5,22102.0,22213.5,13732.397,305016200.419
2022-09-12 09:00:00,22213.5,22246.0,22112.0,22154.5,5542.552,122954891.8015
2022-09-12 10:00:00,22154.5,22214.5,21966.0,22144.5,10384.061,229372752.7415
2022-09-12 11:00:00,22144.5,22469.5,22091.0,22294.0,16441.205,366607008.315
2022-09-12 12:00:00,22294.0,22413.5,22198.5,22337.5,9710.323,216646972.2395
2022-09-12 13:00:00,22337.5,22448.0,22266.0,22376.5,10664.641,238272227.6
2022-09-12 14:00:00,22376.5,22483.0,22280.0,22302.0,10422.088,233179727.6045
2022-09-12 15:00:00,22302.0,22337.0,22004.0,22107.5,13681.433,303568709.55
2022-09-12 16:00:00,22107.5,22265.0,22012.5,22205.5,10164.461,225037938.9565
2022-09-12 17:00:00,22205.5,22375.0,22128.0,22342.5,7076.886,157538733.4665
2022-09-12 18:00:00,22342.5,22400.0,22257.5,22387.0,4847.258,108232414.7935
2022-09-12 19:00:00,22387.0,22436.0,22344.5,22409.0,4214.858,94386464.202
2022-09-12 20:00:00,22409.0,22488.0,22350.5,22391.0,5411.813,121272543.157
2022-09-12 21:00:00,22391.0,22420.0,22250.0,22330.0,4813.424,107474068.9515
2022-09-12 22:00:00,22330.0,22393.5,22255.0,22315.5,3239.432,72288675.303
2022-09-12 23:00:00,22315.5,22390.5,22302.5,22388.5,2153.86,48140811.702
