symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
XRP-24OCT25-3-P-USDT,2.4356,0.56440001,0.0,0.0,-1.0,1e-08,1e-08,-1e-08,1.9518,2025-10-24 09:17:52.257998
XRP-24OCT25-2.475-P-USDT,2.4356,0.0405459,10.0,10.0,-0.91279122,0.39263631,5.386e-05,-0.0022726,0.844,2025-10-24 09:17:52.594012
XRP-24OCT25-2.625-C-USDT,2.4356,2e-08,1550.0,1050.0,2.26e-06,1.932e-05,1e-08,-2.2e-07,1.1694,2025-10-24 09:17:52.923942
XRP-24OCT25-2.8-C-USDT,2.4355,1e-08,200.0,0.0,0.0,0.0,1e-08,0.0,1.5591,2025-10-24 09:17:53.256608
XRP-24OCT25-2.525-P-USDT,2.4355,0.08952829,70.0,0.0,-0.99704442,0.0200956,3.07e-06,-0.00014378,0.9384,2025-10-24 09:17:53.583042
XRP-24OCT25-2.9-P-USDT,2.4355,0.46450001,0.0,0.0,-1.0,1e-08,1e-08,-1e-08,1.7622,2025-10-24 09:17:53.914020
XRP-24OCT25-2.625-P-USDT,2.4355,0.18950002,0.0,0.0,-0.99999777,1.911e-05,1e-08,-2.2e-07,1.1697,2025-10-24 09:17:54.250313
XRP-24OCT25-2.3-P-USDT,2.4355,2.3e-07,22660.0,22180.0,-2.883e-05,0.00025,5e-08,-2.13e-06,1.023,2025-10-24 09:17:54.932210
XRP-24OCT25-2.7-C-USDT,2.4358,1e-08,3040.0,1110.0,2e-08,1.7e-07,1e-08,-1e-08,1.342,2025-10-24 09:17:55.259660
XRP-24OCT25-2.375-C-USDT,2.4358,0.06097713,210.0,110.0,0.98312883,0.10210321,1.422e-05,-0.00060908,0.8568,2025-10-24 09:17:55.594710
XRP-24OCT25-2.65-P-USDT,2.4356,0.21420001,0.0,0.0,-0.99999957,3.76e-06,0.0,-5e-08,1.2271,2025-10-24 09:17:56.227494
XRP-24OCT25-2.425-P-USDT,2.4356,0.00696906,50.0,50.0,-0.35433506,0.91279028,0.00012628,-0.00537415,0.8512,2025-10-24 09:17:56.558440
XRP-24OCT25-2.525-C-USDT,2.4356,2.845e-05,13900.0,200.0,0.00297161,0.02019302,3.08e-06,-0.00014442,0.9382,2025-10-24 09:17:56.885927
XRP-24OCT25-2.8-P-USDT,2.4358,0.36440001,20.0,0.0,-1.0,0.0,1e-08,-1e-08,1.5591,2025-10-24 09:17:57.219628
XRP-24OCT25-2.1-P-USDT,2.4358,1e-08,3100.0,90.0,-1e-08,0.0,1e-08,-1e-08,1.5723,2025-10-24 09:17:57.549658
