symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
XRP-25OCT25-2.35-C-USDT,2.40671151,0.07725007,0.0,0.0,0.70806934,3.14134695,0.00046828,-0.0160119,0.8015,2025-10-24 06:52:19.610213
XRP-25OCT25-2-P-USDT,2.40671151,2.596e-05,0.0,0.0,-0.00067675,0.01675454,3.21e-06,-0.00014072,1.0289,2025-10-24 06:52:19.945433
XRP-25OCT25-2.8-C-USDT,2.40664438,4.898e-05,0.0,0.0,0.00143932,0.03876661,6.41e-06,-0.00024302,0.8889,2025-10-24 06:52:20.282037
XRP-25OCT25-2.5-C-USDT,2.40664438,0.01196316,1000.0,1000.0,0.20303064,2.63140233,0.00038525,-0.0129385,0.7873,2025-10-24 06:52:20.604881
XRP-25OCT25-2.45-C-USDT,2.40664438,0.02483994,260.0,340.0,0.35230585,3.46783415,0.00050633,-0.01695866,0.7851,2025-10-24 06:52:20.936687
XRP-25OCT25-2.375-P-USDT,2.40662686,0.02897491,1000.0,1000.0,-0.37589839,3.50145403,0.00051751,-0.0175461,0.7948,2025-10-24 06:52:21.306097
XRP-25OCT25-2.7-C-USDT,2.40662686,0.00032872,0.0,0.0,0.00867481,0.20431039,3.21e-05,-0.00115661,0.8447,2025-10-24 06:52:21.639706
XRP-25OCT25-2.7-P-USDT,2.40662686,0.29370186,0.0,0.0,-0.9913252,0.20431039,3.21e-05,-0.00115661,0.8447,2025-10-24 06:52:21.980862
XRP-25OCT25-2-C-USDT,2.40642088,0.40644698,0.0,0.0,0.99931978,0.0168391,3.22e-06,-0.00014135,1.0287,2025-10-24 06:52:22.309610
XRP-25OCT25-2.25-C-USDT,2.40642088,0.16046386,0.0,0.0,0.92340242,1.24906244,0.00019615,-0.00706753,0.8446,2025-10-24 06:52:22.643787
XRP-25OCT25-2.3-C-USDT,2.40640007,0.11597747,0.0,0.0,0.84051016,2.17164544,0.00033108,-0.01158194,0.82,2025-10-24 06:52:23.264543
XRP-25OCT25-1.9-P-USDT,2.40640007,3.18e-06,0.0,0.0,-8.634e-05,0.00225835,4.7e-07,-2.246e-05,1.1197,2025-10-24 06:52:23.596977
XRP-25OCT25-2.1-P-USDT,2.40640007,0.00021217,0.0,0.0,-0.00511172,0.11435335,2.011e-05,-0.00081138,0.9458,2025-10-24 06:52:23.940427
XRP-25OCT25-2.35-P-USDT,2.40644396,0.02061355,1530.0,1530.0,-0.29275701,3.14609824,0.00046883,-0.0160306,0.8015,2025-10-24 06:52:24.268893
XRP-25OCT25-2.45-P-USDT,2.40644396,0.06832558,0.0,0.0,-0.64838843,3.46564666,0.00050592,-0.01694592,0.7852,2025-10-24 06:52:24.606779
XRP-25OCT25-2.8-P-USDT,2.40644396,0.3936048,0.0,0.0,-0.99856668,0.03861773,6.39e-06,-0.00024212,0.8891,2025-10-24 06:52:24.929703
XRP-25OCT25-2.1-C-USDT,2.40640079,0.30661294,0.0,0.0,0.99488872,0.11434578,2.011e-05,-0.00081133,0.9458,2025-10-24 06:52:25.255028
XRP-25OCT25-2.9-P-USDT,2.40640079,0.49360692,0.0,0.0,-0.99975764,0.00709961,1.24e-06,-4.941e-05,0.9367,2025-10-24 06:52:25.577489
XRP-25OCT25-2.4-P-USDT,2.40640079,0.03977447,1750.0,1750.0,-0.46736541,3.69235422,0.00054216,-0.01826718,0.7898,2025-10-24 06:52:25.900280
XRP-25OCT25-2.375-C-USDT,2.4065725,0.0605665,0.0,0.0,0.62391462,3.50219294,0.00051756,-0.01754873,0.7948,2025-10-24 06:52:26.221124
