symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
XRP-31OCT25-2.4-C-USDT,2.4501,0.13788968,2120.0,2120.0,0.59379351,1.37838807,0.00131328,-0.00782861,0.8311,2025-10-24 11:42:13.787324
XRP-31OCT25-2.6-C-USDT,2.4501,0.05421308,0.0,7020.0,0.31965215,1.29032295,0.00121029,-0.00710268,0.8182,2025-10-24 11:42:14.194148
XRP-31OCT25-2.45-P-USDT,2.4505,0.1105531,0.0,0.0,-0.47667286,1.43300817,0.00134869,-0.00793927,0.8207,2025-10-24 11:42:14.549172
XRP-31OCT25-2.3-P-USDT,2.4505,0.05361429,0.0,0.0,-0.27780788,1.14323483,0.00113561,-0.00705549,0.8662,2025-10-24 11:42:14.904683
XRP-31OCT25-3-C-USDT,2.4507,0.0088041,0.0,0.0,0.06664117,0.40840536,0.0004378,-0.00293488,0.9346,2025-10-24 11:42:15.288449
XRP-31OCT25-2.6-P-USDT,2.4507,0.20368803,0.0,0.0,-0.67960909,1.2914763,0.00121175,-0.00711009,0.8181,2025-10-24 11:42:15.649250
XRP-31OCT25-3-P-USDT,2.4507,0.5581041,0.0,0.0,-0.93335884,0.40840536,0.0004378,-0.00293488,0.9346,2025-10-24 11:42:16.005055
XRP-31OCT25-2.45-C-USDT,2.4507,0.11115875,110.0,110.0,0.52361392,1.43281806,0.00134875,-0.00793968,0.8207,2025-10-24 11:42:16.369887
XRP-31OCT25-1.9-C-USDT,2.4507,0.55807303,0.0,0.0,0.9558018,0.24348365,0.00031641,-0.00257125,1.133,2025-10-24 11:42:16.721545
XRP-31OCT25-2.1-C-USDT,2.4507,0.37017986,0.0,0.0,0.88630976,0.57957632,0.00065204,-0.00458738,0.9809,2025-10-24 11:42:17.072392
XRP-31OCT25-2.9-C-USDT,2.4508,0.01331551,1300.0,1300.0,0.09773132,0.56761677,0.0005845,-0.00376361,0.8977,2025-10-24 11:42:17.719314
XRP-31OCT25-3.1-C-USDT,2.4508,0.00600824,0.0,0.0,0.04637874,0.29480198,0.00032892,-0.00229475,0.9727,2025-10-24 11:42:18.064152
XRP-31OCT25-2.35-P-USDT,2.4508,0.06868427,110.0,110.0,-0.33814508,1.27541788,0.00123838,-0.00751891,0.8465,2025-10-24 11:42:18.423941
XRP-31OCT25-2.8-C-USDT,2.4508,0.02077381,3510.0,3510.0,0.14546228,0.7806755,0.0007736,-0.00479362,0.8639,2025-10-24 11:42:18.777393
XRP-31OCT25-2.1-P-USDT,2.4508,0.01947148,16510.0,16510.0,-0.11364194,0.57935005,0.00065186,-0.00458641,0.9809,2025-10-24 11:42:19.137205
XRP-31OCT25-2.55-P-USDT,2.4508,0.16869964,0.0,0.0,-0.61649511,1.38424964,0.00129314,-0.00755405,0.8144,2025-10-24 11:42:19.489345
XRP-31OCT25-2.35-C-USDT,2.4508,0.16948419,0.0,0.0,0.66185502,1.27541881,0.00123838,-0.00751891,0.8465,2025-10-24 11:42:19.868123
XRP-31OCT25-2.9-P-USDT,2.4509,0.4624221,0.0,0.0,-0.90222678,0.5678065,0.0005847,-0.00376473,0.8977,2025-10-24 11:42:20.222321
XRP-31OCT25-1.8-P-USDT,2.4509,0.00463402,0.0,0.0,-0.02761444,0.15387627,0.00021512,-0.00188038,1.2187,2025-10-24 11:42:20.571473
XRP-31OCT25-2.2-P-USDT,2.4509,0.03223676,16000.0,16000.0,-0.18005419,0.84454544,0.00088892,-0.00585018,0.9176,2025-10-24 11:42:20.924910
XRP-31OCT25-1.8-C-USDT,2.4509,0.65553399,0.0,0.0,0.97238566,0.15387597,0.00021512,-0.00188038,1.2187,2025-10-24 11:42:21.573117
XRP-31OCT25-2.8-P-USDT,2.4509,0.3698846,0.0,0.0,-0.85447472,0.78091487,0.00077386,-0.00479496,0.8639,2025-10-24 11:42:21.926821
XRP-31OCT25-2.2-C-USDT,2.4509,0.28313662,0.0,0.0,0.81994616,0.84454583,0.00088892,-0.00585018,0.9176,2025-10-24 11:42:22.277620
XRP-31OCT25-2.7-C-USDT,2.4509,0.03335675,3510.0,7010.0,0.21763072,1.03936879,0.00099664,-0.00597555,0.8359,2025-10-24 11:42:22.632711
XRP-31OCT25-2.3-C-USDT,2.4509,0.20441601,0.0,0.0,0.72262873,1.14202203,0.00113492,-0.00705223,0.8663,2025-10-24 11:42:22.987801
XRP-31OCT25-2.4-P-USDT,2.451,0.08743975,1710.0,1800.0,-0.40497339,1.37664483,0.00131275,-0.00782676,0.8312,2025-10-24 11:42:23.340390
