symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
XRP-25OCT25-2.6-P-USDT,2.45500162,0.14854369,0.0,0.0,-0.91973691,1.4318317,0.00018675,-0.00737493,0.7899,2025-10-24 12:10:49.700022
XRP-25OCT25-2.35-P-USDT,2.45500162,0.00749196,1810.0,1860.0,-0.14137341,2.09124502,0.00028075,-0.01141243,0.8131,2025-10-24 12:10:50.059652
XRP-25OCT25-2.3-P-USDT,2.45497967,0.00279575,20.0,20.0,-0.06077766,1.09125412,0.00015078,-0.00630787,0.8368,2025-10-24 12:10:50.413917
XRP-25OCT25-1.9-P-USDT,2.45497967,1.7e-07,0.0,0.0,-5.58e-06,0.00016928,4e-08,-1.85e-06,1.1506,2025-10-24 12:10:50.762760
XRP-25OCT25-2-P-USDT,2.45497967,2.1e-06,0.0,0.0,-6.668e-05,0.00193755,3.4e-07,-1.793e-05,1.0588,2025-10-24 12:10:51.137775
XRP-25OCT25-2.35-C-USDT,2.45504926,0.1125346,0.0,0.0,0.85873024,2.09010423,0.00028061,-0.01140704,0.8131,2025-10-24 12:10:51.491121
XRP-25OCT25-2.7-P-USDT,2.45504926,0.24537421,0.0,0.0,-0.98791359,0.29119565,3.938e-05,-0.0016126,0.819,2025-10-24 12:10:51.842191
XRP-25OCT25-2.8-P-USDT,2.45507237,0.3449718,0.0,0.0,-0.9985423,0.04199212,5.96e-06,-0.00025586,0.8591,2025-10-24 12:10:52.193888
XRP-25OCT25-2.3-C-USDT,2.45507237,0.15786288,0.0,0.0,0.93932314,1.08973761,0.00015058,-0.00630011,0.8368,2025-10-24 12:10:52.552667
XRP-25OCT25-2.375-C-USDT,2.45507237,0.09178965,0.0,0.0,0.79651631,2.6719016,0.00035445,-0.01423684,0.8034,2025-10-24 12:10:52.910398
XRP-25OCT25-2.25-C-USDT,2.45516072,0.20610253,0.0,0.0,0.97710297,0.47583858,6.803e-05,-0.00294403,0.8657,2025-10-24 12:10:53.567179
XRP-25OCT25-2.1-P-USDT,2.45516072,2.578e-05,0.0,0.0,-0.00076745,0.02056332,3.31e-06,-0.0001611,0.9741,2025-10-24 12:10:53.920365
XRP-25OCT25-2.7-C-USDT,2.45535449,0.00042456,0.0,0.0,0.01211484,0.29179207,3.947e-05,-0.00161584,0.819,2025-10-24 12:10:54.270828
XRP-25OCT25-2.4-P-USDT,2.45535449,0.01767342,1790.0,1810.0,-0.28025115,3.21287356,0.00042203,-0.01678089,0.7953,2025-10-24 12:10:54.661598
XRP-25OCT25-2.4-C-USDT,2.45535449,0.07302791,40.0,250.0,0.71974886,3.21287356,0.00042203,-0.01678089,0.7953,2025-10-24 12:10:55.017933
