instrument,strike,expiration,option_type,underlying_price,mark_price,mark_iv,bid,ask,oi,volume,greeks,timestamp
ETH-27MAR26-8500-P,8500.0,1774598400000,put,4018.48,1.1338,75.08,1.051,1.2415,0.0,0.0,"{'delta': -0.90244, 'gamma': 9e-05, 'vega': 4.49101, 'theta': -1.09857, 'rho': -34.4021}",2025-10-25T00:01:21.696751
ETH-27MAR26-9000-C,9000.0,1774598400000,call,4018.48,0.0155,76.09,0.015,0.016,4122.0,0.0,"{'delta': 0.08264, 'gamma': 8e-05, 'vega': 3.96976, 'theta': -0.98423, 'rho': 1.13484}",2025-10-25T00:01:21.967450
ETH-27MAR26-9000-P,9000.0,1774598400000,put,4018.49,1.2551,76.09,1.1695,1.3655,0.0,0.0,"{'delta': -0.91736, 'gamma': 8e-05, 'vega': 3.9698, 'theta': -0.98424, 'rho': -36.70401}",2025-10-25T00:01:22.224587
ETH-27MAR26-10000-C,10000.0,1774598400000,call,4018.02,0.0109,77.82,0.0105,0.011,2393.0,0.0,"{'delta': 0.06001, 'gamma': 6e-05, 'vega': 3.10404, 'theta': -0.78706, 'rho': 0.82969}",2025-10-25T00:01:22.474360
ETH-27MAR26-10000-P,10000.0,1774598400000,put,4017.8,1.4994,77.82,1.4075,1.6145,10.0,0.0,"{'delta': -0.94, 'gamma': 6e-05, 'vega': 3.10334, 'theta': -0.78688, 'rho': -41.21371}",2025-10-25T00:01:22.732808
ETH-27MAR26-11000-C,11000.0,1774598400000,call,4018.02,0.008,79.57,0.0075,0.0085,3711.0,125.0,"{'delta': 0.04513, 'gamma': 5e-05, 'vega': 2.47521, 'theta': -0.64171, 'rho': 0.62682}",2025-10-25T00:01:22.982390
ETH-27MAR26-11000-P,11000.0,1774598400000,put,4017.8,1.7454,79.57,1.6475,1.8665,0.0,0.0,"{'delta': -0.95488, 'gamma': 5e-05, 'vega': 2.47463, 'theta': -0.64156, 'rho': -45.62085}",2025-10-25T00:01:23.236754
ETH-27MAR26-12000-C,12000.0,1774598400000,call,4018.02,0.006,81.06,0.0055,0.0065,2439.0,3.0,"{'delta': 0.03447, 'gamma': 4e-05, 'vega': 1.98813, 'theta': -0.5251, 'rho': 0.48074}",2025-10-25T00:01:23.501029
ETH-27MAR26-12000-P,12000.0,1774598400000,put,4017.61,1.9922,81.06,1.8865,2.1195,21.0,0.0,"{'delta': -0.96554, 'gamma': 4e-05, 'vega': 1.98722, 'theta': -0.52486, 'rho': -49.97134}",2025-10-25T00:01:23.759774
ETH-27MAR26-13000-C,13000.0,1774598400000,call,4017.61,0.0045,82.03,0.0043,0.0045,4378.0,0.0,"{'delta': 0.02609, 'gamma': 3e-05, 'vega': 1.57787, 'theta': -0.42174, 'rho': 0.36556}",2025-10-25T00:01:24.022304
ETH-27MAR26-13000-P,13000.0,1774598400000,put,4017.79,2.2395,82.03,2.1265,2.3735,0.0,0.0,"{'delta': -0.97391, 'gamma': 3e-05, 'vega': 1.5782, 'theta': -0.42183, 'rho': -54.29049}",2025-10-25T00:01:24.275105
ETH-27MAR26-14000-C,14000.0,1774598400000,call,4017.79,0.0036,83.75,0.0034,0.004,4178.0,125.0,"{'delta': 0.02132, 'gamma': 2e-05, 'vega': 1.33149, 'theta': -0.36333, 'rho': 0.29906}",2025-10-25T00:01:24.532238
ETH-27MAR26-14000-P,14000.0,1774598400000,put,4017.61,2.4879,83.75,2.367,2.629,0.0,0.0,"{'delta': -0.97869, 'gamma': 2e-05, 'vega': 1.33121, 'theta': -0.36326, 'rho': -58.56148}",2025-10-25T00:01:24.786182
ETH-26JUN26-500-C,500.0,1782460800000,call,4068.01,0.8777,103.96,0.877,0.8785,0.0,0.0,"{'delta': 0.99807, 'gamma': 0.0, 'vega': 0.20436, 'theta': -0.04345, 'rho': 3.27927}",2025-10-25T00:01:25.048824
ETH-26JUN26-500-P,500.0,1782460800000,put,4068.01,0.0006,103.96,0.0004,0.0008,16730.0,105.0,"{'delta': -0.00193, 'gamma': 0.0, 'vega': 0.20436, 'theta': -0.04345, 'rho': -0.06947}",2025-10-25T00:01:25.310986
ETH-26JUN26-1000-C,1000.0,1782460800000,call,4068.01,0.7577,89.05,0.7565,0.7585,437.0,0.0,"{'delta': 0.98898, 'gamma': 1e-05, 'vega': 0.96556, 'theta': -0.17587, 'rho': 6.30052}",2025-10-25T00:01:25.566522
ETH-26JUN26-1000-P,1000.0,1782460800000,put,4067.93,0.0036,89.05,0.0031,0.0038,893.0,128.0,"{'delta': -0.01102, 'gamma': 1e-05, 'vega': 0.96558, 'theta': -0.17587, 'rho': -0.39697}",2025-10-25T00:01:25.817242
ETH-26JUN26-1500-C,1500.0,1782460800000,call,4067.93,0.6422,80.56,0.6405,0.6435,0.0,0.0,"{'delta': 0.96733, 'gamma': 3e-05, 'vega': 2.43065, 'theta': -0.40049, 'rho': 8.858}",2025-10-25T00:01:26.081398
ETH-26JUN26-1500-P,1500.0,1782460800000,put,4067.99,0.0109,80.56,0.0105,0.0115,4108.0,126.0,"{'delta': -0.03267, 'gamma': 3e-05, 'vega': 2.43058, 'theta': -0.40048, 'rho': -1.18816}",2025-10-25T00:01:26.339556
ETH-26JUN26-2000-C,2000.0,1782460800000,call,4067.93,0.5342,75.28,0.5325,0.5355,134.0,0.0,"{'delta': 0.92792, 'gamma': 5e-05, 'vega': 4.57149, 'theta': -0.70387, 'rho': 10.72645}",2025-10-25T00:01:26.593922
ETH-26JUN26-2000-P,2000.0,1782460800000,put,4067.93,0.0259,75.28,0.0255,0.0265,6740.0,212.0,"{'delta': -0.07208, 'gamma': 5e-05, 'vega': 4.57149, 'theta': -0.70387, 'rho': -2.66849}",2025-10-25T00:01:26.848887
ETH-26JUN26-2200-C,2200.0,1782460800000,call,4067.92,0.4939,73.76,0.4925,0.4955,18.0,0.0,"{'delta': 0.90659, 'gamma': 7e-05, 'vega': 5.557, 'theta': -0.83839, 'rho': 11.24428}",2025-10-25T00:01:27.103294
ETH-26JUN26-2200-P,2200.0,1782460800000,put,4067.92,0.0347,73.76,0.0345,0.0355,3518.0,0.0,"{'delta': -0.09341, 'gamma': 7e-05, 'vega': 5.557, 'theta': -0.83839, 'rho': -3.49016}",2025-10-25T00:01:27.352287
ETH-26JUN26-2400-C,2400.0,1782460800000,call,4067.92,0.4556,72.6,0.454,0.4575,2.0,0.0,"{'delta': 0.88202, 'gamma': 8e-05, 'vega': 6.58019, 'theta': -0.97716, 'rho': 11.61711}",2025-10-25T00:01:27.614211
ETH-26JUN26-2400-P,2400.0,1782460800000,put,4067.9,0.0456,72.6,0.045,0.0465,2266.0,0.0,"{'delta': -0.11798, 'gamma': 8e-05, 'vega': 6.58023, 'theta': -0.97716, 'rho': -4.45687}",2025-10-25T00:01:27.867770
ETH-26JUN26-2500-C,2500.0,1782460800000,call,4067.92,0.4371,71.99,0.4355,0.439,5.0,0.0,"{'delta': 0.86884, 'gamma': 9e-05, 'vega': 7.08607, 'theta': -1.0434, 'rho': 11.76327}",2025-10-25T00:01:28.124094
ETH-26JUN26-2500-P,2500.0,1782460800000,put,4067.91,0.0516,71.99,0.051,0.0525,1335.0,0.0,"{'delta': -0.13116, 'gamma': 9e-05, 'vega': 7.08609, 'theta': -1.0434, 'rho': -4.98043}",2025-10-25T00:01:28.379086
ETH-26JUN26-2600-C,2600.0,1782460800000,call,4067.92,0.4194,71.62,0.4175,0.421,1235.0,0.0,"{'delta': 0.8547, 'gamma': 0.0001, 'vega': 7.59849, 'theta': -1.11301, 'rho': 11.85982}",2025-10-25T00:01:28.630291
ETH-26JUN26-2600-P,2600.0,1782460800000,put,4067.9,0.0585,71.62,0.0575,0.0595,1914.0,40.0,"{'delta': -0.14531, 'gamma': 0.0001, 'vega': 7.59852, 'theta': -1.11301, 'rho': -5.55365}",2025-10-25T00:01:28.881513
ETH-26JUN26-2800-C,2800.0,1782460800000,call,4067.89,0.3855,70.87,0.3835,0.387,1091.0,0.0,"{'delta': 0.82485, 'gamma': 0.00011, 'vega': 8.58627, 'theta': -1.24454, 'rho': 11.97088}",2025-10-25T00:01:29.134673
ETH-26JUN26-2800-P,2800.0,1782460800000,put,4067.89,0.0738,70.87,0.0725,0.075,2446.0,1.0,"{'delta': -0.17515, 'gamma': 0.00011, 'vega': 8.58627, 'theta': -1.24454, 'rho': -6.78203}",2025-10-25T00:01:29.389649
ETH-26JUN26-3000-C,3000.0,1782460800000,call,4067.9,0.3536,70.19,0.352,0.3555,153.0,0.0,"{'delta': 0.79313, 'gamma': 0.00012, 'vega': 9.50991, 'theta': -1.36532, 'rho': 11.97413}",2025-10-25T00:01:29.641574
ETH-26JUN26-3000-P,3000.0,1782460800000,put,4067.89,0.0911,70.19,0.09,0.092,2709.0,5.0,"{'delta': -0.20687, 'gamma': 0.00012, 'vega': 9.50992, 'theta': -1.36532, 'rho': -8.11831}",2025-10-25T00:01:29.899188
ETH-26JUN26-3200-C,3200.0,1782460800000,call,4067.89,0.3243,69.75,0.3225,0.326,221.0,0.0,"{'delta': 0.75984, 'gamma': 0.00013, 'vega': 10.35288, 'theta': -1.47707, 'rho': 11.86625}",2025-10-25T00:01:30.156538
ETH-26JUN26-3200-P,3200.0,1782460800000,put,4067.89,0.1109,69.75,0.11,0.112,1983.0,0.0,"{'delta': -0.24016, 'gamma': 0.00013, 'vega': 10.35288, 'theta': -1.47707, 'rho': -9.56565}",2025-10-25T00:01:30.418225
ETH-26JUN26-3400-C,3400.0,1782460800000,call,4067.87,0.2973,69.47,0.2955,0.299,11.0,0.0,"{'delta': 0.72565, 'gamma': 0.00014, 'vega': 11.09515, 'theta': -1.57649, 'rho': 11.66904}",2025-10-25T00:01:30.673633
ETH-26JUN26-3400-P,3400.0,1782460800000,put,4067.87,0.1332,69.47,0.132,0.1345,7471.0,1.0,"{'delta': -0.27435, 'gamma': 0.00014, 'vega': 11.09515, 'theta': -1.57649, 'rho': -11.10236}",2025-10-25T00:01:30.927876
ETH-26JUN26-3500-C,3500.0,1782460800000,call,4067.86,0.2847,69.36,0.2825,0.2865,219.0,0.0,"{'delta': 0.70839, 'gamma': 0.00015, 'vega': 11.42499, 'theta': -1.62073, 'rho': 11.54377}",2025-10-25T00:01:31.185486
ETH-26JUN26-3500-P,3500.0,1782460800000,put,4067.86,0.1451,69.36,0.144,0.1465,3182.0,0.0,"{'delta': -0.29161, 'gamma': 0.00015, 'vega': 11.42499, 'theta': -1.62073, 'rho': -11.89737}",2025-10-25T00:01:31.436064
ETH-26JUN26-3600-C,3600.0,1782460800000,call,4067.85,0.2725,69.25,0.2705,0.2745,268.0,0.0,"{'delta': 0.69109, 'gamma': 0.00015, 'vega': 11.72655, 'theta': -1.66092, 'rho': 11.40409}",2025-10-25T00:01:31.717185
ETH-26JUN26-3600-P,3600.0,1782460800000,put,4067.85,0.1575,69.25,0.1565,0.159,3097.0,0.0,"{'delta': -0.30891, 'gamma': 0.00015, 'vega': 11.72655, 'theta': -1.66092, 'rho': -12.70673}",2025-10-25T00:01:31.977788
ETH-26JUN26-3800-C,3800.0,1782460800000,call,4067.85,0.2498,69.12,0.2485,0.2515,235.0,0.0,"{'delta': 0.65662, 'gamma': 0.00016, 'vega': 12.24391, 'theta': -1.73097, 'rho': 11.08333}",2025-10-25T00:01:32.234796
ETH-26JUN26-3800-P,3800.0,1782460800000,put,4067.85,0.184,69.12,0.1825,0.1855,1388.0,0.0,"{'delta': -0.34338, 'gamma': 0.00016, 'vega': 12.24391, 'theta': -1.73097, 'rho': -14.36698}",2025-10-25T00:01:32.483941
ETH-26JUN26-4000-C,4000.0,1782460800000,call,4067.87,0.229,69.03,0.2275,0.2305,1635.0,261.0,"{'delta': 0.62257, 'gamma': 0.00017, 'vega': 12.64916, 'theta': -1.78587, 'rho': 10.72294}",2025-10-25T00:01:32.748410
ETH-26JUN26-4000-P,4000.0,1782460800000,put,4067.87,0.2123,69.03,0.211,0.214,4353.0,0.0,"{'delta': -0.37743, 'gamma': 0.00017, 'vega': 12.64916, 'theta': -1.78587, 'rho': -16.06686}",2025-10-25T00:01:33.008908
ETH-26JUN26-4200-C,4200.0,1782460800000,call,4067.87,0.21,68.99,0.2085,0.2115,196.0,0.0,"{'delta': 0.58928, 'gamma': 0.00017, 'vega': 12.94702, 'theta': -1.82705, 'rho': 10.33278}",2025-10-25T00:01:33.263010
ETH-26JUN26-4200-P,4200.0,1782460800000,put,4067.87,0.2425,68.99,0.2405,0.2445,2164.0,0.0,"{'delta': -0.41072, 'gamma': 0.00017, 'vega': 12.94702, 'theta': -1.82705, 'rho': -17.79651}",2025-10-25T00:01:33.533092
ETH-26JUN26-4400-C,4400.0,1782460800000,call,4067.87,0.1928,69.01,0.1915,0.194,226.0,0.0,"{'delta': 0.55702, 'gamma': 0.00017, 'vega': 13.14515, 'theta': -1.85546, 'rho': 9.92357}",2025-10-25T00:01:33.787626
ETH-26JUN26-4400-P,4400.0,1782460800000,put,4067.87,0.2744,69.01,0.2715,0.2765,2123.0,0.0,"{'delta': -0.44298, 'gamma': 0.00017, 'vega': 13.14515, 'theta': -1.85546, 'rho': -19.54521}",2025-10-25T00:01:34.052362
ETH-26JUN26-4500-C,4500.0,1782460800000,call,4067.87,0.1848,69.05,0.1835,0.186,1093.0,0.0,"{'delta': 0.54138, 'gamma': 0.00017, 'vega': 13.20954, 'theta': -1.86566, 'rho': 9.71441}",2025-10-25T00:01:34.308761
ETH-26JUN26-4500-P,4500.0,1782460800000,put,4067.87,0.291,69.05,0.288,0.2935,423.0,0.0,"{'delta': -0.45862, 'gamma': 0.00017, 'vega': 13.20954, 'theta': -1.86566, 'rho': -20.42412}",2025-10-25T00:01:34.559911
ETH-26JUN26-4600-C,4600.0,1782460800000,call,4067.87,0.1771,69.06,0.176,0.1785,3983.0,0.0,"{'delta': 0.52595, 'gamma': 0.00017, 'vega': 13.25293, 'theta': -1.8721, 'rho': 9.50431}",2025-10-25T00:01:34.822651
ETH-26JUN26-4600-P,4600.0,1782460800000,put,4067.87,0.3079,69.06,0.304,0.3105,3360.0,0.0,"{'delta': -0.47405, 'gamma': 0.00017, 'vega': 13.25293, 'theta': -1.8721, 'rho': -21.30396}",2025-10-25T00:01:35.079879
ETH-26JUN26-4800-C,4800.0,1782460800000,call,4067.87,0.1629,69.17,0.1615,0.164,404.0,0.0,"{'delta': 0.49627, 'gamma': 0.00017, 'vega': 13.28045, 'theta': -1.87879, 'rho': 9.08212}",2025-10-25T00:01:35.330726
ETH-26JUN26-4800-P,4800.0,1782460800000,put,4067.87,0.3429,69.17,0.3385,0.3455,340.0,58.0,"{'delta': -0.50373, 'gamma': 0.00017, 'vega': 13.28045, 'theta': -1.87879, 'rho': -23.06564}",2025-10-25T00:01:35.589097
ETH-26JUN26-5000-C,5000.0,1782460800000,call,4067.84,0.1499,69.27,0.149,0.151,3915.0,30.0,"{'delta': 0.46791, 'gamma': 0.00017, 'vega': 13.23794, 'theta': -1.87552, 'rho': 8.66262}",2025-10-25T00:01:35.864947
ETH-26JUN26-5000-P,5000.0,1782460800000,put,4067.87,0.3791,69.27,0.3745,0.3815,429.0,0.0,"{'delta': -0.53209, 'gamma': 0.00017, 'vega': 13.23805, 'theta': -1.87553, 'rho': -24.8245}",2025-10-25T00:01:36.119990
ETH-26JUN26-5200-C,5200.0,1782460800000,call,4067.84,0.1382,69.4,0.137,0.1395,485.0,0.0,"{'delta': 0.44102, 'gamma': 0.00017, 'vega': 13.13555, 'theta': -1.86451, 'rho': 8.2504}",2025-10-25T00:01:36.389216
ETH-26JUN26-5200-P,5200.0,1782460800000,put,4067.84,0.4165,69.4,0.4115,0.4195,360.0,0.0,"{'delta': -0.55898, 'gamma': 0.00017, 'vega': 13.13555, 'theta': -1.86451, 'rho': -26.57635}",2025-10-25T00:01:36.658942
ETH-26JUN26-5400-C,5400.0,1782460800000,call,4067.86,0.1274,69.51,0.1265,0.1285,477.0,4.0,"{'delta': 0.41543, 'gamma': 0.00017, 'vega': 12.98148, 'theta': -1.84553, 'rho': 7.84746}",2025-10-25T00:01:36.915082
ETH-26JUN26-5400-P,5400.0,1782460800000,put,4067.86,0.4549,69.51,0.45,0.458,15.0,0.0,"{'delta': -0.58457, 'gamma': 0.00017, 'vega': 12.98148, 'theta': -1.84553, 'rho': -28.31877}",2025-10-25T00:01:37.174897
ETH-26JUN26-5500-C,5500.0,1782460800000,call,4067.86,0.1225,69.62,0.1215,0.1235,37031.0,25.0,"{'delta': 0.4034, 'gamma': 0.00017, 'vega': 12.88969, 'theta': -1.83537, 'rho': 7.65224}",2025-10-25T00:01:37.440521
ETH-26JUN26-5500-P,5500.0,1782460800000,put,4067.86,0.4746,69.62,0.4695,0.4775,20.0,0.0,"{'delta': -0.5966, 'gamma': 0.00017, 'vega': 12.88969, 'theta': -1.83537, 'rho': -29.18374}",2025-10-25T00:01:37.692705
ETH-26JUN26-5600-C,5600.0,1782460800000,call,4067.87,0.1176,69.65,0.117,0.1185,1251.0,0.0,"{'delta': 0.39138, 'gamma': 0.00017, 'vega': 12.78567, 'theta': -1.82156, 'rho': 7.45772}",2025-10-25T00:01:37.942067
ETH-26JUN26-5600-P,5600.0,1782460800000,put,4067.86,0.4943,69.65,0.489,0.4975,0.0,0.0,"{'delta': -0.60862, 'gamma': 0.00017, 'vega': 12.78563, 'theta': -1.82155, 'rho': -30.04805}",2025-10-25T00:01:38.209634
ETH-26JUN26-5800-C,5800.0,1782460800000,call,4067.87,0.1088,69.82,0.108,0.1095,522.0,0.0,"{'delta': 0.36877, 'gamma': 0.00016, 'vega': 12.55585, 'theta': -1.7931, 'rho': 7.08266}",2025-10-25T00:01:38.468612
ETH-26JUN26-5800-P,5800.0,1782460800000,put,4067.85,0.5346,69.82,0.455,0.644,44.0,0.0,"{'delta': -0.63123, 'gamma': 0.00016, 'vega': 12.55575, 'theta': -1.79308, 'rho': -31.76264}",2025-10-25T00:01:38.721837
ETH-26JUN26-6000-C,6000.0,1782460800000,call,4067.85,0.1008,70.01,0.1,0.1015,2275.0,200.0,"{'delta': 0.34758, 'gamma': 0.00016, 'vega': 12.29938, 'theta': -1.76117, 'rho': 6.72372}",2025-10-25T00:01:38.985459
ETH-26JUN26-6000-P,6000.0,1782460800000,put,4067.85,0.5758,70.01,0.495,0.6865,5.0,0.0,"{'delta': -0.65242, 'gamma': 0.00016, 'vega': 12.29938, 'theta': -1.76117, 'rho': -33.46098}",2025-10-25T00:01:39.242605
ETH-26JUN26-6200-C,6200.0,1782460800000,call,4067.86,0.0936,70.23,0.0925,0.0945,619.0,0.0,"{'delta': 0.32784, 'gamma': 0.00015, 'vega': 12.02424, 'theta': -1.72719, 'rho': 6.3829}",2025-10-25T00:01:39.501496
ETH-26JUN26-6200-P,6200.0,1782460800000,put,4067.84,0.6177,70.23,0.536,0.73,18.0,0.0,"{'delta': -0.67217, 'gamma': 0.00015, 'vega': 12.02414, 'theta': -1.72717, 'rho': -35.14138}",2025-10-25T00:01:39.757010
ETH-26JUN26-6400-C,6400.0,1782460800000,call,4067.85,0.0868,70.41,0.086,0.088,381.0,0.0,"{'delta': 0.30911, 'gamma': 0.00015, 'vega': 11.72998, 'theta': -1.68927, 'rho': 6.05578}",2025-10-25T00:01:40.013701
ETH-26JUN26-6400-P,6400.0,1782460800000,put,4067.85,0.6601,70.41,0.5775,0.7735,31.0,0.0,"{'delta': -0.69089, 'gamma': 0.00015, 'vega': 11.72998, 'theta': -1.68927, 'rho': -36.8079}",2025-10-25T00:01:40.276936
ETH-26JUN26-6500-C,6500.0,1782460800000,call,4067.85,0.0838,70.54,0.083,0.0845,37237.0,0.0,"{'delta': 0.30038, 'gamma': 0.00015, 'vega': 11.58148, 'theta': -1.67086, 'rho': 5.90073}",2025-10-25T00:01:40.529829
ETH-26JUN26-6500-P,6500.0,1782460800000,put,4067.8,0.6817,70.54,0.5985,0.795,60.0,0.0,"{'delta': -0.69963, 'gamma': 0.00015, 'vega': 11.58121, 'theta': -1.67082, 'rho': -37.6329}",2025-10-25T00:01:40.790620
ETH-26JUN26-6600-C,6600.0,1782460800000,call,4067.83,0.0808,70.63,0.08,0.0815,464.0,0.0,"{'delta': 0.29174, 'gamma': 0.00015, 'vega': 11.42735, 'theta': -1.65077, 'rho': 5.74725}",2025-10-25T00:01:41.043116
ETH-26JUN26-6600-P,6600.0,1782460800000,put,4067.83,0.7033,70.63,0.6195,0.818,0.0,0.0,"{'delta': -0.70826, 'gamma': 0.00015, 'vega': 11.42735, 'theta': -1.65077, 'rho': -38.45592}",2025-10-25T00:01:41.311524
ETH-26JUN26-6800-C,6800.0,1782460800000,call,4067.8,0.0753,70.85,0.0745,0.076,534.0,0.0,"{'delta': 0.27551, 'gamma': 0.00014, 'vega': 11.11816, 'theta': -1.61122, 'rho': 5.45534}",2025-10-25T00:01:41.561940
ETH-26JUN26-6800-P,6800.0,1782460800000,put,4067.51,0.7469,70.85,0.6625,0.8625,0.0,0.0,"{'delta': -0.72453, 'gamma': 0.00014, 'vega': 11.11655, 'theta': -1.61098, 'rho': -40.08845}",2025-10-25T00:01:41.810640
ETH-26JUN26-7000-C,7000.0,1782460800000,call,4067.51,0.0703,71.09,0.0695,0.071,6370.0,0.0,"{'delta': 0.26038, 'gamma': 0.00014, 'vega': 10.80553, 'theta': -1.57125, 'rho': 5.17949}",2025-10-25T00:01:42.065947
ETH-26JUN26-7000-P,7000.0,1782460800000,put,4067.51,0.7911,71.09,0.705,0.908,0.0,0.0,"{'delta': -0.73962, 'gamma': 0.00014, 'vega': 10.80553, 'theta': -1.57125, 'rho': -41.70266}",2025-10-25T00:01:42.319723
ETH-26JUN26-7200-C,7200.0,1782460800000,call,4067.79,0.0658,71.39,0.065,0.0665,422.0,17.0,"{'delta': 0.2466, 'gamma': 0.00013, 'vega': 10.50173, 'theta': -1.53337, 'rho': 4.92533}",2025-10-25T00:01:42.575607
ETH-26JUN26-7200-P,7200.0,1782460800000,put,4067.47,0.8358,71.39,0.7495,0.9535,76.0,0.0,"{'delta': -0.75345, 'gamma': 0.00013, 'vega': 10.49993, 'theta': -1.5331, 'rho': -43.29748}",2025-10-25T00:01:42.828715
ETH-26JUN26-7400-C,7400.0,1782460800000,call,4067.14,0.0617,71.66,0.061,0.0625,1642.0,0.0,"{'delta': 0.23348, 'gamma': 0.00013, 'vega': 10.19174, 'theta': -1.49375, 'rho': 4.68085}",2025-10-25T00:01:43.116885
ETH-26JUN26-7400-P,7400.0,1782460800000,put,4067.14,0.8808,71.66,0.7935,1.0,0.0,0.0,"{'delta': -0.76652, 'gamma': 0.00013, 'vega': 10.19174, 'theta': -1.49375, 'rho': -44.88029}",2025-10-25T00:01:43.370703
ETH-26JUN26-7500-C,7500.0,1782460800000,call,4067.14,0.0597,71.79,0.059,0.0605,357.0,0.0,"{'delta': 0.22728, 'gamma': 0.00013, 'vega': 10.03963, 'theta': -1.47421, 'rho': 4.56502}",2025-10-25T00:01:43.620404
ETH-26JUN26-7500-P,7500.0,1782460800000,put,4067.09,0.9036,71.79,0.8155,1.023,0.0,0.0,"{'delta': -0.77272, 'gamma': 0.00013, 'vega': 10.03935, 'theta': -1.47417, 'rho': -45.66603}",2025-10-25T00:01:43.880229
ETH-26JUN26-8000-C,8000.0,1782460800000,call,4066.57,0.051,72.42,0.0505,0.052,1327.0,32.0,"{'delta': 0.19894, 'gamma': 0.00012, 'vega': 9.28732, 'theta': -1.37561, 'rho': 4.02964}",2025-10-25T00:01:44.151063
ETH-26JUN26-8000-P,8000.0,1782460800000,put,4067.09,1.0178,72.42,0.9275,1.1395,0.0,0.0,"{'delta': -0.801, 'gamma': 0.00012, 'vega': 9.2902, 'theta': -1.37603, 'rho': -49.54833}",2025-10-25T00:01:44.406419
ETH-26JUN26-8500-C,8500.0,1782460800000,call,4067.09,0.044,73.08,0.0435,0.0445,2605.0,0.0,"{'delta': 0.17526, 'gamma': 0.00011, 'vega': 8.58784, 'theta': -1.28357, 'rho': 3.57553}",2025-10-25T00:01:44.667257
ETH-26JUN26-8500-P,8500.0,1782460800000,put,4066.47,1.1339,73.08,1.0405,1.258,0.0,0.0,"{'delta': -0.82481, 'gamma': 0.00011, 'vega': 8.58448, 'theta': -1.28307, 'rho': -53.35459}",2025-10-25T00:01:44.928580
ETH-26JUN26-9000-C,9000.0,1782460800000,call,4066.55,0.0382,73.73,0.0375,0.039,8911.0,0.0,"{'delta': 0.15508, 'gamma': 0.0001, 'vega': 7.93271, 'theta': -1.19628, 'rho': 3.18257}",2025-10-25T00:01:45.194095
ETH-26JUN26-9000-P,9000.0,1782460800000,put,4066.55,1.2511,73.73,1.156,1.3775,0.0,0.0,"{'delta': -0.84492, 'gamma': 0.0001, 'vega': 7.93271, 'theta': -1.19628, 'rho': -57.09449}",2025-10-25T00:01:45.453711
ETH-26JUN26-10000-C,10000.0,1782460800000,call,4067.07,0.0296,75.08,0.029,0.03,1449.0,1.0,"{'delta': 0.12364, 'gamma': 8e-05, 'vega': 6.79949, 'theta': -1.04417, 'rho': 2.5615}",2025-10-25T00:01:45.707821
ETH-26JUN26-10000-P,10000.0,1782460800000,put,4067.07,1.4887,75.08,1.388,1.62,0.0,0.0,"{'delta': -0.87636, 'gamma': 8e-05, 'vega': 6.79949, 'theta': -1.04417, 'rho': -64.41301}",2025-10-25T00:01:45.967469
ETH-26JUN26-11000-C,11000.0,1782460800000,call,4067.07,0.0232,76.18,0.0225,0.024,932.0,20.0,"{'delta': 0.09954, 'gamma': 7e-05, 'vega': 5.82171, 'theta': -0.90713, 'rho': 2.07901}",2025-10-25T00:01:46.218704
ETH-26JUN26-11000-P,11000.0,1782460800000,put,4066.45,1.7282,76.18,1.6215,1.865,0.0,0.0,"{'delta': -0.9005, 'gamma': 7e-05, 'vega': 5.81899, 'theta': -0.90671, 'rho': -71.59412}",2025-10-25T00:01:46.489254
ETH-26JUN26-12000-C,12000.0,1782460800000,call,4067.33,0.0186,77.22,0.018,0.019,3006.0,125.0,"{'delta': 0.08135, 'gamma': 6e-05, 'vega': 5.01132, 'theta': -0.79149, 'rho': 1.7102}",2025-10-25T00:01:46.744524
ETH-26JUN26-12000-P,12000.0,1782460800000,put,4067.33,1.9695,77.22,1.857,2.1115,45.0,0.0,"{'delta': -0.91865, 'gamma': 6e-05, 'vega': 5.01132, 'theta': -0.79149, 'rho': -78.6592}",2025-10-25T00:01:47.008421
ETH-26JUN26-13000-C,13000.0,1782460800000,call,4067.08,0.015,78.15,0.0145,0.0155,2836.0,0.0,"{'delta': 0.06719, 'gamma': 5e-05, 'vega': 4.32988, 'theta': -0.69212, 'rho': 1.42036}",2025-10-25T00:01:47.269900
ETH-26JUN26-13000-P,13000.0,1782460800000,put,4067.08,2.2119,78.15,2.0925,2.36,0.0,0.0,"{'delta': -0.93281, 'gamma': 5e-05, 'vega': 4.32988, 'theta': -0.69212, 'rho': -85.6465}",2025-10-25T00:01:47.518623
ETH-26JUN26-14000-C,14000.0,1782460800000,call,4067.35,0.0125,79.19,0.012,0.013,2723.0,0.0,"{'delta': 0.0567, 'gamma': 4e-05, 'vega': 3.79259, 'theta': -0.61432, 'rho': 1.20323}",2025-10-25T00:01:47.775558
ETH-26JUN26-14000-P,14000.0,1782460800000,put,4067.35,2.4548,79.19,2.329,2.6095,0.0,0.0,"{'delta': -0.9433, 'gamma': 4e-05, 'vega': 3.79259, 'theta': -0.61432, 'rho': -92.56108}",2025-10-25T00:01:48.042726
ETH-26JUN26-15000-C,15000.0,1782460800000,call,4067.63,0.0107,80.36,0.01,0.011,1331.0,126.0,"{'delta': 0.04891, 'gamma': 4e-05, 'vega': 3.37331, 'theta': -0.55444, 'rho': 1.04045}",2025-10-25T00:01:48.303711
