timestamp,open,high,low,close,volume,turnover
2021-03-29 00:00:00,1687.9,1693.35,1682.85,1685.7,1448.42,2441601.594
2021-03-29 01:00:00,1685.7,1688.4,1679.95,1685.75,871.16,1468557.97
2021-03-29 02:00:00,1685.75,1698.7,1685.25,1695.5,1108.23,1879003.965
2021-03-29 03:00:00,1695.5,1701.3,1695.5,1697.3,867.29,1472051.317
2021-03-29 04:00:00,1697.3,1702.2,1694.3,1698.2,1025.08,1740790.856
2021-03-29 05:00:00,1698.2,1700.5,1687.1,1690.5,2037.36,3444157.08
2021-03-29 06:00:00,1690.5,1698.65,1690.5,1698.5,845.75,1436506.375
2021-03-29 07:00:00,1698.5,1707.7,1698.5,1705.3,1280.52,2183670.756
2021-03-29 08:00:00,1705.3,1742.95,1704.3,1736.1,5805.09,10078216.749
2021-03-29 09:00:00,1736.1,1767.35,1736.1,1760.05,7969.47,14026665.6735
2021-03-29 10:00:00,1760.05,1773.5,1755.65,1772.8,3838.43,6804768.704
2021-03-29 11:00:00,1772.8,1776.75,1763.4,1766.5,3050.87,5389361.855
2021-03-29 12:00:00,1766.5,1790.0,1766.5,1777.8,4139.04,7358385.312
2021-03-29 13:00:00,1777.8,1790.0,1770.3,1783.8,2268.78,4047049.764
2021-03-29 14:00:00,1783.8,1787.55,1778.25,1782.85,1970.11,3512410.6135
2021-03-29 15:00:00,1782.85,1792.15,1762.2,1790.8,4598.59,8235154.972
2021-03-29 16:00:00,1790.8,1811.1,1778.9,1808.1,8029.94,14518934.514
2021-03-29 17:00:00,1808.1,1842.7,1804.45,1834.5,10379.13,19040513.985
2021-03-29 18:00:00,1834.5,1839.0,1818.0,1828.65,1606.38,2937506.787
2021-03-29 19:00:00,1828.65,1832.15,1810.4,1816.7,1389.16,2523686.972
2021-03-29 20:00:00,1816.7,1819.95,1808.2,1810.3,1035.43,1874438.929
2021-03-29 21:00:00,1810.3,1820.35,1808.65,1810.15,1093.5,1979399.025
2021-03-29 22:00:00,1810.15,1818.05,1808.8,1815.4,1373.51,2493470.054
2021-03-29 23:00:00,1815.4,1825.6,1800.4,1818.3,3016.55,5484992.865
