timestamp,open,high,low,close,volume,turnover
2022-07-06 00:00:00,35.375,36.04,35.01,35.76,384451.1,13647256.369
2022-07-06 01:00:00,35.76,35.94,34.79,34.96,304713.9,10733091.0825
2022-07-06 02:00:00,34.96,35.42,34.805,34.98,287271.6,10064706.7545
2022-07-06 03:00:00,34.98,35.635,34.77,35.54,244230.4,8588602.4865
2022-07-06 04:00:00,35.54,36.4,35.38,35.78,490758.7,17668567.328
2022-07-06 05:00:00,35.78,36.17,35.505,35.9,304105.7,10907974.899
2022-07-06 06:00:00,35.9,35.96,35.255,35.73,379427.4,13490727.571
2022-07-06 07:00:00,35.73,36.16,35.72,35.94,263864.4,9480600.6145
2022-07-06 08:00:00,35.94,36.615,35.69,36.235,416860.0,15146702.9765
2022-07-06 09:00:00,36.235,36.665,36.115,36.4,217998.6,7936949.698
2022-07-06 10:00:00,36.4,36.59,36.0,36.3,270096.7,9800815.1055
2022-07-06 11:00:00,36.3,36.32,35.565,35.595,288930.5,10395971.052
2022-07-06 12:00:00,35.595,35.955,35.31,35.775,337946.6,12053659.4385
2022-07-06 13:00:00,35.775,36.495,35.7,36.19,632195.3,22807702.329
2022-07-06 14:00:00,36.19,36.345,35.755,36.135,506914.2,18286382.3545
2022-07-06 15:00:00,36.135,36.15,35.565,35.71,257255.8,9211400.178
2022-07-06 16:00:00,35.71,36.235,35.67,36.17,367483.9,13218981.953
2022-07-06 17:00:00,36.17,36.29,35.965,36.165,199381.3,7202965.392
2022-07-06 18:00:00,36.165,36.75,35.745,36.485,846073.6,30687943.336
2022-07-06 19:00:00,36.485,36.765,36.005,36.235,364846.6,13266350.483
2022-07-06 20:00:00,36.235,36.465,35.915,36.31,334656.3,12118957.0505
2022-07-06 21:00:00,36.31,36.43,36.07,36.23,95558.3,3466218.5795
2022-07-06 22:00:00,36.23,36.88,36.2,36.785,339270.2,12426480.506
2022-07-06 23:00:00,36.785,37.655,36.76,37.01,499712.2,18609991.4945
