timestamp,open,high,low,close,volume,turnover
2023-05-22 00:00:00,19.605,19.669,19.263,19.462,409143.4,7951232.2141
2023-05-22 01:00:00,19.462,19.52,19.387,19.46,179827.0,3498861.5128
2023-05-22 02:00:00,19.46,19.576,19.427,19.559,165861.6,3240273.5568
2023-05-22 03:00:00,19.559,19.592,19.505,19.53,78389.5,1531782.2819
2023-05-22 04:00:00,19.53,19.576,19.518,19.55,58518.5,1143481.7437
2023-05-22 05:00:00,19.55,19.602,19.55,19.586,108655.4,2127399.2844
2023-05-22 06:00:00,19.586,19.784,19.582,19.718,302608.8,5961185.5275
2023-05-22 07:00:00,19.718,19.735,19.658,19.687,104360.4,2055678.8854
2023-05-22 08:00:00,19.687,19.8,19.686,19.75,175990.5,3478572.0613
2023-05-22 09:00:00,19.75,19.884,19.75,19.881,209237.6,4151668.936
2023-05-22 10:00:00,19.881,19.906,19.842,19.886,219096.5,4354964.3652
2023-05-22 11:00:00,19.886,19.888,19.735,19.862,223509.4,4424762.6853
2023-05-22 12:00:00,19.862,19.883,19.75,19.751,150807.3,2988787.0693
2023-05-22 13:00:00,19.751,20.039,19.714,19.872,523554.5,10420310.8735
2023-05-22 14:00:00,19.872,19.9,19.634,19.734,439305.0,8673832.5658
2023-05-22 15:00:00,19.734,19.749,19.572,19.661,194560.6,3823104.4266
2023-05-22 16:00:00,19.661,19.737,19.622,19.684,143919.3,2830748.5804
2023-05-22 17:00:00,19.684,19.705,19.564,19.657,287430.2,5640459.2705
2023-05-22 18:00:00,19.657,19.766,19.653,19.728,111850.2,2205988.9437
2023-05-22 19:00:00,19.728,19.739,19.65,19.685,158919.4,3129853.5721
2023-05-22 20:00:00,19.685,19.697,19.592,19.652,88796.0,1744108.0009
2023-05-22 21:00:00,19.652,19.76,19.649,19.681,118860.4,2341969.8023
2023-05-22 22:00:00,19.681,19.711,19.592,19.595,110580.9,2172637.4502
2023-05-22 23:00:00,19.595,19.607,19.488,19.509,349363.8,6824923.2235
