timestamp,open,high,low,close,volume
2025-05-06 20:00:00,1783.89,1818.98,1764.11,1816.37,380118.45
2025-05-07 00:00:00,1816.37,1849.68,1813.61,1825.72,464705.43
2025-05-07 04:00:00,1825.72,1837.8,1823.88,1837.34,120361.64
2025-05-07 08:00:00,1837.34,1846.51,1829.51,1835.72,238322.08
2025-05-07 12:00:00,1835.72,1836.33,1813.35,1816.61,265161.86
2025-05-07 16:00:00,1816.61,1817.28,1785.68,1795.03,436666.09
2025-05-07 20:00:00,1795.03,1825.29,1787.75,1810.26,206596.41
2025-05-08 00:00:00,1810.26,1906.31,1807.65,1900.2,591209.32
2025-05-08 04:00:00,1900.2,1943.06,1891.38,1927.55,440508.1
2025-05-08 08:00:00,1927.55,1967.81,1925.11,1956.73,454754.72
2025-05-08 12:00:00,1956.73,2075.48,1952.61,2050.5,1201825.76
2025-05-08 16:00:00,2050.5,2140.0,2035.32,2117.2,764375.32
2025-05-08 20:00:00,2117.2,2226.51,2110.45,2206.42,972019.26
2025-05-09 00:00:00,2206.42,2244.8,2183.71,2204.33,614103.48
2025-05-09 04:00:00,2204.33,2393.58,2201.23,2363.4,904598.7
2025-05-09 08:00:00,2363.4,2491.57,2291.02,2350.5,1795814.83
2025-05-09 12:00:00,2350.5,2387.9,2268.67,2300.47,840698.1
2025-05-09 16:00:00,2300.47,2355.17,2273.84,2330.44,501261.69
2025-05-09 20:00:00,2330.44,2351.37,2321.68,2344.58,182151.39
2025-05-10 00:00:00,2344.58,2380.44,2314.15,2338.78,287729.8
2025-05-10 04:00:00,2338.78,2416.82,2325.04,2399.53,367609.24
2025-05-10 08:00:00,2399.53,2435.76,2358.47,2383.31,723021.11
2025-05-10 12:00:00,2383.31,2448.37,2383.31,2432.61,461705.15
2025-05-10 16:00:00,2432.61,2512.73,2427.83,2498.52,840069.85
2025-05-10 20:00:00,2498.52,2599.93,2468.04,2581.65,681573.35
2025-05-11 00:00:00,2581.65,2608.11,2501.34,2536.32,615261.55
2025-05-11 04:00:00,2536.32,2561.53,2452.5,2472.7,519825.09
2025-05-11 08:00:00,2472.7,2535.59,2471.02,2529.38,319194.53
2025-05-11 12:00:00,2529.38,2531.04,2431.0,2460.94,451098.71
2025-05-11 16:00:00,2460.94,2524.75,2438.95,2507.04,404988.36
2025-05-11 20:00:00,2507.04,2528.25,2481.94,2513.45,240425.93
2025-05-12 00:00:00,2513.45,2547.86,2489.19,2519.2,365024.1
2025-05-12 04:00:00,2519.2,2624.59,2485.53,2553.5,787958.01
2025-05-12 08:00:00,2553.5,2585.27,2520.01,2528.9,457219.11
2025-05-12 12:00:00,2528.9,2576.5,2472.02,2486.46,853823.05
2025-05-12 16:00:00,2486.46,2512.0,2406.15,2459.06,626479.92
2025-05-12 20:00:00,2459.06,2499.52,2451.09,2494.7,233961.37
2025-05-13 00:00:00,2494.7,2495.01,2413.0,2423.62,354734.74
2025-05-13 04:00:00,2423.62,2479.92,2418.32,2459.79,211257.72
2025-05-13 08:00:00,2459.79,2525.64,2450.01,2512.73,322547.29
2025-05-13 12:00:00,2512.73,2573.33,2490.38,2564.7,793356.21
2025-05-13 16:00:00,2564.7,2738.54,2558.65,2689.94,1212657.02
2025-05-13 20:00:00,2689.94,2708.04,2651.51,2679.08,525250.74
2025-05-14 00:00:00,2679.08,2724.82,2622.0,2645.7,582631.32
2025-05-14 04:00:00,2645.7,2686.73,2635.0,2639.43,279979.5
2025-05-14 08:00:00,2639.43,2645.0,2575.8,2624.0,561642.6
2025-05-14 12:00:00,2624.0,2634.32,2556.0,2596.34,555505.87
2025-05-14 16:00:00,2596.34,2616.22,2545.75,2603.48,391116.2
2025-05-14 20:00:00,2603.48,2613.13,2581.4,2608.59,142766.46
2025-05-15 00:00:00,2608.59,2647.07,2565.03,2573.23,336508.47
2025-05-15 04:00:00,2573.23,2594.99,2514.34,2529.28,373606.57
2025-05-15 08:00:00,2529.28,2566.93,2515.66,2553.76,419527.32
2025-05-15 12:00:00,2553.76,2578.65,2476.0,2562.84,812918.53
2025-05-15 16:00:00,2562.84,2603.22,2508.52,2529.47,681821.5
2025-05-15 20:00:00,2529.47,2563.81,2510.31,2547.9,369578.86
2025-05-16 00:00:00,2547.9,2584.02,2533.0,2580.22,268293.02
2025-05-16 04:00:00,2580.22,2618.86,2563.0,2600.1,271032.71
2025-05-16 08:00:00,2600.1,2648.29,2556.6,2619.8,435007.56
2025-05-16 12:00:00,2619.8,2621.98,2571.8,2593.74,412073.28
2025-05-16 16:00:00,2593.74,2601.22,2568.0,2590.8,240179.06
2025-05-16 20:00:00,2590.8,2591.5,2527.29,2535.68,292994.22
2025-05-17 00:00:00,2535.68,2536.57,2450.54,2495.65,575513.18
2025-05-17 04:00:00,2495.65,2512.14,2474.05,2491.91,230766.04
2025-05-17 08:00:00,2491.91,2495.44,2465.06,2480.58,188930.6
2025-05-17 12:00:00,2480.58,2485.95,2443.76,2473.26,275496.15
2025-05-17 16:00:00,2473.26,2490.0,2447.0,2469.02,241704.65
2025-05-17 20:00:00,2469.02,2495.51,2451.83,2474.4,177450.91
2025-05-18 00:00:00,2474.4,2487.07,2466.96,2476.6,90458.05
2025-05-18 04:00:00,2476.6,2515.0,2476.45,2508.48,179803.78
2025-05-18 08:00:00,2508.48,2528.71,2497.35,2500.63,185453.22
2025-05-18 12:00:00,2500.63,2587.48,2486.33,2578.68,495522.32
2025-05-18 16:00:00,2578.68,2584.07,2401.25,2406.72,1032265.8
2025-05-18 20:00:00,2406.72,2510.7,2316.4,2497.1,983648.87
2025-05-19 00:00:00,2497.1,2512.51,2377.96,2383.99,689101.24
2025-05-19 04:00:00,2383.99,2412.0,2346.7,2402.52,521617.53
2025-05-19 08:00:00,2402.52,2422.79,2387.71,2417.1,332049.62
2025-05-19 12:00:00,2417.1,2472.37,2383.51,2465.64,594759.65
2025-05-19 16:00:00,2465.64,2546.28,2449.12,2518.46,863462.84
2025-05-19 20:00:00,2518.46,2534.12,2491.86,2527.5,292016.76
2025-05-20 00:00:00,2527.5,2587.54,2509.18,2552.15,529055.32
2025-05-20 04:00:00,2552.15,2577.3,2520.56,2531.54,352061.95
2025-05-20 08:00:00,2531.54,2539.25,2490.62,2513.4,268035.71
2025-05-20 12:00:00,2513.4,2514.86,2463.03,2481.62,438263.43
2025-05-20 16:00:00,2481.62,2511.17,2441.4,2500.01,500359.23
2025-05-20 20:00:00,2500.01,2540.33,2483.98,2523.41,384637.64
2025-05-21 00:00:00,2523.41,2554.12,2507.85,2543.83,309832.39
2025-05-21 04:00:00,2543.83,2616.17,2533.65,2550.89,661750.84
2025-05-21 08:00:00,2550.89,2562.14,2513.91,2536.21,406796.61
2025-05-21 12:00:00,2536.21,2581.44,2521.21,2566.01,698740.58
2025-05-21 16:00:00,2566.01,2614.74,2450.72,2511.14,1346814.32
2025-05-21 20:00:00,2511.14,2597.67,2484.91,2549.62,569177.49
2025-05-22 00:00:00,2549.62,2646.94,2542.86,2628.43,602453.17
2025-05-22 04:00:00,2628.43,2646.88,2600.34,2634.4,514592.61
2025-05-22 08:00:00,2634.4,2693.07,2626.13,2649.79,621204.31
2025-05-22 12:00:00,2649.79,2679.86,2620.55,2663.56,541843.0
2025-05-22 16:00:00,2663.56,2675.72,2624.63,2633.7,362320.47
2025-05-22 20:00:00,2633.7,2664.73,2626.59,2663.78,184012.6
2025-05-23 00:00:00,2663.78,2733.8,2643.15,2721.13,585186.74
2025-05-23 04:00:00,2721.13,2725.3,2649.42,2654.73,449119.03
2025-05-23 08:00:00,2654.73,2688.08,2548.67,2565.47,700404.58
2025-05-23 12:00:00,2565.47,2592.11,2496.58,2567.19,973126.19
2025-05-23 16:00:00,2567.19,2586.7,2545.04,2559.7,414529.02
2025-05-23 20:00:00,2559.7,2561.7,2502.35,2525.72,402657.51
2025-05-24 00:00:00,2525.72,2555.69,2514.12,2549.39,165992.36
2025-05-24 04:00:00,2549.39,2562.6,2534.0,2546.1,148054.34
2025-05-24 08:00:00,2546.1,2575.93,2544.02,2562.44,159511.23
2025-05-24 12:00:00,2562.44,2564.61,2542.31,2554.15,171430.67
2025-05-24 16:00:00,2554.15,2567.23,2542.59,2553.3,104609.18
2025-05-24 20:00:00,2553.3,2555.66,2515.48,2529.14,152644.39
2025-05-25 00:00:00,2529.14,2538.92,2473.82,2512.74,416189.91
2025-05-25 04:00:00,2512.74,2518.38,2486.46,2493.6,118056.83
2025-05-25 08:00:00,2493.6,2501.91,2458.92,2496.81,295902.86
2025-05-25 12:00:00,2496.81,2524.0,2476.7,2510.46,270062.14
2025-05-25 16:00:00,2510.46,2535.31,2494.9,2525.47,133264.14
2025-05-25 20:00:00,2525.47,2554.11,2507.0,2550.58,266216.67
2025-05-26 00:00:00,2550.58,2576.78,2536.3,2559.3,219577.54
2025-05-26 04:00:00,2559.3,2598.82,2556.51,2580.2,176672.35
2025-05-26 08:00:00,2580.2,2582.19,2553.17,2566.95,199782.5
2025-05-26 12:00:00,2566.95,2573.19,2536.01,2564.98,289254.02
2025-05-26 16:00:00,2564.98,2572.69,2524.0,2540.09,257288.61
2025-05-26 20:00:00,2540.09,2584.98,2535.17,2563.12,214978.25
2025-05-27 00:00:00,2563.12,2573.5,2508.2,2548.3,363861.44
2025-05-27 04:00:00,2548.3,2618.78,2548.01,2606.93,458878.58
2025-05-27 08:00:00,2606.93,2653.88,2606.88,2651.2,497494.59
2025-05-27 12:00:00,2651.2,2682.68,2631.52,2667.17,661689.98
2025-05-27 16:00:00,2667.17,2711.0,2657.0,2686.3,476857.24
2025-05-27 20:00:00,2686.3,2692.81,2650.69,2659.63,246905.3
2025-05-28 00:00:00,2659.63,2660.44,2616.38,2643.6,267179.3
2025-05-28 04:00:00,2643.6,2651.0,2622.19,2635.34,165106.68
2025-05-28 08:00:00,2635.34,2657.9,2607.25,2656.05,264413.12
2025-05-28 12:00:00,2656.05,2688.27,2612.28,2626.18,631758.07
2025-05-28 16:00:00,2626.18,2664.1,2614.34,2616.18,332607.11
2025-05-28 20:00:00,2616.18,2685.68,2609.0,2680.33,291974.05
2025-05-29 00:00:00,2680.33,2788.82,2669.15,2761.82,702710.98
2025-05-29 04:00:00,2761.82,2766.53,2701.17,2730.26,399335.9
2025-05-29 08:00:00,2730.26,2744.88,2705.38,2714.82,300720.22
2025-05-29 12:00:00,2714.82,2718.21,2620.21,2642.38,902683.97
2025-05-29 16:00:00,2642.38,2673.01,2626.91,2648.49,446751.21
2025-05-29 20:00:00,2648.49,2668.33,2616.2,2630.79,355874.36
2025-05-30 00:00:00,2630.79,2644.71,2555.58,2629.99,691749.51
2025-05-30 04:00:00,2629.99,2648.84,2604.8,2617.3,426461.17
2025-05-30 08:00:00,2617.3,2627.5,2586.34,2621.05,328251.42
2025-05-30 12:00:00,2621.05,2625.54,2571.15,2596.3,642537.97
2025-05-30 16:00:00,2596.3,2602.9,2530.03,2573.56,703637.1
2025-05-30 20:00:00,2573.56,2588.99,2505.7,2530.11,517769.97
2025-05-31 00:00:00,2530.11,2539.41,2473.08,2512.98,506744.12
2025-05-31 04:00:00,2512.98,2525.8,2503.5,2520.16,138240.91
2025-05-31 08:00:00,2520.16,2537.72,2506.65,2518.53,145834.35
2025-05-31 12:00:00,2518.53,2549.43,2515.01,2534.89,275768.83
2025-05-31 16:00:00,2534.89,2546.84,2521.21,2535.93,125633.57
2025-05-31 20:00:00,2535.93,2551.71,2522.2,2526.79,156759.57
2025-06-01 00:00:00,2526.79,2529.0,2490.15,2512.12,282890.62
2025-06-01 04:00:00,2512.12,2526.46,2504.09,2507.62,93134.06
2025-06-01 08:00:00,2507.62,2509.6,2476.0,2496.28,199515.51
2025-06-01 12:00:00,2496.28,2524.29,2466.6,2522.29,306415.23
2025-06-01 16:00:00,2522.29,2546.88,2490.45,2525.01,389038.8
2025-06-01 20:00:00,2525.01,2546.93,2518.0,2538.25,161082.96
2025-06-02 00:00:00,2538.25,2541.1,2484.11,2494.94,242898.01
2025-06-02 04:00:00,2494.94,2512.86,2482.02,2505.68,206576.19
2025-06-02 08:00:00,2505.68,2515.0,2473.29,2480.02,310284.33
2025-06-02 12:00:00,2480.02,2556.61,2476.93,2543.78,540739.77
2025-06-02 16:00:00,2543.78,2565.57,2523.35,2531.02,350322.31
2025-06-02 20:00:00,2531.02,2614.59,2530.67,2606.95,376609.06
2025-06-03 00:00:00,2606.95,2649.84,2587.56,2602.33,501151.44
2025-06-03 04:00:00,2602.33,2619.99,2588.68,2608.73,171829.84
2025-06-03 08:00:00,2608.73,2619.5,2593.28,2600.51,219632.63
2025-06-03 12:00:00,2600.51,2655.0,2596.39,2622.67,554272.35
2025-06-03 16:00:00,2622.67,2627.71,2601.1,2623.62,271192.62
2025-06-03 20:00:00,2623.62,2624.49,2575.04,2591.89,314687.63
2025-06-04 00:00:00,2591.89,2640.0,2581.78,2626.96,273786.73
2025-06-04 04:00:00,2626.96,2643.94,2618.5,2626.44,193546.9
2025-06-04 08:00:00,2626.44,2649.76,2622.61,2623.58,272902.58
2025-06-04 12:00:00,2623.58,2679.0,2593.0,2666.67,796803.53
2025-06-04 16:00:00,2666.67,2667.99,2620.0,2622.31,403017.83
2025-06-04 20:00:00,2622.31,2624.06,2597.19,2606.7,335066.22
2025-06-05 00:00:00,2606.7,2631.78,2600.03,2623.9,185248.5
2025-06-05 04:00:00,2623.9,2633.79,2598.89,2602.63,292861.79
2025-06-05 08:00:00,2602.63,2612.67,2578.64,2607.12,294313.25
2025-06-05 12:00:00,2607.12,2640.95,2560.72,2588.16,920127.57
2025-06-05 16:00:00,2588.16,2590.62,2503.67,2527.5,921234.62
2025-06-05 20:00:00,2527.5,2534.19,2390.28,2413.12,1126714.19
2025-06-06 00:00:00,2413.12,2456.0,2380.41,2454.66,437109.55
2025-06-06 04:00:00,2454.66,2467.79,2445.47,2454.12,272861.06
2025-06-06 08:00:00,2454.12,2493.86,2452.57,2475.24,285223.38
