timestamp,open,high,low,close,volume
2023-10-21 08:00:00,1607.85,1648.0,1602.95,1631.6,86071.173192
2023-10-22 08:00:00,1631.55,1707.9,1622.3,1677.0,209568.034785
2023-10-23 08:00:00,1676.95,1856.7,1663.55,1811.3,532635.212579
2023-10-24 08:00:00,1811.25,1855.95,1756.85,1770.15,305668.53709
2023-10-25 08:00:00,1770.15,1860.2,1760.45,1851.2,211926.871511
2023-10-26 08:00:00,1851.2,1868.0,1765.0,1776.5,325928.514003
2023-10-27 08:00:00,1776.5,1797.95,1744.55,1788.15,125324.060856
2023-10-28 08:00:00,1788.1,1804.05,1763.75,1784.1,31908.139635
2023-10-29 08:00:00,1784.1,1813.15,1778.85,1788.7,96213.168683
2023-10-30 08:00:00,1788.65,1832.75,1779.0,1792.15,149753.685346
2023-10-31 08:00:00,1792.25,1831.2,1782.2,1805.25,74847.128713
2023-11-01 08:00:00,1805.55,1877.4,1783.55,1837.25,197136.916927
2023-11-02 08:00:00,1836.9,1844.35,1777.75,1800.0,133993.177469
2023-11-03 08:00:00,1799.95,1841.1,1781.35,1835.0,104168.543705
2023-11-04 08:00:00,1835.05,1897.4,1830.1,1887.1,67081.079451
2023-11-05 08:00:00,1887.15,1916.35,1858.5,1880.25,127204.732153
2023-11-06 08:00:00,1880.25,1918.0,1875.4,1893.65,102422.887496
2023-11-07 08:00:00,1893.7,1908.7,1851.15,1875.95,100311.558708
2023-11-08 08:00:00,1875.9,1931.7,1874.25,1913.25,114776.032411
2023-11-09 08:00:00,1913.2,2139.1,1906.6,2105.75,517646.280732
2023-11-10 08:00:00,2105.75,2110.4,2031.3,2057.15,163494.331582
2023-11-11 08:00:00,2057.1,2091.9,2015.9,2060.05,74441.492908
2023-11-12 08:00:00,2059.8,2076.35,2030.65,2049.95,103095.406839
2023-11-13 08:00:00,2049.7,2119.5,2032.0,2061.1,168111.496716
2023-11-14 08:00:00,2061.05,2064.95,1925.0,1984.35,200896.243151
2023-11-15 08:00:00,1984.0,2085.3,1982.0,2054.55,150903.673006
2023-11-16 08:00:00,2054.5,2093.15,1940.2,1970.95,264046.557177
2023-11-17 08:00:00,1970.95,1983.2,1907.15,1936.55,144019.415528
2023-11-18 08:00:00,1936.6,1972.85,1932.05,1962.75,32747.414925
2023-11-19 08:00:00,1962.8,2028.0,1946.1,2020.55,57844.475509
2023-11-20 08:00:00,2020.7,2068.3,1994.7,2005.55,148631.321931
2023-11-21 08:00:00,2005.5,2023.7,1929.3,1994.6,224422.961829
2023-11-22 08:00:00,1994.6,2093.9,1993.55,2067.2,139807.563888
