symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
BTC-26DEC25-300000-C,111790.28,3.49242668,2.18,0.0,0.00044814,5e-08,0.74699847,-0.40468327,0.6849,2025-10-24 05:59:28.892781
BTC-26DEC25-80000-P,111790.28,822.66082884,2.51,0.0,-0.06422603,4.71e-06,58.43920561,-26.53391988,0.574,2025-10-24 05:59:29.215784
BTC-26DEC25-120000-P,111790.37,13164.23363704,5.98,0.0,-0.61660606,1.87e-05,177.60547256,-61.674389,0.439,2025-10-24 05:59:29.537930
BTC-26DEC25-60000-C,111790.37,51953.38158452,0.01,0.0,0.98728424,9.9e-07,15.27801042,-8.66510267,0.717,2025-10-24 05:59:29.868871
BTC-26DEC25-110000-P,111790.37,7424.95148825,4.39,0.0,-0.42863003,1.872e-05,182.61294403,-65.13711448,0.451,2025-10-24 05:59:30.188323
BTC-26DEC25-140000-C,111790.5,1308.35059848,2.07,0.0,0.13407391,1.032e-05,100.52902789,-35.80200543,0.4503,2025-10-24 05:59:30.536538
BTC-26DEC25-90000-C,111790.5,23584.3325689,0.12,0.0,0.86657609,8.91e-06,100.19373698,-41.20407569,0.5199,2025-10-24 05:59:30.856681
BTC-26DEC25-200000-C,111790.5,61.63664948,1.3,0.0,0.00778655,8.4e-07,9.95745271,-4.34569691,0.5518,2025-10-24 05:59:31.177903
BTC-26DEC25-120000-C,111793.25,4955.66239757,0.77,0.0,0.38344672,1.87e-05,177.61729517,-61.67816849,0.439,2025-10-24 05:59:31.498385
BTC-26DEC25-130000-P,111793.25,20746.10859457,3.5,0.0,-0.76793612,1.491e-05,141.96902005,-49.43541108,0.4403,2025-10-24 05:59:31.823611
BTC-26DEC25-110000-C,111793.39,9217.07341557,1.8,0.0,0.57142649,1.872e-05,182.61309586,-65.13743039,0.451,2025-10-24 05:59:32.447939
BTC-26DEC25-170000-C,111793.39,232.74886763,2.35,0.0,0.02799131,2.77e-06,29.88281685,-11.81481775,0.4999,2025-10-24 05:59:32.772818
BTC-26DEC25-200000-P,111793.39,88268.25765745,0.0,0.0,-0.99221224,8.4e-07,9.95908558,-4.34632098,0.5518,2025-10-24 05:59:33.096324
BTC-26DEC25-70000-C,111793.6,42163.29972641,0.0,0.0,0.97077056,2.24e-06,30.97823898,-15.67082381,0.6396,2025-10-24 05:59:33.447303
BTC-26DEC25-70000-P,111793.6,369.69972641,0.04,0.0,-0.02922945,2.24e-06,30.97823898,-15.67082381,0.6396,2025-10-24 05:59:33.768414
BTC-26DEC25-180000-P,111793.6,68350.26853144,0.0,0.0,-0.98229787,1.82e-06,20.30337606,-8.3125865,0.5176,2025-10-24 05:59:34.106336
BTC-26DEC25-300000-P,111793.79,188209.70296602,0.0,0.0,-0.99955181,5e-08,0.74711408,-0.4047384,0.6849,2025-10-24 05:59:34.429914
BTC-26DEC25-250000-P,111793.79,138218.1091025,0.0,0.0,-0.99846922,1.7e-07,2.31258794,-1.14432891,0.6256,2025-10-24 05:59:34.754610
BTC-26DEC25-60000-P,111793.79,162.98385813,4.29,0.0,-0.01271332,9.9e-07,15.27592132,-8.66405434,0.7171,2025-10-24 05:59:35.078790
BTC-26DEC25-100000-P,111793.88,3774.2468629,2.06,0.02,-0.25471314,1.443e-05,149.29920415,-56.47618861,0.4783,2025-10-24 05:59:35.401737
BTC-26DEC25-150000-C,111793.88,700.5609848,4.67,0.0,0.07745671,6.71e-06,67.49004417,-24.82604335,0.4651,2025-10-24 05:59:36.025356
BTC-26DEC25-80000-C,111793.98,32616.46361064,0.01,0.0,0.93578849,4.71e-06,58.43083702,-26.53065615,0.5741,2025-10-24 05:59:36.348240
BTC-26DEC25-50000-C,111793.98,61863.72314059,0.03,0.0,0.9947416,4.1e-07,7.03558148,-4.50244414,0.8091,2025-10-24 05:59:36.671039
BTC-26DEC25-100000-C,111793.98,15568.20326135,0.65,0.0,0.74528827,1.443e-05,149.29889317,-56.47610128,0.4783,2025-10-24 05:59:36.991304
BTC-26DEC25-50000-P,111794.12,69.74265068,2.46,0.0,-0.00525836,4.1e-07,7.03554,-4.50242078,0.8091,2025-10-24 05:59:37.334524
BTC-26DEC25-90000-P,111794.12,1793.43670419,13.52,0.0,-0.1333949,8.91e-06,100.18192862,-41.19998755,0.5199,2025-10-24 05:59:37.658598
BTC-26DEC25-180000-C,111794.12,143.87322556,0.79,0.0,0.01770264,1.82e-06,20.30396027,-8.31279914,0.5176,2025-10-24 05:59:37.984081
BTC-26DEC25-170000-P,111794.25,58438.51231699,0.01,0.0,-0.97200729,2.77e-06,29.88428178,-11.81533238,0.4999,2025-10-24 05:59:38.316517
BTC-26DEC25-140000-P,111794.25,29514.49236185,0.0,0.0,-0.86589427,1.032e-05,100.54872191,-35.80821915,0.4503,2025-10-24 05:59:38.640092
BTC-26DEC25-130000-C,111794.25,2539.55743119,8.22,0.0,0.23207731,1.491e-05,141.97476812,-49.43724479,0.4402,2025-10-24 05:59:38.964817
BTC-26DEC25-350000-P,111794.4,238206.91697442,0.0,0.0,-0.99983224,2e-08,0.29914076,-0.17357286,0.7336,2025-10-24 05:59:39.586203
BTC-26DEC25-250000-C,111794.4,11.89941312,3.26,0.0,0.00153082,1.7e-07,2.31264801,-1.14435527,0.6256,2025-10-24 05:59:39.908691
BTC-26DEC25-350000-C,111794.4,1.31697442,7.35,0.0,0.00016777,2e-08,0.29914076,-0.17357286,0.7336,2025-10-24 05:59:40.233625
BTC-26DEC25-150000-P,111794.54,38906.05568264,0.0,0.0,-0.9225401,6.71e-06,67.4925286,-24.82686141,0.4651,2025-10-24 05:59:40.554835
BTC-24OCT25-134000-C-USDT,110629.74,0.00907536,35.09,0.0,8.77e-06,1e-08,0.00104507,-0.09705923,1.8575,2025-10-24 05:59:40.902703
BTC-24OCT25-132000-P-USDT,110629.74,21370.27325115,3.38,0.0,-0.99998667,1e-08,0.0015572,-0.13627961,1.7504,2025-10-24 05:59:41.225006
BTC-24OCT25-134000-P-USDT,110629.82,23370.18907013,0.05,0.0,-0.99999124,1e-08,0.00104452,-0.09700786,1.8575,2025-10-24 05:59:41.547428
BTC-24OCT25-108500-P-USDT,110629.82,27.8893636,38.43,81.11,-0.05043635,1.647e-05,2.74631911,-68.31376934,0.4975,2025-10-24 05:59:41.866792
BTC-24OCT25-95000-C-USDT,110629.82,15629.87903494,0.01,0.0,0.99994268,2e-08,0.00619992,-0.5147411,1.6605,2025-10-24 05:59:42.187241
BTC-24OCT25-120000-C-USDT,110629.53,0.3224575,73.83,49.17,0.00045755,1.3e-07,0.04328908,-2.21234926,1.0222,2025-10-24 05:59:42.508657
BTC-24OCT25-132000-C-USDT,110629.53,0.0132354,28.68,0.0,1.332e-05,1e-08,0.0015555,-0.13613155,1.7504,2025-10-24 05:59:43.132855
BTC-24OCT25-110000-C-USDT,110629.48,780.5214063,49.06,92.58,0.74318799,6.908e-05,8.52250265,-156.79521395,0.368,2025-10-24 05:59:43.509365
BTC-24OCT25-136000-P-USDT,110629.48,25370.52636775,0.01,0.0,-0.99999408,1e-08,0.00071933,-0.0705499,1.9616,2025-10-24 05:59:43.834749
BTC-24OCT25-119000-C-USDT,110629.48,0.47694529,59.26,31.31,0.00070527,2.1e-07,0.06457408,-3.07512342,0.9525,2025-10-24 05:59:44.182643
BTC-24OCT25-120000-P-USDT,110629.52,9370.80205042,19.62,0.92,-0.99954297,1.3e-07,0.0432402,-2.20990024,1.0222,2025-10-24 05:59:44.505440
BTC-24OCT25-125000-C-USDT,110629.52,0.065895,43.25,6.32,7.886e-05,2e-08,0.00837205,-0.56365229,1.3466,2025-10-24 05:59:44.825225
BTC-24OCT25-105500-C-USDT,110629.52,5132.76687512,4.28,0.01,0.99500666,1.48e-06,0.38189363,-14.77500642,0.7738,2025-10-24 05:59:45.147809
BTC-24OCT25-106500-P-USDT,110629.61,5.95915103,26.45,54.61,-0.00971269,3e-06,0.6870066,-23.47477881,0.6834,2025-10-24 05:59:45.475749
BTC-24OCT25-116000-P-USDT,110629.61,5372.38619524,13.34,0.0,-0.99659769,1.11e-06,0.27092277,-9.89542156,0.7305,2025-10-24 05:59:45.800542
BTC-24OCT25-108000-P-USDT,110629.61,17.93151551,64.13,73.09,-0.03176561,1.034e-05,1.88633656,-51.3432645,0.5444,2025-10-24 05:59:46.123310
BTC-24OCT25-123000-C-USDT,110629.68,0.11685874,66.78,5.62,0.00014882,4e-08,0.01519721,-0.92785946,1.2211,2025-10-24 05:59:46.745647
BTC-24OCT25-105500-P-USDT,110629.68,3.24495145,32.72,86.89,-0.00499082,1.48e-06,0.38170026,-14.76778251,0.7738,2025-10-24 05:59:47.068967
BTC-24OCT25-108000-C-USDT,110629.73,2647.60763822,10.42,0.91,0.96823999,1.034e-05,1.88601133,-51.33501028,0.5444,2025-10-24 05:59:47.398839
BTC-24OCT25-109000-C-USDT,110629.73,1675.40955561,32.12,40.46,0.91653167,2.684e-05,4.05852697,-91.53017546,0.4511,2025-10-24 05:59:47.722466
