symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
BTC-26DEC25-70000-P,112435.01,299.31801913,0.04,0.0,-0.02486911,2.01e-06,27.19796504,-13.40719405,0.622,2025-10-24 09:05:09.587367
BTC-26DEC25-350000-P,112435.01,237565.87590153,0.0,0.0,-0.99988257,2e-08,0.21515154,-0.12173666,0.7139,2025-10-24 09:05:09.923051
BTC-26DEC25-150000-C,112435.04,679.95657363,4.67,0.0,0.07649872,6.76e-06,67.16948284,-24.23039946,0.4552,2025-10-24 09:05:10.251963
BTC-26DEC25-140000-P,112435.04,28862.75485633,0.0,0.0,-0.8652505,1.052e-05,101.35465138,-35.43285249,0.4411,2025-10-24 09:05:10.583891
BTC-26DEC25-140000-C,112435.04,1297.79485633,2.07,0.0,0.13474951,1.052e-05,101.35465138,-35.43285249,0.4411,2025-10-24 09:05:10.926613
BTC-26DEC25-80000-P,112435.04,697.96326003,2.51,0.0,-0.05703999,4.38e-06,53.51102654,-23.72179293,0.5593,2025-10-24 09:05:11.257257
BTC-26DEC25-300000-P,112435.09,187567.4207962,0.0,0.0,-0.9996654,4e-08,0.57225227,-0.30245046,0.6668,2025-10-24 09:05:11.586063
BTC-26DEC25-110000-C,112435.09,9418.35691179,1.8,0.0,0.58356775,1.888e-05,182.36443557,-63.90686716,0.4422,2025-10-24 09:05:11.965562
BTC-26DEC25-350000-C,112435.09,0.88590174,7.35,0.0,0.00011743,2e-08,0.21515167,-0.12173672,0.7139,2025-10-24 09:05:12.295079
BTC-26DEC25-110000-P,112435.17,6983.23348205,4.39,0.0,-0.41643075,1.888e-05,182.3643996,-63.90687123,0.4422,2025-10-24 09:05:12.625757
BTC-26DEC25-300000-C,112435.25,2.51080849,2.18,0.0,0.00033461,4e-08,0.57225524,-0.30245187,0.6668,2025-10-24 09:05:13.257948
BTC-26DEC25-120000-C,112435.25,5047.93029187,0.77,0.0,0.39197314,1.909e-05,179.59200315,-61.30628442,0.4307,2025-10-24 09:05:13.585995
BTC-26DEC25-250000-C,112435.25,9.26916969,3.26,0.0,0.00123486,1.5e-07,1.90947271,-0.92249665,0.6095,2025-10-24 09:05:13.911567
BTC-26DEC25-50000-C,112435.25,62486.03510099,0.03,0.0,0.99595081,3.3e-07,5.59840881,-3.48109298,0.7845,2025-10-24 09:05:14.242778
