symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
BTC-26DEC25-140000-C,112485.78,1356.32151191,2.07,0.0,0.13846989,1.059e-05,103.25637398,-36.56364837,0.4464,2025-10-24 10:33:30.192853
BTC-26DEC25-100000-P,112485.68,3477.94522358,2.06,0.02,-0.24209548,1.421e-05,145.98919135,-54.49738914,0.4705,2025-10-24 10:33:30.531568
BTC-26DEC25-110000-P,112485.68,6997.71428621,4.39,0.0,-0.41552761,1.878e-05,182.26805427,-64.24795115,0.4443,2025-10-24 10:33:30.868467
BTC-26DEC25-90000-C,112485.68,24097.00072173,0.12,0.0,0.87620548,8.56e-06,95.56520796,-38.75698185,0.5112,2025-10-24 10:33:31.247597
BTC-26DEC25-60000-C,112485.59,52621.41964239,0.01,0.0,0.98905576,8.8e-07,13.47616912,-7.53655774,0.7049,2025-10-24 10:33:31.574142
BTC-26DEC25-50000-P,112485.59,56.75522757,2.46,0.0,-0.00441811,3.5e-07,6.0521803,-3.81973628,0.7955,2025-10-24 10:33:31.902126
BTC-26DEC25-180000-C,112485.44,149.92187288,0.79,0.0,0.01835959,1.87e-06,21.04241632,-8.60231882,0.5153,2025-10-24 10:33:32.234292
BTC-26DEC25-110000-C,112485.44,9483.25053789,1.8,0.0,0.5844679,1.878e-05,182.26808086,-64.24796834,0.4443,2025-10-24 10:33:32.575464
BTC-26DEC25-350000-C,112485.44,1.36778894,7.35,0.0,0.00017335,2e-08,0.30987586,-0.18007467,0.7325,2025-10-24 10:33:32.903498
BTC-26DEC25-130000-C,112485.44,2626.06870649,8.22,0.0,0.23912011,1.524e-05,145.00933074,-50.11029643,0.4356,2025-10-24 10:33:33.235558
BTC-26DEC25-170000-P,112483.63,57758.68024918,0.01,0.0,-0.97099062,2.85e-06,30.9276999,-12.20171034,0.4973,2025-10-24 10:33:33.875524
BTC-26DEC25-140000-P,112483.63,28872.45651944,0.0,0.0,-0.86154906,1.059e-05,103.244736,-36.56006501,0.4464,2025-10-24 10:33:34.207441
BTC-26DEC25-90000-P,112482.79,1611.60955195,13.51,0.01,-0.12381654,8.56e-06,95.57461163,-38.76029105,0.5112,2025-10-24 10:33:34.539061
BTC-26DEC25-350000-P,112482.79,237518.57763114,0.0,0.0,-0.99982668,2e-08,0.30983987,-0.18005625,0.7325,2025-10-24 10:33:34.889335
BTC-26DEC25-120000-C,112482.79,5111.77868349,0.77,0.0,0.39388772,1.9e-05,179.82365957,-61.833724,0.4334,2025-10-24 10:33:35.218357
BTC-26DEC25-50000-C,112482.62,62539.38275786,0.03,0.0,0.99558121,3.5e-07,6.05286309,-3.82012704,0.7955,2025-10-24 10:33:35.553853
BTC-26DEC25-180000-P,112482.62,67667.27289499,0.0,0.0,-0.98164351,1.87e-06,21.03886434,-8.60105467,0.5153,2025-10-24 10:33:35.921495
BTC-26DEC25-200000-P,112482.52,87581.76855267,0.0,0.0,-0.99191899,8.6e-07,10.33595234,-4.50838158,0.5498,2025-10-24 10:33:36.281764
