symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
BTC-26DEC25-170000-C,112265.54,240.1440542,2.35,0.0,0.02876499,2.83e-06,30.63703068,-12.13675542,0.4989,2025-10-24 11:58:45.158963
BTC-26DEC25-350000-P,112265.4,237736.11355693,0.0,0.0,-0.99981016,2e-08,0.3365586,-0.197393,0.7386,2025-10-24 11:58:45.541866
BTC-26DEC25-70000-C,112265.4,42584.54284031,0.0,0.0,0.97388669,2.07e-06,28.26317865,-14.09786107,0.6281,2025-10-24 11:58:45.906057
BTC-26DEC25-170000-P,112265.32,57974.82004983,0.01,0.0,-0.97123543,2.83e-06,30.63660099,-12.13661035,0.4989,2025-10-24 11:58:46.319875
BTC-26DEC25-180000-P,112265.32,67884.42502714,0.0,0.0,-0.98168223,1.87e-06,20.95063406,-8.60747225,0.5174,2025-10-24 11:58:46.673882
BTC-26DEC25-80000-C,112265.32,32989.42481615,0.01,0.0,0.94137477,4.46e-06,54.54201642,-24.37927601,0.5629,2025-10-24 11:58:47.036161
BTC-26DEC25-150000-P,112265.0,38445.66668358,0.0,0.0,-0.92134888,6.82e-06,68.43045603,-25.10826418,0.4621,2025-10-24 11:58:47.385145
BTC-26DEC25-90000-P,112265.0,1616.10207198,13.51,0.01,-0.12479892,8.67e-06,95.87321815,-38.75657713,0.5091,2025-10-24 11:58:47.742336
BTC-26DEC25-150000-C,112265.0,710.66668358,4.67,0.0,0.07865113,6.82e-06,68.43045603,-25.10826418,0.4621,2025-10-24 11:58:48.119905
BTC-26DEC25-50000-P,112265.07,58.43188308,2.46,0.0,-0.00453819,3.6e-07,6.18381673,-3.91385835,0.797,2025-10-24 11:58:48.480278
BTC-26DEC25-180000-C,112265.07,149.74231511,0.79,0.0,0.01831749,1.87e-06,20.95030363,-8.60735607,0.5174,2025-10-24 11:58:49.139281
BTC-26DEC25-110000-P,112265.16,7037.11960512,4.39,0.0,-0.41962977,1.899e-05,182.22321095,-63.90444029,0.4416,2025-10-24 11:58:49.503183
BTC-26DEC25-300000-C,112265.16,3.93017368,2.18,0.0,0.00049712,6e-08,0.82421299,-0.45095283,0.689,2025-10-24 11:58:49.864661
BTC-26DEC25-200000-P,112265.16,87800.08591788,0.0,0.0,-0.9918281,8.7e-07,10.41298001,-4.5701014,0.5527,2025-10-24 11:58:50.224363
BTC-26DEC25-70000-P,112265.25,319.14457893,0.04,0.0,-0.0261135,2.07e-06,28.26329578,-14.09792163,0.6281,2025-10-24 11:58:50.581643
BTC-26DEC25-200000-C,112265.25,65.24622026,1.3,0.0,0.00817194,8.7e-07,10.41302523,-4.57011906,0.5527,2025-10-24 11:58:50.933046
BTC-26DEC25-60000-P,112265.34,138.42126681,4.29,0.0,-0.01114837,8.9e-07,13.66128206,-7.65214107,0.7054,2025-10-24 11:58:51.290079
BTC-26DEC25-100000-C,112265.34,15755.24568676,0.65,0.0,0.75570705,1.439e-05,146.34787463,-54.37739996,0.4679,2025-10-24 11:58:51.644835
BTC-26DEC25-80000-P,112265.34,724.10246728,2.51,0.0,-0.05862508,4.46e-06,54.54189233,-24.37924481,0.5629,2025-10-24 11:58:52.000372
BTC-26DEC25-50000-C,112265.37,62323.80089926,0.03,0.0,0.9954619,3.6e-07,6.18372889,-3.91381006,0.797,2025-10-24 11:58:52.386301
BTC-26DEC25-130000-C,112265.37,2551.28863193,8.22,0.0,0.23477365,1.518e-05,143.20620211,-49.37840405,0.4342,2025-10-24 11:58:53.036986
BTC-26DEC25-250000-P,112265.47,137747.56784093,0.0,0.0,-0.99834339,1.9e-07,2.49079165,-1.24303771,0.6284,2025-10-24 11:58:53.393646
BTC-26DEC25-110000-C,112265.47,9302.45876409,1.8,0.0,0.58037612,1.899e-05,182.22309052,-63.90446254,0.4416,2025-10-24 11:58:53.750032
BTC-26DEC25-130000-P,112265.47,20285.83833675,3.5,0.0,-0.76522501,1.518e-05,143.20677134,-49.37858398,0.4342,2025-10-24 11:58:54.105006
BTC-26DEC25-90000-C,112272.0,23887.39272797,0.12,0.0,0.87525522,8.66e-06,95.85006802,-38.74859627,0.5091,2025-10-24 11:58:54.455444
BTC-26DEC25-120000-C,112272.0,4986.0788432,0.77,0.0,0.38890159,1.907e-05,178.7612973,-61.21311228,0.4312,2025-10-24 11:58:54.803282
BTC-26DEC25-350000-C,112272.0,1.51394952,7.35,0.0,0.00018989,2e-08,0.33664752,-0.19743881,0.7385,2025-10-24 11:58:55.152178
BTC-26DEC25-120000-P,112277.16,12710.83172292,5.98,0.0,-0.61100219,1.907e-05,178.78215406,-61.21952376,0.4312,2025-10-24 11:58:55.512037
BTC-26DEC25-140000-C,112277.16,1320.31893056,2.07,0.0,0.13581733,1.049e-05,101.6640884,-35.99244614,0.4458,2025-10-24 11:58:55.865348
BTC-26DEC25-140000-P,112277.16,29043.15893056,0.0,0.0,-0.86418268,1.049e-05,101.6640884,-35.99244614,0.4458,2025-10-24 11:58:56.229066
BTC-26DEC25-300000-P,112278.07,187725.86243787,0.0,0.0,-0.99950264,6e-08,0.82468756,-0.45118035,0.6889,2025-10-24 11:58:56.886656
BTC-26DEC25-250000-C,112277.91,13.04609742,3.26,0.0,0.00165754,1.9e-07,2.49232657,-1.24370692,0.6284,2025-10-24 11:58:57.240743
BTC-26DEC25-60000-C,112277.91,52416.24433535,0.01,0.0,0.98885962,8.9e-07,13.6543054,-7.64866788,0.7054,2025-10-24 11:58:57.592575
BTC-26DEC25-100000-P,112277.91,3487.14041696,2.06,0.02,-0.2441191,1.438e-05,146.30801094,-54.36509516,0.4679,2025-10-24 11:58:57.947321
BTC-27MAR26-128000-C-USDT,114237.21,8295.32034811,2.24,0.0,0.40494737,1.156e-05,287.54623864,-42.22183279,0.4522,2025-10-24 11:58:58.323938
BTC-27MAR26-50000-P-USDT,114237.21,341.34613021,0.03,0.0,-0.01658644,8.4e-07,30.62756813,-6.61084514,0.6647,2025-10-24 11:58:58.672697
BTC-27MAR26-95000-P-USDT,114237.21,5617.00815014,5.28,1.3,-0.22861462,8.42e-06,224.52427897,-35.32284103,0.4845,2025-10-24 11:58:59.025490
BTC-27MAR26-105000-C-USDT,114238.45,18344.91565731,0.0,0.0,0.66623711,1.049e-05,269.90318671,-40.96742718,0.4674,2025-10-24 11:58:59.399261
BTC-27MAR26-90000-C-USDT,114238.45,28557.39429735,0.5,0.0,0.81638856,7.23e-06,197.11925965,-31.73509399,0.4958,2025-10-24 11:58:59.748547
BTC-27MAR26-140000-C-USDT,114238.45,5382.08244246,25.74,1.0,0.29366272,1.023e-05,255.45820933,-37.64390703,0.4538,2025-10-24 11:59:00.102768
BTC-27MAR26-135000-C-USDT,114238.41,6443.19657424,6.1,0.0,0.33677602,1.088e-05,270.85702717,-39.80313865,0.4525,2025-10-24 11:59:00.759137
BTC-27MAR26-160000-P-USDT,114238.41,48444.12174022,0.03,0.0,-0.83312063,7.26e-06,185.52680471,-27.97168762,0.4643,2025-10-24 11:59:01.108983
BTC-27MAR26-128000-P-USDT,114238.38,22057.35466532,0.0,0.0,-0.59504028,1.156e-05,287.55124674,-42.22244664,0.4522,2025-10-24 11:59:01.475097
BTC-27MAR26-40000-P-USDT,114238.38,157.46440185,0.02,0.01,-0.00749811,3.8e-07,15.36162463,-3.67540763,0.7368,2025-10-24 11:59:01.834104
BTC-27MAR26-115000-P-USDT,114238.38,13909.3911017,2.21,0.04,-0.44984487,1.167e-05,293.64856724,-43.59191891,0.4572,2025-10-24 11:59:02.191932
BTC-27MAR26-200000-P-USDT,114237.95,86561.07998256,2.03,0.0,-0.94280092,3.12e-06,85.12624042,-13.70290175,0.4957,2025-10-24 11:59:02.550931
BTC-27MAR26-100000-C-USDT,114237.95,21442.36210335,0.0,0.03,0.72097442,9.54e-06,249.33060539,-38.46228813,0.4751,2025-10-24 11:59:02.908213
BTC-27MAR26-95000-C-USDT,114237.73,24854.79237455,0.02,0.0,0.77139158,8.42e-06,224.52228529,-35.32255435,0.4845,2025-10-24 11:59:03.265738
BTC-27MAR26-250000-P-USDT,114237.73,136005.27280596,0.76,0.0,-0.98123752,1.16e-06,34.02547894,-5.91244861,0.5351,2025-10-24 11:59:03.624346
BTC-27MAR26-80000-C-USDT,114237.73,36695.51515729,2.2,0.0,0.88811847,4.9e-06,141.21534897,-24.04234954,0.5243,2025-10-24 11:59:03.983189
BTC-27MAR26-120000-C-USDT,114237.05,11040.60801609,5.36,0.0,0.49227981,1.184e-05,295.93191116,-43.651262,0.4542,2025-10-24 11:59:04.632089
BTC-27MAR26-120000-P-USDT,114237.05,16803.55801609,0.74,0.05,-0.5077202,1.184e-05,295.93191116,-43.651262,0.4542,2025-10-24 11:59:04.987214
BTC-27MAR26-145000-C-USDT,114236.85,4502.77396279,16.88,0.0,0.25533087,9.51e-06,238.40268724,-35.27913292,0.4557,2025-10-24 11:59:05.341896
BTC-27MAR26-150000-P-USDT,114236.85,39539.69977369,0.0,0.0,-0.77835059,8.75e-06,220.62195253,-32.82403114,0.4582,2025-10-24 11:59:05.715984
BTC-27MAR26-70000-C-USDT,114236.85,45571.4389815,0.02,0.0,0.9365212,2.99e-06,92.3565423,-16.8297244,0.5612,2025-10-24 11:59:06.071967
BTC-27MAR26-155000-C-USDT,114242.61,3177.18690421,5.02,0.0,0.19229622,8e-06,202.82216012,-30.36632492,0.4611,2025-10-24 11:59:06.424643
BTC-27MAR26-145000-P-USDT,114242.61,35261.33704206,0.46,0.0,-0.74462325,9.51e-06,238.43666756,-35.28336812,0.4557,2025-10-24 11:59:06.777783
BTC-27MAR26-300000-P-USDT,114242.61,185852.38870434,0.34,0.0,-0.99239427,5e-07,15.55622151,-2.87511498,0.5691,2025-10-24 11:59:07.135555
BTC-27MAR26-140000-P-USDT,114242.36,31140.69659586,5.63,0.0,-0.70630163,1.023e-05,255.48123376,-37.64676828,0.4538,2025-10-24 11:59:07.488822
BTC-27MAR26-250000-C-USDT,114242.36,243.04753238,1.24,0.0,0.01876525,1.16e-06,34.03113026,-5.91329638,0.5351,2025-10-24 11:59:07.852254
BTC-27MAR26-200000-C-USDT,114245.92,799.59984125,12.72,3.87,0.05720697,3.12e-06,85.13841677,-13.70458588,0.4957,2025-10-24 11:59:08.508178
BTC-27MAR26-300000-C-USDT,114245.92,95.01018087,3.09,0.0,0.00760647,5e-07,15.55799689,-2.87539926,0.5691,2025-10-24 11:59:08.860411
BTC-27MAR26-50000-C-USDT,114245.92,64587.15767026,0.0,0.0,0.98341962,8.4e-07,30.62032852,-6.60940679,0.6647,2025-10-24 11:59:09.218124
BTC-27MAR26-350000-P-USDT,114261.76,235782.2042498,0.74,0.0,-0.99640901,2.5e-07,7.98122485,-1.54994258,0.598,2025-10-24 11:59:09.606925
BTC-27MAR26-130000-C-USDT,114261.76,7726.44009707,19.45,0.0,0.38484554,1.14e-05,283.63068484,-41.63640667,0.4521,2025-10-24 11:59:09.964360
BTC-27MAR26-165000-C-USDT,114263.73,2275.85522789,2.67,0.01,0.14506493,6.57e-06,169.19018206,-25.69829563,0.4677,2025-10-24 11:59:10.343142
BTC-27MAR26-110000-P-USDT,114263.73,11331.01100526,6.47,0.13,-0.39099035,1.122e-05,284.93406034,-42.69957381,0.4615,2025-10-24 11:59:10.701465
BTC-27MAR26-60000-C-USDT,114263.73,54955.38250707,0.0,0.0,0.96640177,1.66e-06,55.44797602,-10.93623915,0.6074,2025-10-24 11:59:11.067162
BTC-27MAR26-180000-P-USDT,114257.34,67155.67442857,0.0,0.0,-0.90396717,4.79e-06,126.43134426,-19.67710678,0.4793,2025-10-24 11:59:11.417046
BTC-27MAR26-350000-C-USDT,114257.34,43.95755647,1.15,0.0,0.00359056,2.5e-07,7.98004799,-1.54974419,0.598,2025-10-24 11:59:11.772224
BTC-27MAR26-170000-C-USDT,114255.77,1936.0351525,5.24,0.0,0.12616208,5.93e-06,153.74560023,-23.53803117,0.4715,2025-10-24 11:59:12.425111
BTC-27MAR26-150000-C-USDT,114255.77,3779.91480516,18.33,0.01,0.22178899,8.76e-06,220.73781043,-32.83859845,0.4581,2025-10-24 11:59:12.773761
BTC-27MAR26-60000-P-USDT,114255.77,691.86268469,0.07,0.0,-0.03360961,1.66e-06,55.45955534,-10.93833931,0.6074,2025-10-24 11:59:13.121730
BTC-27MAR26-155000-P-USDT,114255.38,43924.58263101,0.01,0.0,-0.80758261,8e-06,202.93316066,-30.3804093,0.461,2025-10-24 11:59:13.476644
BTC-27MAR26-80000-P-USDT,114255.38,2456.02597737,10.49,0.0,-0.11180003,4.89e-06,141.16352508,-24.03425096,0.5243,2025-10-24 11:59:13.830820
BTC-27MAR26-70000-P-USDT,114255.38,1333.60483395,6.75,0.0,-0.06342877,2.99e-06,92.31482008,-16.82275899,0.5612,2025-10-24 11:59:14.187829
BTC-27MAR26-165000-P-USDT,114255.38,53019.79252708,0.02,0.0,-0.85496746,6.57e-06,169.15528032,-25.69379704,0.4678,2025-10-24 11:59:14.542668
BTC-27MAR26-180000-C-USDT,114255.38,1418.85880371,0.1,0.0,0.09600448,4.79e-06,126.39463205,-19.67223365,0.4793,2025-10-24 11:59:14.893644
BTC-27MAR26-90000-P-USDT,114255.38,4316.00365949,9.22,0.86,-0.18349182,7.22e-06,197.06829923,-31.72748524,0.4958,2025-10-24 11:59:15.240356
BTC-27MAR26-135000-P-USDT,114255.64,27196.16382354,0.61,0.0,-0.66297698,1.088e-05,270.9748829,-39.82962855,0.4526,2025-10-24 11:59:15.594932
BTC-27MAR26-130000-P-USDT,114255.64,23474.87092699,2.56,0.0,-0.61511187,1.139e-05,283.6246807,-41.65642314,0.4523,2025-10-24 11:59:16.244591
