symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
BTC-26DEC25-130000-P,111661.32,20851.60269542,3.5,0.0,-0.76971615,1.485e-05,141.13984067,-49.23488192,0.4407,2025-10-24 07:08:45.600902
BTC-26DEC25-60000-C,111661.32,51821.64464243,0.01,0.0,0.98740914,9.9e-07,15.12479545,-8.55397479,0.7145,2025-10-24 07:08:45.925891
BTC-26DEC25-120000-P,111648.9,13241.61272401,5.98,0.0,-0.61948923,1.87e-05,176.91099285,-61.42397123,0.4386,2025-10-24 07:08:46.249429
BTC-26DEC25-120000-C,111648.9,4890.51272401,0.77,0.0,0.38051078,1.87e-05,176.91099285,-61.42397123,0.4386,2025-10-24 07:08:46.575360
BTC-26DEC25-300000-C,111648.9,3.73509255,2.18,0.0,0.00047553,6e-08,0.7879189,-0.42984336,0.6892,2025-10-24 07:08:46.899896
BTC-26DEC25-90000-C,111648.9,23436.0582738,0.12,0.0,0.86625881,8.98e-06,100.19225592,-41.04793266,0.5176,2025-10-24 07:08:47.221493
BTC-26DEC25-200000-P,111641.16,88422.3127922,0.0,0.0,-0.99202924,8.5e-07,10.14693877,-4.45753386,0.555,2025-10-24 07:08:47.543059
BTC-26DEC25-90000-P,111641.16,1788.00059381,13.52,0.0,-0.13380351,8.98e-06,100.21738206,-41.05670925,0.5176,2025-10-24 07:08:47.864866
BTC-26DEC25-130000-C,111641.16,2508.8891933,8.22,0.0,0.23001196,1.484e-05,141.02109954,-49.19828509,0.4407,2025-10-24 07:08:48.231589
BTC-26DEC25-140000-P,111636.68,29661.761868,0.0,0.0,-0.8668498,1.026e-05,99.87656147,-35.69429821,0.4515,2025-10-24 07:08:48.566677
BTC-26DEC25-60000-P,111636.68,160.51808853,4.29,0.0,-0.01260821,9.9e-07,15.13948908,-8.56136526,0.7144,2025-10-24 07:08:49.193444
BTC-26DEC25-170000-P,111631.02,58604.32635808,0.01,0.0,-0.97180682,2.77e-06,30.00707833,-11.93430598,0.5024,2025-10-24 07:08:49.567885
BTC-26DEC25-350000-P,111631.02,238370.40453975,0.0,0.0,-0.99981998,2e-08,0.31895512,-0.18639242,0.7383,2025-10-24 07:08:49.892285
BTC-26DEC25-200000-C,111631.02,63.43299301,1.3,0.0,0.00796638,8.5e-07,10.14109873,-4.45529528,0.555,2025-10-24 07:08:50.216296
BTC-26DEC25-140000-C,111630.89,1297.839875,2.07,0.0,0.13310128,1.026e-05,99.84610479,-35.68476921,0.4515,2025-10-24 07:08:50.540494
BTC-26DEC25-70000-P,111630.89,365.42732286,0.04,0.0,-0.02909919,2.25e-06,30.80686,-15.53073667,0.6369,2025-10-24 07:08:50.861571
BTC-26DEC25-350000-C,111630.89,1.42452968,7.35,0.0,0.00018003,2e-08,0.3189529,-0.18639128,0.7383,2025-10-24 07:08:51.182856
