instrument,strike,expiration,option_type,underlying_price,mark_price,mark_iv,bid,ask,oi,volume,greeks,timestamp
BTC-28OCT25-104000-P,104000.0,1761638400000,put,110698.9444,0.001,40.64,0.0008,0.0011,5.5,5.5,"{'delta': -0.05583, 'gamma': 3e-05, 'vega': 12.18239, 'theta': -70.95941, 'rho': -0.60087}",2025-10-24T23:15:58.580934
BTC-28OCT25-106000-C,106000.0,1761638400000,call,110698.9444,0.0444,36.6,0.042,0.045,0.0,0.0,"{'delta': 0.89067, 'gamma': 5e-05, 'vega': 20.26189, 'theta': -106.27546, 'rho': 8.95498}",2025-10-24T23:15:58.870321
BTC-28OCT25-106000-P,106000.0,1761638400000,put,110699.0305,0.0019,36.6,0.0017,0.0021,21.8,22.3,"{'delta': -0.10933, 'gamma': 5e-05, 'vega': 20.26119, 'theta': -106.27114, 'rho': -1.17708}",2025-10-24T23:15:59.158405
BTC-28OCT25-107000-C,107000.0,1761638400000,call,110699.0305,0.0362,34.88,0.0345,0.037,75.0,75.0,"{'delta': 0.8446, 'gamma': 6e-05, 'vega': 25.833, 'theta': -129.14671, 'rho': 8.55365}",2025-10-24T23:15:59.438654
BTC-28OCT25-107000-P,107000.0,1761638400000,put,110699.0305,0.0028,34.88,0.0026,0.003,57.8,59.5,"{'delta': -0.1554, 'gamma': 6e-05, 'vega': 25.833, 'theta': -129.14671, 'rho': -1.67405}",2025-10-24T23:15:59.722839
BTC-28OCT25-108000-C,108000.0,1761638400000,call,110699.2704,0.0286,33.34,0.027,0.029,0.0,0.0,"{'delta': 0.78039, 'gamma': 8e-05, 'vega': 32.01284, 'theta': -152.98071, 'rho': 7.95544}",2025-10-24T23:16:00.017345
BTC-28OCT25-108000-P,108000.0,1761638400000,put,110699.2704,0.0042,33.34,0.0039,0.0044,343.1,343.3,"{'delta': -0.21961, 'gamma': 8e-05, 'vega': 32.01284, 'theta': -152.98071, 'rho': -2.36785}",2025-10-24T23:16:00.314482
BTC-28OCT25-109000-C,109000.0,1761638400000,call,110699.2704,0.0215,31.85,0.02,0.022,15.6,15.6,"{'delta': 0.69578, 'gamma': 0.0001, 'vega': 37.86687, 'theta': -172.85832, 'rho': 7.13486}",2025-10-24T23:16:00.612823
BTC-28OCT25-109000-P,109000.0,1761638400000,put,110699.2704,0.0061,31.85,0.0055,0.0065,33.5,33.5,"{'delta': -0.30422, 'gamma': 0.0001, 'vega': 37.86687, 'theta': -172.85832, 'rho': -3.28402}",2025-10-24T23:16:00.902637
BTC-28OCT25-110000-C,110000.0,1761638400000,call,110699.9411,0.0153,30.54,0.015,0.0155,19.5,22.2,"{'delta': 0.58992, 'gamma': 0.00012, 'vega': 42.07563, 'theta': -184.16688, 'rho': 6.08028}",2025-10-24T23:16:01.189364
BTC-28OCT25-110000-P,110000.0,1761638400000,put,110699.2704,0.009,30.54,0.0085,0.0095,14.8,14.9,"{'delta': -0.41015, 'gamma': 0.00012, 'vega': 42.07732, 'theta': -184.17425, 'rho': -4.43501}",2025-10-24T23:16:01.477500
BTC-28OCT25-111000-C,111000.0,1761638400000,call,110699.9411,0.0103,29.64,0.01,0.0105,41.0,47.1,"{'delta': 0.46855, 'gamma': 0.00012, 'vega': 43.04299, 'theta': -182.85453, 'rho': 4.84922}",2025-10-24T23:16:01.765023
BTC-28OCT25-111000-P,111000.0,1761638400000,put,110701.255,0.013,29.64,0.0125,0.0135,37.0,37.0,"{'delta': -0.53129, 'gamma': 0.00012, 'vega': 43.04489, 'theta': -182.8617, 'rho': -5.7591}",2025-10-24T23:16:02.062080
BTC-28OCT25-112000-C,112000.0,1761638400000,call,110701.255,0.0064,28.96,0.006,0.0065,14.1,14.8,"{'delta': 0.3454, 'gamma': 0.00012, 'vega': 39.89334, 'theta': -165.57289, 'rho': 3.58659}",2025-10-24T23:16:02.346786
BTC-28OCT25-112000-P,112000.0,1761638400000,put,110701.255,0.0182,28.96,0.0175,0.019,18.7,19.4,"{'delta': -0.6546, 'gamma': 0.00012, 'vega': 39.89334, 'theta': -165.57289, 'rho': -7.11904}",2025-10-24T23:16:02.634907
BTC-28OCT25-113000-C,113000.0,1761638400000,call,110701.255,0.0039,29.03,0.0037,0.0039,7.0,7.0,"{'delta': 0.23887, 'gamma': 0.0001, 'vega': 33.55953, 'theta': -139.62238, 'rho': 2.48602}",2025-10-24T23:16:02.925026
BTC-28OCT25-113000-P,113000.0,1761638400000,put,110702.0249,0.0247,29.03,0.024,0.026,0.0,0.0,"{'delta': -0.76106, 'gamma': 0.0001, 'vega': 33.56523, 'theta': -139.64308, 'rho': -8.31445}",2025-10-24T23:16:03.214174
BTC-28OCT25-114000-C,114000.0,1761638400000,call,110702.0249,0.0023,29.28,0.0021,0.0024,14.8,15.1,"{'delta': 0.15597, 'gamma': 8e-05, 'vega': 25.89669, 'theta': -108.66997, 'rho': 1.62603}",2025-10-24T23:16:03.508920
BTC-28OCT25-114000-P,114000.0,1761638400000,put,110702.0249,0.0321,29.28,0.0315,0.034,0.0,0.0,"{'delta': -0.84403, 'gamma': 8e-05, 'vega': 25.89669, 'theta': -108.66997, 'rho': -9.27077}",2025-10-24T23:16:03.795274
BTC-28OCT25-115000-C,115000.0,1761638400000,call,110701.908,0.0013,29.79,0.0011,0.0014,5.7,5.9,"{'delta': 0.09796, 'gamma': 5e-05, 'vega': 18.71063, 'theta': -79.88289, 'rho': 1.02254}",2025-10-24T23:16:04.080417
BTC-28OCT25-115000-P,115000.0,1761638400000,put,110701.908,0.0402,29.79,0.0215,0.0515,0.0,0.0,"{'delta': -0.90204, 'gamma': 5e-05, 'vega': 18.71063, 'theta': -79.88289, 'rho': -9.96985}",2025-10-24T23:16:04.364141
BTC-28OCT25-116000-C,116000.0,1761638400000,call,110701.908,0.0008,30.97,0.0006,0.0009,10.3,10.3,"{'delta': 0.06313, 'gamma': 4e-05, 'vega': 13.41595, 'theta': -59.53889, 'rho': 0.65938}",2025-10-24T23:16:04.651074
BTC-28OCT25-116000-P,116000.0,1761638400000,put,110701.908,0.0487,30.97,0.0295,0.06,0.0,0.0,"{'delta': -0.93687, 'gamma': 4e-05, 'vega': 13.41595, 'theta': -59.53889, 'rho': -10.42859}",2025-10-24T23:16:04.934980
BTC-28OCT25-118000-C,118000.0,1761638400000,call,110704.9102,0.0004,34.78,0.0003,0.0005,7.8,7.8,"{'delta': 0.03148, 'gamma': 2e-05, 'vega': 7.66333, 'theta': -38.20159, 'rho': 0.32872}",2025-10-24T23:16:05.221507
BTC-28OCT25-118000-P,118000.0,1761638400000,put,110704.9102,0.0663,34.78,0.051,0.073,0.0,0.0,"{'delta': -0.96852, 'gamma': 2e-05, 'vega': 7.66333, 'theta': -38.20159, 'rho': -10.95043}",2025-10-24T23:16:05.519951
BTC-28OCT25-120000-C,120000.0,1761638400000,call,110704.9102,0.0002,39.07,0.0001,0.0003,7.7,11.9,"{'delta': 0.01823, 'gamma': 1e-05, 'vega': 4.84304, 'theta': -27.1143, 'rho': 0.19025}",2025-10-24T23:16:05.827091
BTC-28OCT25-120000-P,120000.0,1761638400000,put,110705.3402,0.0842,39.06,0.0705,0.1245,0.0,0.0,"{'delta': -0.98178, 'gamma': 1e-05, 'vega': 4.8422, 'theta': -27.10726, 'rho': -11.28011}",2025-10-24T23:16:06.110394
BTC-31OCT25-40000-C,40000.0,1761897600000,call,110709.99,0.6387,140.91,0.638,0.639,20.4,0.1,"{'delta': 1.0, 'gamma': 0.0, 'vega': 1e-05, 'theta': -0.00016, 'rho': 7.11111}",2025-10-24T23:16:06.397765
BTC-31OCT25-40000-P,40000.0,1761897600000,put,110709.99,0.0,140.91,0.0,0.0001,569.5,0.0,"{'delta': 0.0, 'gamma': 0.0, 'vega': 1e-05, 'theta': -7e-05, 'rho': 0.0}",2025-10-24T23:16:06.683095
BTC-31OCT25-50000-C,50000.0,1761897600000,call,110709.74,0.5484,140.91,0.5475,0.549,15.9,0.0,"{'delta': 0.99999, 'gamma': 0.0, 'vega': 0.00512, 'theta': -0.05554, 'rho': 8.88873}",2025-10-24T23:16:06.977374
BTC-31OCT25-50000-P,50000.0,1761897600000,put,110709.99,0.0,140.91,0.0,0.0001,653.9,0.0,"{'delta': -1e-05, 'gamma': 0.0, 'vega': 0.00511, 'theta': -0.03492, 'rho': -0.00016}",2025-10-24T23:16:07.262519
BTC-31OCT25-60000-C,60000.0,1761897600000,call,110710.02,0.4581,140.91,0.457,0.4585,31.1,2.5,"{'delta': 0.9996, 'gamma': 0.0, 'vega': 0.21228, 'theta': -2.30492, 'rho': 10.65843}",2025-10-24T23:16:07.563631
BTC-31OCT25-60000-P,60000.0,1761897600000,put,110710.02,0.0,140.91,0.0,0.0001,1183.4,3.0,"{'delta': -0.0004, 'gamma': 0.0, 'vega': 0.21228, 'theta': -2.25561, 'rho': -0.00823}",2025-10-24T23:16:07.847045
BTC-31OCT25-70000-C,70000.0,1761897600000,call,110710.02,0.3678,117.46,0.3665,0.3685,1.4,0.0,"{'delta': 0.99867, 'gamma': 0.0, 'vega': 0.64374, 'theta': -5.82646, 'rho': 12.41713}",2025-10-24T23:16:08.127189
BTC-31OCT25-70000-P,70000.0,1761897600000,put,110710.02,0.0001,117.46,0.0,0.0001,1042.9,6.1,"{'delta': -0.00133, 'gamma': 0.0, 'vega': 0.64374, 'theta': -5.82646, 'rho': -0.02731}",2025-10-24T23:16:08.426855
BTC-31OCT25-80000-C,80000.0,1761897600000,call,110710.02,0.2775,92.71,0.276,0.278,0.0,0.0,"{'delta': 0.99643, 'gamma': 0.0, 'vega': 1.58035, 'theta': -11.28995, 'rho': 14.14914}",2025-10-24T23:16:08.713837
BTC-31OCT25-80000-P,80000.0,1761897600000,put,110710.02,0.0001,92.71,0.0,0.0001,772.1,45.0,"{'delta': -0.00357, 'gamma': 0.0, 'vega': 1.58035, 'theta': -11.28995, 'rho': -0.07308}",2025-10-24T23:16:08.993963
BTC-31OCT25-85000-C,85000.0,1761897600000,call,110710.24,0.2324,77.0,0.231,0.233,35.9,1.7,"{'delta': 0.99567, 'gamma': 0.0, 'vega': 1.87636, 'theta': -11.13264, 'rho': 15.02313}",2025-10-24T23:16:09.283045
BTC-31OCT25-85000-P,85000.0,1761897600000,put,110710.24,0.0001,77.0,0.0001,0.0002,1578.5,62.6,"{'delta': -0.00433, 'gamma': 0.0, 'vega': 1.87636, 'theta': -11.13264, 'rho': -0.08798}",2025-10-24T23:16:09.568485
BTC-31OCT25-90000-C,90000.0,1761897600000,call,110710.24,0.1873,66.97,0.1855,0.188,3.1,0.0,"{'delta': 0.99096, 'gamma': 0.0, 'vega': 3.60232, 'theta': -18.59022, 'rho': 15.81658}",2025-10-24T23:16:09.863626
BTC-31OCT25-90000-P,90000.0,1761897600000,put,110710.24,0.0003,66.97,0.0002,0.0003,2543.2,116.6,"{'delta': -0.00904, 'gamma': 0.0, 'vega': 3.60232, 'theta': -18.59022, 'rho': -0.18342}",2025-10-24T23:16:10.149197
BTC-31OCT25-95000-C,95000.0,1761897600000,call,110710.36,0.1425,56.66,0.141,0.143,102.6,1.2,"{'delta': 0.98046, 'gamma': 1e-05, 'vega': 7.00608, 'theta': -30.58976, 'rho': 16.49348}",2025-10-24T23:16:10.437136
BTC-31OCT25-95000-P,95000.0,1761897600000,put,110710.36,0.0006,56.66,0.0005,0.0006,3058.6,1079.9,"{'delta': -0.01954, 'gamma': 1e-05, 'vega': 7.00608, 'theta': -30.58976, 'rho': -0.39541}",2025-10-24T23:16:10.725404
BTC-31OCT25-98000-C,98000.0,1761897600000,call,110710.36,0.1158,52.1,0.114,0.1165,49.3,1.4,"{'delta': 0.9633, 'gamma': 1e-05, 'vega': 11.85788, 'theta': -47.60149, 'rho': 16.67941}",2025-10-24T23:16:11.024598
BTC-31OCT25-98000-P,98000.0,1761897600000,put,110710.34,0.001,52.1,0.001,0.0011,1631.8,147.6,"{'delta': -0.0367, 'gamma': 1e-05, 'vega': 11.85889, 'theta': -47.60679, 'rho': -0.74289}",2025-10-24T23:16:11.317116
BTC-31OCT25-100000-C,100000.0,1761897600000,call,110710.43,0.0984,49.28,0.0965,0.099,253.4,17.3,"{'delta': 0.9431, 'gamma': 2e-05, 'vega': 16.86668, 'theta': -64.04833, 'rho': 16.62567}",2025-10-24T23:16:11.607466
BTC-31OCT25-100000-P,100000.0,1761897600000,put,110710.43,0.0016,49.28,0.0015,0.0018,3993.7,1725.0,"{'delta': -0.0569, 'gamma': 2e-05, 'vega': 16.86668, 'theta': -64.04833, 'rho': -1.15211}",2025-10-24T23:16:11.894117
BTC-31OCT25-102000-C,102000.0,1761897600000,call,110710.34,0.0813,46.48,0.0795,0.082,484.4,180.1,"{'delta': 0.91202, 'gamma': 2e-05, 'vega': 23.5687, 'theta': -84.40603, 'rho': 16.351}",2025-10-24T23:16:12.189555
BTC-31OCT25-102000-P,102000.0,1761897600000,put,110710.53,0.0026,46.48,0.0024,0.0028,3125.8,2211.9,"{'delta': -0.08798, 'gamma': 2e-05, 'vega': 23.56913, 'theta': -84.41017, 'rho': -1.78238}",2025-10-24T23:16:12.476468
BTC-31OCT25-103000-C,103000.0,1761897600000,call,110710.34,0.0729,45.22,0.071,0.0735,6.9,1.0,"{'delta': 0.89016, 'gamma': 3e-05, 'vega': 27.7268, 'theta': -96.61392, 'rho': 16.08479}",2025-10-24T23:16:12.762843
BTC-31OCT25-103000-P,103000.0,1761897600000,put,110710.34,0.0033,45.22,0.0031,0.0035,1446.8,96.7,"{'delta': -0.10984, 'gamma': 3e-05, 'vega': 27.7268, 'theta': -96.61392, 'rho': -2.22632}",2025-10-24T23:16:13.047587
BTC-31OCT25-104000-C,104000.0,1761897600000,call,110710.53,0.0648,43.93,0.0635,0.0655,332.3,0.1,"{'delta': 0.86363, 'gamma': 3e-05, 'vega': 32.27252, 'theta': -109.24719, 'rho': 15.72312}",2025-10-24T23:16:13.335546
BTC-31OCT25-104000-P,104000.0,1761897600000,put,110710.53,0.0042,43.93,0.004,0.0044,1206.8,166.9,"{'delta': -0.13637, 'gamma': 3e-05, 'vega': 32.27252, 'theta': -109.24719, 'rho': -2.76577}",2025-10-24T23:16:13.629197
BTC-31OCT25-105000-C,105000.0,1761897600000,call,110710.53,0.0569,42.88,0.0555,0.0575,412.7,11.4,"{'delta': 0.83017, 'gamma': 4e-05, 'vega': 37.33038, 'theta': -123.34823, 'rho': 15.21924}",2025-10-24T23:16:13.917649
BTC-31OCT25-105000-P,105000.0,1761897600000,put,110710.53,0.0053,42.88,0.005,0.0055,3308.3,1978.4,"{'delta': -0.16983, 'gamma': 4e-05, 'vega': 37.33038, 'theta': -123.34823, 'rho': -3.44743}",2025-10-24T23:16:14.205086
BTC-31OCT25-106000-C,106000.0,1761897600000,call,110710.48,0.0493,41.73,0.048,0.05,393.8,8.3,"{'delta': 0.79081, 'gamma': 5e-05, 'vega': 42.44616, 'theta': -136.49145, 'rho': 14.5941}",2025-10-24T23:16:14.492741
BTC-31OCT25-106000-P,106000.0,1761897600000,put,110710.48,0.0068,41.73,0.0065,0.007,1867.7,267.4,"{'delta': -0.20919, 'gamma': 5e-05, 'vega': 42.44616, 'theta': -136.49145, 'rho': -4.25034}",2025-10-24T23:16:14.780437
BTC-31OCT25-107000-C,107000.0,1761897600000,call,110710.48,0.042,40.48,0.0415,0.0425,815.8,108.4,"{'delta': 0.74494, 'gamma': 5e-05, 'vega': 47.40576, 'theta': -147.84895, 'rho': 13.83504}",2025-10-24T23:16:15.066032
BTC-31OCT25-107000-P,107000.0,1761897600000,put,110710.48,0.0085,40.48,0.008,0.009,2131.1,399.1,"{'delta': -0.25506, 'gamma': 5e-05, 'vega': 47.40576, 'theta': -147.84895, 'rho': -5.18718}",2025-10-24T23:16:15.349154
BTC-31OCT25-108000-C,108000.0,1761897600000,call,110708.9,0.0353,39.59,0.0345,0.036,923.9,132.1,"{'delta': 0.68995, 'gamma': 6e-05, 'vega': 52.08045, 'theta': -158.87646, 'rho': 12.88483}",2025-10-24T23:16:15.694315
BTC-31OCT25-108000-P,108000.0,1761897600000,put,110708.9,0.0108,39.59,0.0105,0.011,3825.5,1972.4,"{'delta': -0.31005, 'gamma': 6e-05, 'vega': 52.08045, 'theta': -158.87646, 'rho': -6.31517}",2025-10-24T23:16:15.983935
BTC-31OCT25-109000-C,109000.0,1761897600000,call,110708.9,0.0292,38.88,0.0285,0.0295,684.1,125.3,"{'delta': 0.62779, 'gamma': 7e-05, 'vega': 55.84093, 'theta': -167.2907, 'rho': 11.78213}",2025-10-24T23:16:16.284117
BTC-31OCT25-109000-P,109000.0,1761897600000,put,110716.31,0.0137,38.87,0.013,0.014,630.3,54.8,"{'delta': -0.3717, 'gamma': 7e-05, 'vega': 55.82001, 'theta': -167.19109, 'rho': -7.5855}",2025-10-24T23:16:16.576183
BTC-31OCT25-110000-C,110000.0,1761897600000,call,110716.31,0.0236,38.12,0.023,0.024,1769.0,622.3,"{'delta': 0.56085, 'gamma': 7e-05, 'vega': 58.20624, 'theta': -170.97573, 'rho': 10.57438}",2025-10-24T23:16:16.875094
BTC-31OCT25-110000-P,110000.0,1761897600000,put,110716.31,0.0172,38.12,0.0165,0.0175,4186.7,421.0,"{'delta': -0.43915, 'gamma': 7e-05, 'vega': 58.20624, 'theta': -170.97573, 'rho': -8.98117}",2025-10-24T23:16:17.158576
BTC-31OCT25-111000-C,111000.0,1761897600000,call,110716.9,0.0186,37.43,0.0185,0.019,917.0,345.3,"{'delta': 0.48954, 'gamma': 7e-05, 'vega': 58.87262, 'theta': -169.78199, 'rho': 9.26795}",2025-10-24T23:16:17.445105
BTC-31OCT25-111000-P,111000.0,1761897600000,put,110723.87,0.0213,37.43,0.021,0.0215,973.4,118.6,"{'delta': -0.50996, 'gamma': 7e-05, 'vega': 58.87823, 'theta': -169.79816, 'rho': -10.45548}",2025-10-24T23:16:17.727145
BTC-31OCT25-112000-C,112000.0,1761897600000,call,110723.87,0.0145,37.0,0.014,0.015,2925.2,1330.0,"{'delta': 0.41775, 'gamma': 7e-05, 'vega': 57.64044, 'theta': -164.31695, 'rho': 7.93655}",2025-10-24T23:16:18.025031
BTC-31OCT25-112000-P,112000.0,1761897600000,put,110723.87,0.0261,37.0,0.0255,0.0265,3201.3,258.2,"{'delta': -0.58225, 'gamma': 7e-05, 'vega': 57.64044, 'theta': -164.31695, 'rho': -11.97456}",2025-10-24T23:16:18.319866
BTC-31OCT25-113000-C,113000.0,1761897600000,call,110730.14,0.0112,37.0,0.0105,0.0115,2074.5,97.1,"{'delta': 0.34949, 'gamma': 7e-05, 'vega': 54.65668, 'theta': -155.81099, 'rho': 6.65763}",2025-10-24T23:16:18.610787
BTC-31OCT25-113000-P,113000.0,1761897600000,put,110723.87,0.0319,37.0,0.031,0.032,809.6,30.1,"{'delta': -0.65094, 'gamma': 7e-05, 'vega': 54.62929, 'theta': -155.73291, 'rho': -13.43963}",2025-10-24T23:16:18.897055
BTC-31OCT25-114000-C,114000.0,1761897600000,call,110730.14,0.0086,36.99,0.008,0.0085,3832.5,1270.2,"{'delta': 0.2859, 'gamma': 6e-05, 'vega': 50.19895, 'theta': -143.07994, 'rho': 5.45915}",2025-10-24T23:16:19.180543
BTC-31OCT25-114000-P,114000.0,1761897600000,put,110730.72,0.0381,36.99,0.037,0.039,816.8,24.0,"{'delta': -0.71409, 'gamma': 6e-05, 'vega': 50.20065, 'theta': -143.07184, 'rho': -14.80715}",2025-10-24T23:16:19.471589
BTC-31OCT25-115000-C,115000.0,1761897600000,call,110730.72,0.0064,36.99,0.0055,0.0065,3485.5,329.7,"{'delta': 0.22894, 'gamma': 6e-05, 'vega': 44.71475, 'theta': -127.45476, 'rho': 4.38075}",2025-10-24T23:16:19.765162
BTC-31OCT25-115000-P,115000.0,1761897600000,put,110730.72,0.045,36.99,0.044,0.046,2507.9,207.7,"{'delta': -0.77105, 'gamma': 6e-05, 'vega': 44.71608, 'theta': -127.46502, 'rho': -16.06347}",2025-10-24T23:16:20.049354
BTC-31OCT25-116000-C,116000.0,1761897600000,call,110731.05,0.0047,36.91,0.0042,0.0046,2827.3,1802.1,"{'delta': 0.17876, 'gamma': 5e-05, 'vega': 38.57322, 'theta': -109.69169, 'rho': 3.42734}",2025-10-24T23:16:20.335816
BTC-31OCT25-116000-P,116000.0,1761897600000,put,110734.67,0.0522,36.91,0.051,0.053,1817.3,947.6,"{'delta': -0.82107, 'gamma': 5e-05, 'vega': 38.59806, 'theta': -109.76233, 'rho': -17.19146}",2025-10-24T23:16:20.618680
BTC-31OCT25-117000-C,117000.0,1761897600000,call,110731.05,0.0034,37.0,0.003,0.0034,1238.6,465.6,"{'delta': 0.13747, 'gamma': 4e-05, 'vega': 32.45601, 'theta': -92.52139, 'rho': 2.6399}",2025-10-24T23:16:20.905713
BTC-31OCT25-117000-P,117000.0,1761897600000,put,110734.67,0.06,37.0,0.0585,0.0615,284.6,6.8,"{'delta': -0.86238, 'gamma': 4e-05, 'vega': 32.48056, 'theta': -92.59136, 'rho': -18.15723}",2025-10-24T23:16:21.199416
BTC-31OCT25-118000-C,118000.0,1761897600000,call,110738.29,0.0024,37.09,0.0022,0.0026,2966.1,451.1,"{'delta': 0.10388, 'gamma': 3e-05, 'vega': 26.64126, 'theta': -76.13338, 'rho': 1.99788}",2025-10-24T23:16:21.486234
BTC-31OCT25-118000-P,118000.0,1761897600000,put,110734.67,0.068,37.09,0.0665,0.0695,1916.5,5.4,"{'delta': -0.89623, 'gamma': 3e-05, 'vega': 26.61821, 'theta': -76.0675, 'rho': -18.98225}",2025-10-24T23:16:21.790818
BTC-31OCT25-119000-C,119000.0,1761897600000,call,110738.29,0.0018,37.74,0.0016,0.002,472.8,91.0,"{'delta': 0.08002, 'gamma': 3e-05, 'vega': 21.95478, 'theta': -63.83786, 'rho': 1.54011}",2025-10-24T23:16:22.078014
BTC-31OCT25-119000-P,119000.0,1761897600000,put,110738.3,0.0764,37.74,0.075,0.078,506.6,0.8,"{'delta': -0.91997, 'gamma': 3e-05, 'vega': 21.95648, 'theta': -63.84516, 'rho': -19.61529}",2025-10-24T23:16:22.357311
BTC-31OCT25-120000-C,120000.0,1761897600000,call,110738.38,0.0014,39.02,0.0013,0.0015,4884.1,523.3,"{'delta': 0.06452, 'gamma': 2e-05, 'vega': 18.61311, 'theta': -55.96043, 'rho': 1.24189}",2025-10-24T23:16:22.640716
BTC-31OCT25-120000-P,120000.0,1761897600000,put,110738.38,0.0851,39.02,0.0835,0.0865,2285.1,1.2,"{'delta': -0.93548, 'gamma': 2e-05, 'vega': 18.61311, 'theta': -55.96043, 'rho': -20.09144}",2025-10-24T23:16:22.929848
BTC-31OCT25-121000-C,121000.0,1761897600000,call,110738.38,0.0012,40.32,0.001,0.0012,422.9,62.2,"{'delta': 0.05243, 'gamma': 2e-05, 'vega': 15.81478, 'theta': -49.12974, 'rho': 1.00934}",2025-10-24T23:16:23.215655
BTC-31OCT25-121000-P,121000.0,1761897600000,put,110738.3,0.0938,40.31,0.0925,0.0955,553.6,7.4,"{'delta': -0.94758, 'gamma': 2e-05, 'vega': 15.81131, 'theta': -49.11542, 'rho': -20.50205}",2025-10-24T23:16:23.511280
BTC-31OCT25-122000-C,122000.0,1761897600000,call,110738.3,0.001,41.93,0.0009,0.001,3613.8,53.9,"{'delta': 0.04413, 'gamma': 2e-05, 'vega': 13.77794, 'theta': -44.5105, 'rho': 0.84935}",2025-10-24T23:16:23.801716
BTC-31OCT25-122000-P,122000.0,1761897600000,put,110738.3,0.1027,41.93,0.101,0.104,663.1,11.7,"{'delta': -0.95587, 'gamma': 2e-05, 'vega': 13.77794, 'theta': -44.5105, 'rho': -20.83954}",2025-10-24T23:16:24.087018
BTC-31OCT25-123000-C,123000.0,1761897600000,call,110738.67,0.0008,43.46,0.0007,0.0009,555.4,229.3,"{'delta': 0.03726, 'gamma': 1e-05, 'vega': 12.00998, 'theta': -40.21633, 'rho': 0.71698}",2025-10-24T23:16:24.379130
BTC-31OCT25-123000-P,123000.0,1761897600000,put,110738.67,0.1116,43.46,0.1095,0.1155,3.3,0.0,"{'delta': -0.96274, 'gamma': 1e-05, 'vega': 12.00998, 'theta': -40.21633, 'rho': -21.14968}",2025-10-24T23:16:24.663071
BTC-31OCT25-124000-C,124000.0,1761897600000,call,110738.67,0.0007,44.98,0.0006,0.0008,5214.9,38.2,"{'delta': 0.03173, 'gamma': 1e-05, 'vega': 10.52337, 'theta': -36.47358, 'rho': 0.61032}",2025-10-24T23:16:24.943393
BTC-31OCT25-124000-P,124000.0,1761897600000,put,110738.67,0.1205,44.98,0.119,0.122,507.3,0.2,"{'delta': -0.96827, 'gamma': 1e-05, 'vega': 10.52337, 'theta': -36.47358, 'rho': -21.43412}",2025-10-24T23:16:25.244132
BTC-31OCT25-125000-C,125000.0,1761897600000,call,110740.29,0.0007,46.86,0.0006,0.0007,3800.8,142.0,"{'delta': 0.02822, 'gamma': 1e-05, 'vega': 9.54984, 'theta': -34.47947, 'rho': 0.5426}",2025-10-24T23:16:25.535364
BTC-31OCT25-125000-P,125000.0,1761897600000,put,110739.22,0.1294,46.86,0.128,0.131,334.3,0.2,"{'delta': -0.97179, 'gamma': 1e-05, 'vega': 9.54693, 'theta': -34.46896, 'rho': -21.67982}",2025-10-24T23:16:25.826273
BTC-31OCT25-126000-C,126000.0,1761897600000,call,110740.29,0.0006,48.64,0.0005,0.0006,2697.8,25.9,"{'delta': 0.0251, 'gamma': 1e-05, 'vega': 8.65741, 'theta': -32.44437, 'rho': 0.48222}",2025-10-24T23:16:26.118196
BTC-31OCT25-126000-P,126000.0,1761897600000,put,110741.09,0.1384,48.63,0.137,0.14,180.6,0.5,"{'delta': -0.9749, 'gamma': 1e-05, 'vega': 8.65769, 'theta': -32.44383, 'rho': -21.91776}",2025-10-24T23:16:26.399202
BTC-31OCT25-127000-C,127000.0,1761897600000,call,110740.29,0.0005,49.77,0.0004,0.0006,221.4,25.6,"{'delta': 0.02111, 'gamma': 1e-05, 'vega': 7.48466, 'theta': -28.70398, 'rho': 0.40567}",2025-10-24T23:16:26.688498
BTC-31OCT25-127000-P,127000.0,1761897600000,put,110741.09,0.1473,49.77,0.1455,0.1495,0.0,0.0,"{'delta': -0.97889, 'gamma': 1e-05, 'vega': 7.48389, 'theta': -28.69881, 'rho': -22.17215}",2025-10-24T23:16:26.977580
BTC-31OCT25-128000-C,128000.0,1761897600000,call,110740.29,0.0005,52.04,0.0004,0.0005,2323.0,22.7,"{'delta': 0.02005, 'gamma': 1e-05, 'vega': 7.16448, 'theta': -28.73006, 'rho': 0.38491}",2025-10-24T23:16:27.263644
BTC-31OCT25-128000-P,128000.0,1761897600000,put,110741.28,0.1564,52.04,0.155,0.158,96.1,3.7,"{'delta': -0.97995, 'gamma': 1e-05, 'vega': 7.16494, 'theta': -28.73054, 'rho': -22.37062}",2025-10-24T23:16:27.551582
BTC-31OCT25-130000-C,130000.0,1761897600000,call,110741.09,0.0005,56.13,0.0004,0.0005,5636.4,141.3,"{'delta': 0.01765, 'gamma': 1e-05, 'vega': 6.42663, 'theta': -27.79603, 'rho': 0.33823}",2025-10-24T23:16:27.838036
BTC-31OCT25-130000-P,130000.0,1761897600000,put,110741.09,0.1744,56.13,0.173,0.176,27.1,0.3,"{'delta': -0.98235, 'gamma': 1e-05, 'vega': 6.42663, 'theta': -27.79603, 'rho': -22.77288}",2025-10-24T23:16:28.118206
BTC-31OCT25-132000-C,132000.0,1761897600000,call,110741.28,0.0005,60.4,0.0004,0.0005,1518.4,27.3,"{'delta': 0.01617, 'gamma': 0.0, 'vega': 5.96298, 'theta': -27.75229, 'rho': 0.30934}",2025-10-24T23:16:28.407556
