price,rsi,atr,volume_ratio,z_score,trend_strength,volatility,ma_distance,price_momentum,bollinger_position,iv,price_change_pct,astro_mars,astro_venus,astro_jupiter,astro_saturn,lunar_phase,aether_flow,phase,direction
43990.0,80.4513134505234,1288.357142857143,0.39984050746974986,1.5613581009630488,0.07385025520404824,0.019960923221764668,0.10904029189516927,0.05901753794672415,0.890339525240762,65.0,-0.5246257518881969,0.5,0.5,0.5,0.5,0.5,0.5,0,-1
42132.5,71.06778330280031,1500.0,1.5400085208575374,0.8053905649127165,0.07326851833175323,0.022927437895241057,0.05576517447094288,-0.036001921932915404,0.7013476412281792,65.0,-4.222550579677198,0.5,0.5,0.5,0.5,0.5,0.5,1,0
41913.0,70.89769809842913,1611.0357142857142,1.5934533929605081,0.6485162680348384,0.07402754800612549,0.02211024056110653,0.043138050347532285,-0.0452510848642923,0.6621290670087097,65.0,-0.5209754939773381,0.5,0.5,0.5,0.5,0.5,0.5,0,0
41092.5,63.09212567022644,1611.9642857142858,1.1116109019981057,0.2803729561565335,0.07490684129612891,0.022431083090009494,0.01803880278091758,-0.04865259063758853,0.5700932390391334,65.0,-1.957626512060695,0.5,0.5,0.5,0.5,0.5,0.5,1,0
42925.5,70.00860248690076,1727.2857142857142,1.0136323246899015,0.8924932287546841,0.07685900233936452,0.02411665376987793,0.05643135860289342,-0.02931798652254536,0.7231233071886709,65.0,4.460668005110424,0.5,0.5,0.5,0.5,0.5,0.5,1,0
42749.0,67.88359152956247,1808.6785714285713,1.499224944890041,0.7417575911163452,0.07875195381617936,0.02424287708365906,0.04577034101472675,-0.028210957035689876,0.6854393977790864,65.0,-0.4111775052125233,0.5,0.5,0.5,0.5,0.5,0.5,1,0
42214.0,63.794545092574154,1845.3214285714287,0.7175040738175099,0.4590741765805454,0.07984724636988115,0.024570045609922587,0.02716585295230487,0.0019343737020114382,0.6147685441451363,65.0,-1.251491262953519,0.5,0.5,0.5,0.5,0.5,0.5,1,1
41873.0,59.70733718054411,1828.7857142857142,0.3663263204633792,0.241400734566177,0.08141969113939276,0.024364009280005972,0.013234380472861334,-0.0009543578364707983,0.5603501836415442,65.0,-0.8077888852039639,0.5,0.5,0.5,0.5,0.5,0.5,1,1
41105.0,48.35159817351598,1777.2857142857142,0.6810098726132786,-0.2063551709640402,0.0826870144460648,0.02485748172947217,-0.010133459198859574,0.0003041917624870827,0.4484112072589899,65.0,-1.834117450385686,0.5,0.5,0.5,0.5,0.5,0.5,1,1
43057.0,55.91800148096185,1894.357142857143,1.0712686570588168,0.6760721595902637,0.08410197450377883,0.0261518593160617,0.0307684020899292,0.0030634471351527193,0.6690180398975658,65.0,4.748814012893798,0.5,0.5,0.5,0.5,0.5,0.5,1,0
42923.0,46.373656909966655,1781.2142857142858,0.7918600395952777,0.5363074242431998,0.08580338518185916,0.026013338750566842,0.02130808477073632,0.004070270649605856,0.6340768560607999,65.0,-0.3112153656780525,0.5,0.5,0.5,0.5,0.5,0.5,1,0
43788.0,49.513843470678005,1835.392857142857,1.022611225269435,1.0169224051009385,0.0876824897281232,0.026159181634327063,0.035108787125202046,0.03728620836689256,0.7542306012752346,65.0,2.01523658644549,0.5,0.5,0.5,0.5,0.5,0.5,1,-1
43615.5,51.92738579724725,1833.9642857142858,1.1299806987531489,0.874071883373067,0.08929365568457304,0.026240894615796085,0.025135088762542314,0.041613927829388775,0.7185179708432667,65.0,-0.39394354617703353,0.5,0.5,0.5,0.5,0.5,0.5,1,-1
43603.5,46.8820890255583,1768.607142857143,0.5827540388520358,0.8409357036808793,0.08944077393193683,0.026078012089071196,0.019955965298550014,0.06078335968860227,0.7102339259202196,65.0,-0.027513154727099032,0.5,0.5,0.5,0.5,0.5,0.5,1,0
43686.5,48.44669635088797,1759.0357142857142,0.22370792969614992,0.8353862846995311,0.08734527209254365,0.023929947386908137,0.0192504211248349,0.014620154678681718,0.7088465711748825,65.0,0.19035169195134038,0.5,0.5,0.5,0.5,0.5,0.5,1,-1
43248.0,56.67924076402611,1586.4285714285713,0.3999729243472744,0.32034713345615307,0.08509192496428672,0.024103773272232433,0.0070115695263043,0.007571698157165185,0.5800867833640381,65.0,-1.0037425749373385,0.5,0.5,0.5,0.5,0.5,0.5,1,-1
42794.0,55.13104251601631,1512.5,0.6058041684996767,-0.11619872891283783,0.07966603826434117,0.02117222809069399,-0.00250050843477266,-0.022700283182607084,0.4709503177717906,65.0,-1.0497595264520876,0.5,0.5,0.5,0.5,0.5,0.5,0,0
42480.0,58.58760908584514,1491.2142857142858,0.736155406962843,-0.3906969390223272,0.0738149195296308,0.021181527422639936,-0.008178789315041055,-0.02603432266052208,0.4023257652444183,65.0,-0.7337477216432187,0.5,0.5,0.5,0.5,0.5,0.5,0,0
43105.5,51.30985300538495,1412.1785714285713,0.9014570455624165,0.31245451253323886,0.06948594800344231,0.021180621948337103,0.0065293470361084275,-0.01142110151708009,0.5781136281333097,65.0,1.4724576271186507,0.5,0.5,0.5,0.5,0.5,0.5,0,1
42343.5,47.28089586267015,1342.857142857143,1.2706698174286204,-0.4638649773802084,0.06406960535352227,0.020765384701556127,-0.009090387871370183,-0.030741762329323685,0.38403375565494796,65.0,-1.7677558548213068,0.5,0.5,0.5,0.5,0.5,0.5,0,1
41995.0,48.49381017881706,1376.7142857142858,1.2024678518646792,-0.7989482238173607,0.05867035580464349,0.020800890067692385,-0.014946448928274805,-0.028972438031816483,0.30026294404565934,65.0,-0.8230306894800865,0.5,0.5,0.5,0.5,0.5,0.5,0,0
