timestamp,price,zscore_50,zscore_100,zscore_150,rsi,atr_pct,volatility,momentum_5,momentum_20,volume_ratio,dist_from_high,dist_from_low,neg_momentum_ratio,vol_trend,phase_encoded,curl_score,energy_score,retro_planets,vortex,future_return_5,future_return_10,future_return_20,max_profit,max_drawdown,is_strong_move,optimal_direction,optimal_magnitude,market_phase
2025-07-28 04:00:00,192.33,0.48090035235797,1.0940308204333755,1.3802839351811396,59.63413555123394,2.2029208691954576,1.3749582531833764,0.02828272027373835,0.05167322834645671,1.0685962694970972,-6.8935469816527,52.78836987607246,0.75,0.5684687896562272,2,0.8,0.5,3,0.5,-4.201112670930174,-5.69333957260959,-7.830291686164403,1.5650184578588835,8.55820724795924,True,PUT,8.55820724795924,DECAY
2025-07-28 08:00:00,192.02,0.40777468487285784,1.0484270132587685,1.3417321515285523,58.89938449948006,2.1500517133783346,1.172040980939273,0.0299291997425446,0.08070688878883381,0.6807716432421308,-7.043617175775759,52.54210359072133,0.7,0.593437411590181,3,0.8,0.5,3,0.5,-3.1611290490573984,-5.431725861889392,-8.728257473179891,1.7289865638995903,8.233517341943548,True,PUT,8.233517341943548,RECHARGE
2025-07-28 12:00:00,187.13,-0.3239253515663451,0.6461153261797785,1.0291274695569745,48.705200416229815,2.3188952256406177,1.3418207339473232,0.0008557522597207878,0.05425352112676052,2.117408541435345,-9.410853463716899,48.6574515411503,0.65,0.7489573113494358,2,0.8,0.5,3,0.5,-2.3085555496179078,-3.425426174317314,-8.010474002030676,4.387324319991454,5.835515417089717,True,NEUTRAL,5.835515417089717,DECAY
2025-07-28 16:00:00,185.22,-0.6261369248622105,0.47990498346189725,0.8999723729031307,45.39993643089794,2.3524739793850067,1.3028534069434807,-0.018129770992366345,0.022524014574362372,1.6293802569480351,-10.33547949847509,47.14013346043851,0.6,0.8516664229157414,2,0.8,0.5,3,0.5,-2.4295432458697808,-4.33538494762985,-7.650361731994382,5.463772810711589,4.222006262822585,True,NEUTRAL,5.463772810711589,DECAY
2025-07-28 20:00:00,183.01,-0.96050799794604,0.289155539153374,0.7535972831000254,41.860164078441464,2.3450818440842354,1.2750529781384685,-0.05367392316045294,0.027107419463463733,1.1607147782486305,-11.405334753352376,45.3844931680966,0.55,0.9320035394503288,2,0.8,0.5,3,0.5,-1.0928364570242044,-2.125566908912069,-7.475001366045564,6.73733675755424,1.3605813889951264,True,CALL,6.73733675755424,DECAY
2025-07-29 00:00:00,184.25,-0.787571311155839,0.37475757206895705,0.8184515886663912,44.476025477336144,2.3230294893258874,1.1865752552972966,-0.04201112670930174,0.011640037335968856,1.3171020259426467,-10.805053976860142,46.369558309501116,0.5,0.9719944262552147,0,0.8,0.5,3,0.5,-1.5576662143826359,-4.461329715061058,-8.206241519674363,6.018995929443693,2.0244233378561685,True,CALL,6.018995929443693,INCEPTION
2025-07-29 04:00:00,185.95,-0.5529506072816427,0.49811765362971916,0.9110343071369807,47.93463672830681,2.2668291723227565,1.0588479153926598,-0.031611290490573984,-0.004177154179831888,0.7667565453734465,-9.982088396185315,47.72005084207181,0.5,1.0361594733626907,3,0.8,0.5,3,0.5,-2.344716321591822,-4.436676525947836,-9.384243076095721,5.0497445549879085,2.920139822532928,True,CALL,5.0497445549879085,RECHARGE
2025-07-29 08:00:00,182.81,-1.0082511646380747,0.22244887226069357,0.7063952678523655,42.65010274094936,2.309860940599692,1.1212224932903094,-0.023085555496179078,-0.017309036176960668,0.7962989742341463,-11.502154233431762,45.22561169367653,0.5,1.012281908608528,3,0.8,0.5,3,0.5,-1.1432634976204836,-1.40583119085389,-8.976533012417265,6.8541108254471865,2.0130189814561605,True,CALL,6.8541108254471865,RECHARGE
2025-07-29 12:00:00,180.72,-1.272110371101725,0.030596562004761425,0.5665382339538998,39.5265590488457,2.3981272612578994,1.1426841950951294,-0.024295432458697808,-0.030939996782669343,1.8341162173897914,-12.51391780026141,43.56530028598666,0.5,1.1025290117213602,0,0.8,0.5,3,0.5,-1.9532979194333833,0.24347056219566898,-10.015493581230627,8.089862771137673,1.405489154493134,True,CALL,8.089862771137673,INCEPTION
2025-07-29 16:00:00,181.01,-1.1817402153033907,0.03890948046477241,0.574466887371531,40.18119765326179,2.38623922218538,1.1270447660210063,-0.010928364570242044,-0.0363094287387532,1.3094920911958488,-12.373529554146295,43.79567842389577,0.5,1.1063675243573392,3,0.8,0.5,3,0.5,-1.0441412076680812,-0.1712612562841831,-9.231534169382893,7.916689685652734,1.5634495331749538,True,CALL,7.916689685652734,RECHARGE
2025-07-29 20:00:00,181.38,-1.0838691254142208,0.055281267696311046,0.5875558261677695,41.057897567251615,2.3195702396315085,1.1302463108031617,-0.015576662143826359,-0.03325871442276951,0.7743021311835927,-12.194413515999418,44.08960915157293,0.5,1.0918056886881071,3,0.8,0.5,3,0.5,-2.9496085566214525,-2.2659609659278823,-9.383614510971427,7.696548682324407,1.7642518469511461,True,CALL,7.696548682324407,RECHARGE
2025-07-30 00:00:00,181.59,-1.011867669869609,0.05728608049553567,0.5906477981595081,41.58121837075704,2.2930020732878313,1.1268357952421968,-0.02344716321591822,-0.026222651222651105,0.6156518637315056,-12.092753061916053,44.25643469971402,0.5,1.1477665734806677,3,0.8,0.5,3,0.5,-2.1421884465003704,-3.4858747728399253,-9.460873396112124,7.57200286359381,1.877856710171263,True,CALL,7.57200286359381,RECHARGE
2025-07-30 04:00:00,180.72,-1.0937474062558,-0.03695931034440563,0.5250004006472793,39.99686177878954,2.269501835652779,1.11703687543148,-0.011432634976204836,-0.022501081782777987,0.6975447370407629,-12.51391780026141,43.56530028598666,0.5,1.0496586783811905,0,0.8,0.5,3,0.5,-0.26560424966799445,-4.747675962815412,-10.679504205400626,8.089862771137673,2.4457724656927775,True,CALL,8.089862771137673,INCEPTION
2025-07-30 08:00:00,177.19,-1.5510522703187732,-0.3727271425684952,0.28790733194144674,34.2881297442259,2.357387482609149,1.1419030020490553,-0.019532979194333833,-0.05337108665455714,1.2311265456675775,-14.222781623662678,40.761042262472195,0.5,1.0381435112313449,0,0.8,0.5,3,0.5,2.2405327614425152,-3.4652068401151204,-11.191376488515148,10.243241717929909,0.5022856820362246,True,CALL,10.243241717929909,INCEPTION
2025-07-30 12:00:00,179.12,-1.223290866929392,-0.21702947288669291,0.4027208844947037,39.38237602490576,2.323331264182709,1.1802692133818526,-0.010441412076680812,-0.043417890520694224,1.236690911084419,-13.288473640896543,42.294248490626,0.5,1.0874299497479805,0,0.8,0.5,3,0.5,0.8820902188476865,-5.465609647163905,-11.562081286288528,9.055381866904867,5.080393032603838,True,CALL,9.055381866904867,INCEPTION
2025-07-30 16:00:00,176.03,-1.6241707176376807,-0.5160570475464731,0.18974877195093845,34.73894887532016,2.605082026815757,1.227045921465036,-0.029496085566214525,-0.0588644140290846,2.2210262186239866,-14.784334608123151,39.83952971083573,0.5,1.1859504526508164,2,0.8,0.5,3,0.5,0.704425382037166,-3.919786400045455,-8.686019428506498,10.969721070272113,3.4141907629381305,True,CALL,10.969721070272113,DECAY
2025-07-30 20:00:00,177.7,-1.350519005758593,-0.3729664696017895,0.2894977891692161,38.929858749252595,2.5341440868819487,1.2581223090124587,-0.021421884465003704,-0.046878352284917435,0.8973828180445469,-13.975891949460234,41.166190022243406,0.55,1.219763468749867,2,0.8,0.5,3,0.5,-1.373100731570065,-5.177265053460878,-9.245920090039384,9.926842993809801,4.3218908272369045,True,CALL,9.926842993809801,DECAY
2025-07-31 00:00:00,180.24,-0.9286805116227353,-0.14791692639658652,0.44851986797198085,44.742183912817254,2.4368802925884485,1.3079350183190568,-0.0026560424966799445,-0.035995079424506526,0.5347751829078475,-12.746284552451945,43.18398474737847,0.6,1.2141234261053973,2,0.8,0.5,3,0.5,-4.494007989347548,-7.6786506879716,-10.474922325787839,8.377718597425652,5.670217487794051,True,NEUTRAL,8.377718597425652,DECAY
2025-07-31 04:00:00,181.16,-0.7853350591770666,-0.0778544011091222,0.500184722128521,46.720167233127896,2.325451436445228,1.2942108405606616,0.022405327614425152,-0.03965224766751474,0.45893831622612913,-12.300914944086749,43.91483952971084,0.65,1.0827872453417406,2,0.8,0.5,3,0.5,-5.580702141753136,-10.234047251048795,-10.581806138220351,7.827334952528156,6.149260322366961,True,NEUTRAL,7.827334952528156,DECAY
