timestamp,open,high,low,close,volume,turnover,zscore_50,zscore_100,zscore_150,rsi,atr,atr_pct,volatility,momentum_5,momentum_20,volume_sma,volume_ratio,future_return_5,future_return_10,future_return_20,future_volatility_5,future_volatility_10,phase_encoded,curl_score,energy_score,retro_planets,vortex
2025-05-28 16:00:00,2626.18,2664.1,2614.34,2616.18,332607.11,878360516.6109,0.6180306852126531,0.8781095643841286,0.7640694311010866,57.8329355608592,48.09649999999997,1.838424726127406,0.9231975169399,-1.6336858886386585,4.780900428947343,319692.3815,1.0403973608611001,1.0014601441797,0.18614927107463153,-3.977555061196092,2.4368264227115093,1.6581886738872933,0,0.7,0.7,1,0
2025-05-28 20:00:00,2616.18,2685.68,2609.0,2680.33,291974.05,773497608.2923,1.6394892480748287,1.7579347169507582,0.9744064438142083,65.32157373216799,49.56549999999995,1.8492312513757616,1.0467870883770967,1.3893932516265695,6.766489009982224,320787.977,0.9101776591832803,-1.187913428570364,-3.1350617274738424,-6.443609555539808,2.1093955829190056,1.4407508000704436,0,0.7,0.7,1,0
2025-05-29 00:00:00,2680.33,2788.82,2669.15,2761.82,702710.98,1917889560.7378,2.7505814413537677,2.770130537974092,1.2456799574915178,75.60215227582384,53.528499999999966,1.9381603435415764,1.20917856438296,4.799380725067737,9.35865403271472,349260.319,2.0119977614748725,-4.744335257185483,-6.816519541461796,-9.614674381386191,1.0737124718632216,0.8335950689633069,0,0.7,0.7,1,0
2025-05-29 04:00:00,2761.82,2766.53,2701.17,2730.26,399335.9,1089567626.7923,2.103597441776081,2.256456914440273,1.1247063199488812,68.92608026089322,54.44099999999996,1.9939859207547983,1.2526721390978561,2.793998606953929,7.04467219220728,355916.2805,1.121993912273423,-3.6725440067979065,-7.330803659724716,-7.617223268113671,1.140263113522389,0.882204516403972,0,0.7,0.7,1,0
2025-05-29 08:00:00,2730.26,2744.88,2705.38,2714.82,300720.22,818935321.4884,1.7650764637130079,1.9937526643216128,1.0606848080280789,68.82943597629921,54.39199999999996,2.0035214121009846,1.2692412858322664,3.375244651927911,6.076661587152743,359973.4145,0.8353956372519836,-3.592135021843068,-7.434747055053381,-6.991623754061038,1.1440411526812841,0.8802470176764283,0,0.7,0.7,1,0
2025-05-29 12:00:00,2714.82,2718.21,2620.21,2642.38,902683.97,2406398706.5532,0.657455079631561,1.015763855755706,0.7930244008446589,53.887146647952825,57.17649999999996,2.163825793413512,1.4247069570185453,1.0014601441797,2.409890706146811,396273.9955,2.2779288579383956,-0.8072268182471865,-4.625375608353089,-3.9407655219915405,0.39503528081098876,0.6314446219308,0,0.7,0.7,1,0
2025-05-29 16:00:00,2642.38,2673.01,2626.91,2648.49,446751.21,1183742191.6328,0.7177169925009745,1.0798811076950787,0.8063050633219453,49.675705430438214,58.03049999999998,2.1910786901215404,1.4167473440769978,-1.187913428570364,3.176532460702397,408622.431,1.0933105383047366,-1.9705568078414393,-4.906946977334236,-5.797643185362212,0.449087707823599,0.6011026979271658,0,0.7,0.7,1,0
2025-05-29 20:00:00,2648.49,2668.33,2616.2,2630.79,355874.36,941796275.5136,0.4336130325777301,0.8263896056230996,0.7329420611309745,45.6645056726094,58.778,2.2342338233002255,1.42821002595415,-4.744335257185483,2.5657120133490308,411953.448,0.8638703274065084,-2.175392182576341,-3.6452928587990763,-4.755605730598034,0.48837369153513827,0.6969850635458973,0,0.7,0.7,1,0
2025-05-30 00:00:00,2630.79,2644.71,2555.58,2629.99,691749.51,1799592919.7054,0.39301502696107155,0.7995972420655972,0.721959258098316,42.98282780450111,60.8,2.311795862341682,1.4051522165868435,-3.6725440067979065,3.539244672432851,433676.49299999996,1.595081866703806,-3.797733071228393,-3.5764394541424105,-5.702303050581936,0.671122311802847,0.7011881828859647,0,0.7,0.7,1,0
2025-05-30 04:00:00,2629.99,2648.84,2604.8,2617.3,426461.17,1120002371.6549,0.1799508456506074,0.620511092784915,0.6651403652035802,44.534538411878636,60.5115,2.3119818133190693,1.4018486563823205,-3.592135021843068,2.113830019663543,444250.63899999997,0.9599562331749398,-3.985786879608766,-3.458143888740317,-2.809001642914455,0.6557861555705775,0.6999050728642158,0,0.7,0.7,1,0
