timestamp,open,high,low,close,volume,turnover,zscore_50,zscore_100,zscore_150,rsi,atr,atr_pct,volatility,momentum_5,momentum_20,volume_sma,volume_ratio,future_return_5,future_return_10,future_return_20,future_volatility_5,future_volatility_10,phase_encoded,curl_score,energy_score,retro_planets,vortex
2025-05-28 16:00:00,107071.4,107800.0,106841.5,106883.4,13851.226,1487618353.8127,-1.2817568245193227,0.22249277381615049,0.6406175346860281,28.292779486554693,1230.19,1.1509645089882996,0.6357738798667899,-1.8193342151675562,-0.2953358208955259,15507.8712,0.893173912870775,0.07643843665154915,-0.9574919959507211,-2.386058078242259,1.0144480950917845,0.8927289543370961,0,0.7,0.7,1,0
2025-05-28 20:00:00,106883.4,108017.2,106718.0,107738.9,10276.671,1103988316.3289,-0.78895501269971,0.5074463783509283,0.8105191395422328,34.47565777573709,1236.625,1.147798056226674,0.6581437173546932,-0.9696324606733198,0.7546859262764327,15284.766150000001,0.6723472835075072,-1.8990355386958702,-2.0780795051740797,-3.256855230562028,1.0217395007919534,0.8370903629856529,0,0.7,0.7,1,0
2025-05-29 00:00:00,107738.9,108437.9,107395.0,108002.4,11239.13,1213859561.6989,-0.6278022284823731,0.5851680203392403,0.8559276796893246,41.800853918877664,1223.11,1.1324840929460827,0.6418434644865103,-0.6874482758620792,0.3003371130861021,15476.468300000002,0.7262076710356457,-2.270690280956711,-3.141689443938278,-3.6688073598364457,0.9769737413556094,0.8426782865679553,0,0.7,0.7,1,0
2025-05-29 04:00:00,108002.4,108065.4,106880.0,107824.9,10602.525,1140086957.9923,-0.7811038962079953,0.5089581478481304,0.8073919257736699,37.89146322500385,1172.7049999999995,1.0876012869012626,0.5783707330031745,-0.8963227055857614,-1.0564692107083995,15036.34375,0.7051265371610036,-1.709159943575178,-3.5690271913073723,-2.919548267607941,1.050478438293626,0.8454073788990801,0,0.7,0.7,1,0
2025-05-29 08:00:00,107824.9,108850.0,107576.5,108741.4,13171.828,1428498053.869,-0.1520094498821119,0.8132228699736915,0.9949254060171848,49.42006985689644,1176.5149999999994,1.081938433752002,0.5971602442596886,1.5597068871799458,-0.7833036344011224,14912.2595,0.8832885452402434,-3.4434907036326567,-4.688554681105817,-3.363300454104867,0.8235584586230345,0.7328686414232394,0,0.7,0.7,1,0
2025-05-29 12:00:00,108741.4,108773.3,106339.4,106965.1,35786.195,3848145511.3525,-1.4934650381910402,0.17230725738253647,0.5975007481480448,33.96934467588784,1254.3199999999997,1.1726441615068837,0.6835655326290997,0.07643843665154915,-2.8325822354526076,16169.6535,2.2131701832695425,-1.0331407159905437,-3.0399635021142513,-1.262748316974427,0.8559871670709589,0.6238357716123759,0,0.7,0.7,1,0
2025-05-29 16:00:00,106965.1,107120.0,105600.0,105692.9,26886.185,2858680982.6154,-2.3737823446669215,-0.2997354499652158,0.3057559710894084,28.906807086830185,1297.0149999999994,1.2271543310856259,0.7221122568060779,-1.8990355386958702,-3.683159185890328,17103.74335,1.5719474064722796,-0.1825098942312975,-2.113197764466679,-0.8572950500932319,0.6773319301627818,0.5413624527784154,0,0.7,0.7,1,0
2025-05-29 20:00:00,105692.9,106434.5,105250.0,105550.0,12232.307,1295546012.004,-2.2919426593613297,-0.36544607925343964,0.2614632786173786,23.94764037202897,1308.4549999999995,1.2396541923259115,0.7161278518178935,-2.270690280956711,-4.019627099655898,16982.32205,0.7202964920807164,-0.8912363808621482,-0.9825675035528225,-0.20483183325438192,0.7713407113982398,0.6676967605710947,0,0.7,0.7,1,0
2025-05-30 00:00:00,105550.0,106175.1,104520.1,105982.0,25295.722,2665740697.8459,-1.885641627366816,-0.2172879339829525,0.34793385988105546,28.3877951424126,1309.4199999999996,1.235511690664452,0.7134989029931773,-1.709159943575178,-2.838157718619194,17326.31865,1.459959412670735,-1.8922081108112665,-1.2228491630654315,-1.8659772414183595,0.7096634885595771,0.6514285957040686,0,0.7,0.7,1,0
2025-05-30 04:00:00,105982.0,106278.3,104680.2,104996.9,14004.501,1476968708.9091,-2.3394831405852954,-0.5863782260778629,0.10590480302548791,28.280332049021055,1339.935,1.2761662487178194,0.7270580188286936,-3.4434907036326567,-4.009240983230389,17433.299049999998,0.803319036737341,-1.2894666413960754,-0.4102978278406222,-0.5856363378347273,0.6405327877280234,0.586825764825507,0,0.7,0.7,1,0
2025-05-30 08:00:00,104996.9,105986.3,104555.1,105860.0,20101.334,2118020193.2539,-1.735574695403022,-0.27284981830807226,0.29674471182615086,34.869832494430256,1299.735,1.2277866994143207,0.7576045947115405,-1.0331407159905437,-2.7201776142459,16946.156600000002,1.1861883773692967,-2.0277725297562887,-1.4423767239750585,-1.4014736444360576,0.34197274545421796,0.5034734969466605,0,0.7,0.7,1,0
2025-05-30 12:00:00,105860.0,105996.6,104971.8,105500.0,19903.163,2099916071.1694,-1.8674903939343168,-0.41257280997350204,0.1958432400757376,33.76850390554772,1294.7699999999998,1.2272701421800944,0.7374320836483418,-0.1825098942312975,-3.647688457815035,17247.8255,1.1539520155743692,-1.9342180094786832,-1.2037914691943152,0.31014218009477457,0.3492973753690108,0.49879501575195057,2,0.6,0.5,1,0
2025-05-30 16:00:00,105500.0,105525.0,103666.0,104609.3,27057.621,2824501152.2057,-2.2679969214722644,-0.7495653327469096,-0.04138584484837424,30.691116844821252,1361.325,1.3013422324783743,0.7497515349265337,-0.8912363808621482,-4.49988314600176,18103.71255,1.4945896276949007,-0.09215241857082335,-0.5442154760618823,0.7814792757431688,0.62625861474512,0.4313491486983382,2,0.6,0.5,1,0
2025-05-30 20:00:00,104609.3,104870.0,103569.0,103976.6,11821.086,1231953385.999,-2.4714238303777445,-0.9873561850362303,-0.22121142191308427,34.138991389913954,1321.7050000000004,1.2711562024532446,0.7337923874981448,-1.8922081108112665,-5.551205492343381,16600.2864,0.71210132856503,0.6822688951167777,0.6735169259237006,1.101497837013321,0.5333162188724293,0.4302646085313615,2,0.6,0.5,1,0
2025-05-31 00:00:00,103976.6,104288.8,103036.8,103643.0,16971.605,1758168405.3846,-2.482327605288238,-1.109473346196868,-0.33101587553976886,33.63698796154161,1336.325,1.2893538396225506,0.7337909037423721,-1.2894666413960754,-5.62070529270029,16727.5138,1.0145921983935233,0.8906534932412224,1.3904460503844973,1.556014395569405,0.49566956321220307,0.4173513091091698,2,0.6,0.5,1,0
2025-05-31 04:00:00,103643.0,103882.5,103442.7,103713.4,5764.479,597583286.0567,-2.3167637046914704,-1.0854220324792128,-0.33774268071060876,27.921899851916848,1289.0100000000007,1.2428577213744807,0.7245982651617541,-2.0277725297562887,-4.7312242798354,16271.5536,0.35426727783387574,0.5975119897718262,1.8329357633632748,2.735615648508305,0.5278892567743998,0.4316946935160465,2,0.6,0.5,1,0
