symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
ETH-26DEC25-5100-P,4016.75,1230.49862301,40.0,0.0,-0.753901,0.0002729,5.26101617,-2.88537187,0.6917,2025-10-24 09:39:17.412126
ETH-26DEC25-5500-C,4016.75,98.37513771,0.0,0.0,0.1765053,0.0002207,4.32702517,-2.4134503,0.7035,2025-10-24 09:39:17.742310
ETH-26DEC25-3200-C,4016.75,960.22473074,160.0,0.0,0.81543263,0.00021767,4.4499616,-2.58809411,0.7335,2025-10-24 09:39:18.073306
ETH-26DEC25-4000-P,4016.76,446.45228584,80.1,0.0,-0.43749087,0.00034377,6.57851121,-3.58138981,0.6866,2025-10-24 09:39:18.407802
ETH-26DEC25-1000-C,4016.76,3018.02298936,0.0,0.0,0.99821885,2.71e-06,0.09526972,-0.0952805,1.2613,2025-10-24 09:39:18.737891
ETH-26DEC25-16000-P,4016.76,11983.60355717,0.0,0.0,-0.99911827,1.81e-06,0.05007666,-0.03959626,0.9972,2025-10-24 09:39:19.068496
ETH-26DEC25-4000-C,4016.77,463.21763911,20.1,0.0,0.56251254,0.00034377,6.57851804,-3.58139236,0.6866,2025-10-24 09:39:19.453574
ETH-26DEC25-5800-P,4016.77,1856.86471868,220.0,0.0,-0.86218105,0.00018482,3.67646472,-2.08055968,0.7137,2025-10-24 09:39:19.787763
ETH-26DEC25-2500-P,4016.77,41.0215074,0.1,0.0,-0.06012107,8.659e-05,1.99193348,-1.30368188,0.8254,2025-10-24 09:39:20.117291
ETH-26DEC25-5500-P,4016.75,1581.62504899,140.0,0.0,-0.8234948,0.0002207,4.32702255,-2.41345013,0.7035,2025-10-24 09:39:20.483532
ETH-26DEC25-6800-P,4016.75,2813.87177887,0.0,0.0,-0.93693914,9.873e-05,2.06758551,-1.23185626,0.7514,2025-10-24 09:39:21.116611
ETH-26DEC25-12000-C,4016.53,1.51448587,4.6,0.0,0.00358731,7.04e-06,0.17938268,-0.13011213,0.9148,2025-10-24 09:39:21.448642
ETH-26DEC25-14000-C,4016.53,0.70061356,1.9,0.0,0.0016837,3.39e-06,0.09050851,-0.06885132,0.9594,2025-10-24 09:39:21.800603
ETH-26DEC25-5200-C,4016.53,132.86951629,17.2,0.0,0.22646682,0.00025969,5.02526323,-2.76674698,0.6944,2025-10-24 09:39:22.135366
ETH-26DEC25-4700-C,4016.53,223.46717455,0.5,0.0,0.34058361,0.00032122,6.12096866,-3.31855291,0.6838,2025-10-24 09:39:22.514305
ETH-26DEC25-5200-P,4016.53,1316.33948239,60.0,0.0,-0.77353322,0.00025969,5.02526239,-2.766747,0.6944,2025-10-24 09:39:22.843790
ETH-26DEC25-3200-P,4016.53,143.51365324,15.0,0.0,-0.18461446,0.00021772,4.45042155,-2.5883518,0.7335,2025-10-24 09:39:23.170348
ETH-26DEC25-3600-C,4016.53,681.04083487,20.0,0.0,0.69874764,0.00029683,5.81540457,-3.24164079,0.703,2025-10-24 09:39:23.518096
ETH-26DEC25-3000-P,4016.53,102.57392749,16.6,0.0,-0.13845659,0.00017538,3.68783305,-2.20641843,0.7546,2025-10-24 09:39:23.850252
ETH-26DEC25-12000-P,4016.52,7984.98448268,0.0,0.0,-0.9964127,7.04e-06,0.17938236,-0.13011194,0.9148,2025-10-24 09:39:24.212571
