symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
ETH-26DEC25-12000-C,3968.74,1.33527722,4.6,0.0,0.00323089,6.49e-06,0.16123726,-0.11705083,0.9144,2025-10-24 11:34:54.980200
ETH-26DEC25-500-P,3968.74,0.1816281,11.7,9.1,-0.00023526,3.4e-07,0.01453761,-0.01815748,1.5732,2025-10-24 11:34:55.336438
ETH-26DEC25-4300-C,3968.74,318.74402461,20.0,0.0,0.44391206,0.00035109,6.51151892,-3.52822859,0.6825,2025-10-24 11:34:55.709718
ETH-26DEC25-5700-C,3968.74,74.95614591,35.1,0.0,0.14140042,0.00019062,3.69407822,-2.09153805,0.7132,2025-10-24 11:34:56.057232
ETH-26DEC25-14000-P,3968.78,10031.82830033,0.0,0.0,-0.99850531,3.08e-06,0.08018375,-0.06099051,0.9581,2025-10-24 11:34:56.418837
ETH-26DEC25-4400-P,3968.78,717.93009338,0.3,0.0,-0.58787114,0.00034593,6.41650389,-3.47708078,0.6826,2025-10-24 11:34:56.770801
ETH-26DEC25-6800-P,3968.78,2859.36579404,0.0,0.0,-0.94090342,9.469e-05,1.9405674,-1.16187766,0.7542,2025-10-24 11:34:57.129171
ETH-26DEC25-4800-P,3968.78,1018.59056247,60.0,0.0,-0.69966712,0.00030707,5.73469669,-3.12893141,0.6873,2025-10-24 11:34:57.481287
ETH-26DEC25-3600-C,3968.78,645.88909554,20.0,0.0,0.68468793,0.00030806,5.85867619,-3.25510945,0.6998,2025-10-24 11:34:57.833280
ETH-26DEC25-10000-P,3968.78,6034.6764486,0.0,0.0,-0.99185467,1.568e-05,0.36711463,-0.25121455,0.8619,2025-10-24 11:34:58.186115
ETH-26DEC25-2300-P,3968.78,27.81294111,0.1,0.0,-0.04251326,6.464e-05,1.49254132,-1.00686631,0.8497,2025-10-24 11:34:58.846548
ETH-26DEC25-5200-C,3968.78,123.39291824,17.2,0.0,0.21516918,0.00025444,4.81904689,-2.66657891,0.697,2025-10-24 11:34:59.208246
ETH-26DEC25-6000-P,3968.78,2087.67935406,200.0,0.0,-0.88953762,0.00015804,3.10916446,-1.78708479,0.724,2025-10-24 11:34:59.561487
ETH-26DEC25-2000-C,3968.78,1983.41497866,0.2,0.0,0.97722573,3.597e-05,0.89085376,-0.64462678,0.9114,2025-10-24 11:34:59.913672
ETH-26DEC25-5500-C,3968.77,91.15900418,0.0,0.0,0.16714181,0.00021499,4.12644037,-2.31392705,0.7063,2025-10-24 11:35:00.269894
ETH-26DEC25-3600-P,3968.77,277.11221461,0.1,0.0,-0.31531516,0.00030807,5.85868418,-3.25511631,0.6998,2025-10-24 11:35:00.621574
ETH-26DEC25-3000-C,3968.77,1075.26394193,210.5,0.0,0.85467517,0.00018528,3.76302715,-2.23281057,0.7474,2025-10-24 11:35:00.972173
ETH-26DEC25-2000-P,3968.65,14.63515032,39.0,0.0,-0.02277458,3.597e-05,0.89086129,-0.64463197,0.9114,2025-10-24 11:35:01.321524
ETH-26DEC25-10000-C,3968.65,3.45594098,20.0,0.0,0.00814438,1.568e-05,0.36706422,-0.25118465,0.8619,2025-10-24 11:35:01.679752
ETH-26DEC25-5000-P,3968.65,1183.12742705,100.0,0.0,-0.74553809,0.00028135,5.28756913,-2.90341918,0.6917,2025-10-24 11:35:02.036700
ETH-26DEC25-1500-P,3968.64,4.52552368,0.1,0.0,-0.00699456,1.13e-05,0.32101658,-0.26647268,1.0456,2025-10-24 11:35:02.721541
ETH-26DEC25-5000-C,3968.64,151.77530811,6.1,0.0,0.25445946,0.00028134,5.28752854,-2.90340108,0.6917,2025-10-24 11:35:03.080787
ETH-26DEC25-2500-C,3968.63,1510.3758217,40.5,0.0,0.93756254,9.149e-05,2.0257694,-1.31054428,0.8149,2025-10-24 11:35:03.463807
ETH-26DEC25-5800-C,3968.63,68.09554444,110.9,0.0,0.13013401,0.00017919,3.48974124,-1.98570749,0.7167,2025-10-24 11:35:03.824764
