symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
ETH-26DEC25-5200-C,4013.3,133.18700411,17.2,0.0,0.22656855,0.00025919,5.02168181,-2.77443878,0.6966,2025-10-24 10:08:47.196682
ETH-26DEC25-3200-P,4013.31,144.22616504,15.0,0.0,-0.185373,0.00021837,4.45747512,-2.59464198,0.7339,2025-10-24 10:08:47.559422
ETH-26DEC25-5200-P,4013.31,1319.87877484,60.0,0.0,-0.77342931,0.00025919,5.02172075,-2.77445713,0.6966,2025-10-24 10:08:47.939449
ETH-26DEC25-5700-P,4013.28,1768.11772687,217.7,17.7,-0.85000436,0.00019615,3.88859284,-2.19836365,0.7128,2025-10-24 10:08:48.274551
ETH-26DEC25-4200-P,4013.28,563.48553024,40.0,0.0,-0.50709489,0.00034957,6.6525355,-3.6102137,0.6842,2025-10-24 10:08:48.606382
ETH-26DEC25-3600-P,4013.28,265.8269943,0.1,0.0,-0.30228267,0.00029728,5.8186815,-3.24770573,0.7037,2025-10-24 10:08:48.939587
ETH-26DEC25-6200-C,4013.3,51.45066266,139.6,0.0,0.10040497,0.00014432,2.93562159,-1.70281869,0.7313,2025-10-24 10:08:49.275924
ETH-26DEC25-2300-C,4013.3,1741.07931927,0.0,0.0,0.95852353,6.176e-05,1.4801208,-1.01156397,0.8617,2025-10-24 10:08:49.603652
ETH-26DEC25-4400-C,4013.3,306.03957372,10.3,0.0,0.42776851,0.00034438,6.54426116,-3.54633541,0.6832,2025-10-24 10:08:49.932906
ETH-26DEC25-5000-P,4013.3,1150.13025384,100.0,0.0,-0.73288014,0.00028525,5.48491019,-3.00756455,0.6913,2025-10-24 10:08:50.268560
ETH-26DEC25-500-C,4013.3,3513.51516592,0.0,0.0,0.9997327,3.8e-07,0.0165678,-0.02104194,1.6012,2025-10-24 10:08:50.903673
ETH-26DEC25-14000-P,4013.32,9987.41458615,0.0,0.0,-0.99824552,3.51e-06,0.09387548,-0.07176645,0.9638,2025-10-24 10:08:51.236235
ETH-26DEC25-3000-P,4013.32,103.07340129,16.6,0.0,-0.1390537,0.000176,3.69510219,-2.21227347,0.7548,2025-10-24 10:08:51.597057
ETH-26DEC25-2800-C,4013.32,1285.66024179,260.0,0.0,0.89846691,0.00013644,2.95965918,-1.83078458,0.7799,2025-10-24 10:08:51.929974
ETH-26DEC25-12000-C,4013.32,1.5767553,4.6,0.0,0.00371259,7.23e-06,0.18481562,-0.13471388,0.919,2025-10-24 10:08:52.291351
ETH-26DEC25-3400-C,4013.32,811.19546501,22.6,0.0,0.75979649,0.00026014,5.18721129,-2.94953718,0.7169,2025-10-24 10:08:52.699046
ETH-26DEC25-6000-P,4013.32,2048.24929329,200.0,0.0,-0.88233962,0.00016345,3.2902435,-1.8887238,0.7237,2025-10-24 10:08:53.045270
ETH-26DEC25-7200-P,4013.52,3209.39705482,0.1,0.0,-0.95222973,7.745e-05,1.65854471,-1.01279834,0.7699,2025-10-24 10:08:53.373625
ETH-26DEC25-10000-P,4013.52,5990.46173459,0.0,0.0,-0.99085656,1.709e-05,0.41106159,-0.28205138,0.8651,2025-10-24 10:08:53.704584
ETH-26DEC25-4700-C,4013.52,223.45195831,0.5,0.0,0.34023262,0.00032056,6.11297922,-3.32384016,0.6855,2025-10-24 10:08:54.039404
ETH-26DEC25-4400-P,4013.53,692.59880998,0.3,0.0,-0.57215603,0.00034438,6.54486222,-3.54659336,0.6832,2025-10-24 10:08:54.672367
ETH-26DEC25-4000-C,4013.53,462.03232281,20.1,0.0,0.56147066,0.0003437,6.57485209,-3.58618668,0.6877,2025-10-24 10:08:55.003322
ETH-26DEC25-5500-P,4013.53,1585.27144704,140.0,0.0,-0.82317148,0.00022042,4.32785514,-2.42298991,0.7059,2025-10-24 10:08:55.333549
ETH-26DEC25-4800-P,4013.53,987.71199219,60.0,0.0,-0.68578236,0.00030965,5.91873982,-3.22573475,0.6871,2025-10-24 10:08:55.666726
ETH-26DEC25-4700-P,4013.53,909.92482711,60.1,0.0,-0.65976451,0.00032056,6.11301312,-3.32385618,0.6855,2025-10-24 10:08:55.999983
ETH-26DEC25-16000-P,4013.54,11986.84346544,0.0,0.0,-0.99907582,1.88e-06,0.05223769,-0.04151007,1.0019,2025-10-24 10:08:56.351994
ETH-26DEC25-7200-C,4013.54,22.72326562,54.8,0.0,0.04778067,7.746e-05,1.65892379,-1.01299683,0.7699,2025-10-24 10:08:56.678587
ETH-26DEC25-2300-P,4013.54,27.77109547,0.1,0.0,-0.04146331,6.174e-05,1.47982767,-1.0113793,0.8617,2025-10-24 10:08:57.005778
ETH-26DEC25-2700-C,4013.54,1373.74143098,172.2,0.0,0.9140973,0.00011844,2.61603743,-1.64753711,0.794,2025-10-24 10:08:57.335413
ETH-26DEC25-6800-P,4013.54,2817.49233235,0.0,0.0,-0.93635753,9.913e-05,2.08041144,-1.24498958,0.7545,2025-10-24 10:08:57.670831
ETH-26DEC25-5000-C,4013.55,163.48281149,6.1,0.0,0.26717922,0.00028527,5.48584936,-3.00799447,0.6913,2025-10-24 10:08:58.302916
