symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
ETH-26DEC25-6200-P,4009.29,2241.31359888,200.1,0.0,-0.90031856,0.0001438,2.91891613,-1.68946801,0.7305,2025-10-24 08:40:29.428990
ETH-26DEC25-6800-P,4009.29,2821.2495545,0.0,0.0,-0.93710539,9.846e-05,2.06017335,-1.22931318,0.7531,2025-10-24 08:40:29.810214
ETH-26DEC25-500-P,4009.29,0.20140275,11.7,9.1,-0.00025315,3.6e-07,0.0157406,-0.01984789,1.5913,2025-10-24 08:40:30.146191
ETH-26DEC25-3000-P,4008.84,103.85161027,16.6,0.0,-0.13993771,0.00017686,3.70872467,-2.21840794,0.7549,2025-10-24 08:40:30.475049
ETH-26DEC25-500-C,4008.84,3509.04148267,0.0,0.0,0.99974673,3.6e-07,0.01574603,-0.01985447,1.5913,2025-10-24 08:40:31.158321
ETH-26DEC25-5500-P,4010.45,1587.91095238,140.0,0.0,-0.82374259,0.00022006,4.31779557,-2.4146487,0.7058,2025-10-24 08:40:31.488499
ETH-26DEC25-5000-P,4010.45,1152.65994591,100.0,0.0,-0.73334519,0.00028487,5.47885514,-3.00335247,0.6918,2025-10-24 08:40:31.819911
ETH-26DEC25-3200-C,4010.45,955.57120571,160.0,0.0,0.81382692,0.00021887,4.46838495,-2.60008837,0.7344,2025-10-24 08:40:32.157861
ETH-26DEC25-6000-P,4011.3,2049.87973217,200.0,0.0,-0.88285754,0.00016313,3.27992463,-1.8788498,0.7229,2025-10-24 08:40:32.501959
ETH-26DEC25-5800-C,4011.3,73.71939167,110.9,0.0,0.1377844,0.00018445,3.67201799,-2.08266593,0.7158,2025-10-24 08:40:32.831732
ETH-26DEC25-3800-C,4011.31,562.1981113,140.7,0.0,0.62996236,0.0003257,6.29729932,-3.46876465,0.6952,2025-10-24 08:40:33.517598
ETH-26DEC25-12000-C,4011.31,1.4842029,4.6,0.0,0.00352724,6.95e-06,0.1765109,-0.1278128,0.9138,2025-10-24 08:40:33.851049
ETH-26DEC25-5100-C,4011.33,147.30024702,0.0,0.0,0.24578903,0.00027205,5.2520366,-2.8886547,0.6941,2025-10-24 08:40:34.178126
ETH-26DEC25-1500-C,4011.33,2516.01509754,0.5,0.0,0.99295203,1.111e-05,0.32697,-0.27430467,1.0587,2025-10-24 08:40:34.505953
ETH-26DEC25-2700-P,4011.33,60.34504364,15.0,0.0,-0.08612844,0.00011877,2.62101098,-1.64789329,0.7935,2025-10-24 08:40:34.840269
ETH-26DEC25-2700-C,4011.33,1371.67504364,172.2,0.0,0.91387157,0.00011877,2.62101098,-1.64789329,0.7935,2025-10-24 08:40:35.168499
ETH-26DEC25-2800-P,4011.35,72.5579755,15.0,0.0,-0.10181492,0.00013677,2.96562332,-1.83193961,0.7796,2025-10-24 08:40:35.510892
ETH-26DEC25-4400-C,4011.35,306.05815506,10.3,0.0,0.42744637,0.00034384,6.54327938,-3.54739233,0.6842,2025-10-24 08:40:35.842769
ETH-26DEC25-4000-C,4011.22,461.77146329,20.1,0.0,0.56083272,0.00034324,6.57611421,-3.58927227,0.6888,2025-10-24 08:40:36.174206
ETH-26DEC25-4200-P,4011.22,565.47272571,40.0,0.0,-0.50756448,0.00034902,6.65220649,-3.61224336,0.6853,2025-10-24 08:40:36.501920
ETH-26DEC25-14000-P,4011.22,9989.46112107,0.0,0.0,-0.99835633,3.32e-06,0.08845862,-0.06714319,0.9579,2025-10-24 08:40:37.142965
ETH-26DEC25-3200-P,4011.23,144.98058168,15.0,0.0,-0.18600461,0.0002187,4.46674406,-2.5991737,0.7344,2025-10-24 08:40:37.499273
ETH-26DEC25-7200-C,4011.23,22.33491476,54.8,0.0,0.04717002,7.688e-05,1.64176946,-0.99886409,0.7678,2025-10-24 08:40:37.835439
ETH-26DEC25-4800-P,4011.29,989.86668373,60.0,0.0,-0.6861065,0.00030925,5.91560596,-3.22389828,0.6878,2025-10-24 08:40:38.169825
ETH-26DEC25-4700-C,4011.29,223.34763717,0.5,0.0,0.33991698,0.00032013,6.11038173,-3.32276898,0.6863,2025-10-24 08:40:38.497089
ETH-26DEC25-5800-P,4011.29,1862.42823982,220.0,0.0,-0.86221719,0.00018445,3.67197805,-2.08264851,0.7158,2025-10-24 08:40:38.827896
ETH-26DEC25-4800-C,4011.29,201.11274373,23.9,0.0,0.3139102,0.00030926,5.91582886,-3.22399867,0.6878,2025-10-24 08:40:39.162101
ETH-26DEC25-1000-P,4011.28,1.22126417,20.2,0.0,-0.00173728,2.67e-06,0.0930352,-0.0925535,1.2555,2025-10-24 08:40:39.489823
ETH-26DEC25-4200-C,4011.28,376.72022978,15.0,0.0,0.49245593,0.00034902,6.6523106,-3.61228669,0.6853,2025-10-24 08:40:39.845383
