symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
ETH-26DEC25-6200-P,4006.25,2244.23992533,200.1,0.0,-0.90094441,0.00014333,2.90353797,-1.67888714,0.73,2025-10-24 08:10:54.322152
ETH-26DEC25-3400-P,4006.25,200.37512721,15.2,0.3,-0.24231498,0.00026128,5.2061398,-2.96083773,0.718,2025-10-24 08:10:54.652667
ETH-26DEC25-10000-P,4006.25,5997.5184576,0.0,0.0,-0.99125978,1.652e-05,0.39467649,-0.2691311,0.8608,2025-10-24 08:10:54.980898
ETH-26DEC25-4700-P,4006.37,915.21504528,60.1,0.0,-0.66171541,0.00032,6.09260104,-3.31073008,0.686,2025-10-24 08:10:55.311243
ETH-26DEC25-4300-P,4006.37,631.01685609,20.1,0.0,-0.54232928,0.00034799,6.60899526,-3.58238676,0.6843,2025-10-24 08:10:55.646736
ETH-26DEC25-3600-P,4006.37,268.8503033,0.1,0.0,-0.3045149,0.0002981,5.8315731,-3.2559186,0.7049,2025-10-24 08:10:55.976682
ETH-26DEC25-3000-C,4006.23,1110.86374793,210.5,0.0,0.85944508,0.00017731,3.71814036,-2.22529973,0.7556,2025-10-24 08:10:56.306659
ETH-26DEC25-1000-P,4006.23,1.25864034,20.2,0.0,-0.00178347,2.73e-06,0.09517853,-0.09486752,1.2583,2025-10-24 08:10:56.633329
ETH-26DEC25-500-C,4006.23,3506.43900271,0.0,0.0,0.99973854,3.7e-07,0.01621234,-0.02048751,1.5953,2025-10-24 08:10:56.962320
ETH-26DEC25-12000-P,4006.24,7995.22885784,0.0,0.0,-0.99650289,6.9e-06,0.17496373,-0.12665001,0.9138,2025-10-24 08:10:57.309695
ETH-26DEC25-5200-P,4006.24,1325.50306625,60.0,0.0,-0.77512426,0.00025844,4.99486412,-2.75544013,0.6964,2025-10-24 08:10:57.941814
ETH-26DEC25-8000-C,4006.41,12.40328591,85.5,0.0,0.02728243,4.739e-05,1.0474748,-0.66094615,0.7966,2025-10-24 08:10:58.277879
ETH-26DEC25-5100-C,4006.41,145.99176906,0.0,0.0,0.24436606,0.00027161,5.23011551,-2.8743431,0.6938,2025-10-24 08:10:58.609208
ETH-26DEC25-5000-P,4006.41,1155.47785891,100.0,0.0,-0.7346121,0.00028458,5.4610362,-2.99095948,0.6914,2025-10-24 08:10:58.942947
ETH-26DEC25-4300-C,4006.4,337.39935687,20.0,0.0,0.45768074,0.00034799,6.60906006,-3.58241609,0.6843,2025-10-24 08:10:59.653046
ETH-26DEC25-8000-P,4006.4,4006.00567473,0.0,0.0,-0.97271335,4.739e-05,1.04765174,-0.6610425,0.7966,2025-10-24 08:10:59.980111
ETH-26DEC25-1500-P,4006.38,4.79581756,0.1,0.0,-0.00718932,1.129e-05,0.33239144,-0.27931965,1.0608,2025-10-24 08:11:00.309520
ETH-26DEC25-5800-P,4006.38,1866.58399502,220.0,0.0,-0.86321471,0.00018382,3.64992358,-2.06849425,0.7155,2025-10-24 08:11:00.640079
ETH-26DEC25-6000-P,4006.38,2054.15583208,200.0,0.0,-0.88374494,0.0001625,3.25881638,-1.86529784,0.7226,2025-10-24 08:11:00.985201
ETH-26DEC25-5100-P,4006.12,1239.60573975,40.0,0.0,-0.75564099,0.00027161,5.22999414,-2.87428829,0.6938,2025-10-24 08:11:01.313926
ETH-26DEC25-4800-P,4006.12,993.28453389,60.0,0.0,-0.68774847,0.00030902,5.89570657,-3.21075372,0.6875,2025-10-24 08:11:01.944862
ETH-26DEC25-1000-C,4006.12,3007.37876928,0.0,0.0,0.99821632,2.73e-06,0.0951867,-0.09487528,1.2583,2025-10-24 08:11:02.287356
ETH-26DEC25-7200-P,4006.12,3215.95397869,0.1,0.0,-0.9532544,7.644e-05,1.62810116,-0.98989911,0.7676,2025-10-24 08:11:02.620679
ETH-26DEC25-4200-P,4006.12,568.057014,40.0,0.0,-0.50934791,0.00034944,6.64419973,-3.60606525,0.6852,2025-10-24 08:11:02.956049
ETH-26DEC25-4000-P,4006.11,452.77022401,80.1,0.0,-0.44095855,0.00034389,6.57310846,-3.58625629,0.6888,2025-10-24 08:11:03.292953
ETH-26DEC25-3400-C,4006.11,806.51854459,22.6,0.0,0.75764861,0.00026131,5.20637745,-2.96097618,0.718,2025-10-24 08:11:03.623099
ETH-26DEC25-14000-C,4006.11,0.67477141,1.9,0.0,0.00163098,3.3e-06,0.08773826,-0.06657985,0.958,2025-10-24 08:11:03.957111
ETH-26DEC25-5800-C,4005.69,72.93717024,110.9,0.0,0.13674747,0.00018379,3.64898667,-2.06804501,0.7155,2025-10-24 08:11:04.287522
ETH-26DEC25-500-P,4005.69,0.20909992,11.7,9.1,-0.00026162,3.7e-07,0.01621888,-0.02049548,1.5953,2025-10-24 08:11:04.624642
ETH-26DEC25-5700-P,4005.69,1774.5004851,217.7,17.7,-0.85160826,0.00019518,3.8559427,-2.17488002,0.7121,2025-10-24 08:11:04.953735
