symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
ETH-26DEC25-6000-P,3923.53,2130.86528912,200.0,0.0,-0.89292991,0.00015432,3.01065196,-1.74389103,0.7321,2025-10-24 06:26:19.865054
ETH-26DEC25-4200-P,3923.53,613.29168952,40.0,0.0,-0.5377887,0.00035372,6.4835196,-3.52836497,0.6878,2025-10-24 06:26:20.187346
ETH-26DEC25-7200-P,3923.53,3296.61823804,0.1,0.0,-0.95656116,7.249e-05,1.50397961,-0.92651255,0.7786,2025-10-24 06:26:20.511830
ETH-26DEC25-5100-P,3923.53,1306.78076117,40.0,0.0,-0.77443656,0.00026251,4.90303075,-2.71893169,0.7009,2025-10-24 06:26:20.832586
ETH-26DEC25-2000-P,3923.53,16.41017125,39.0,0.0,-0.02521165,3.931e-05,0.96088517,-0.69743184,0.9173,2025-10-24 06:26:21.153430
ETH-26DEC25-4300-P,3923.52,679.48466647,20.1,0.0,-0.57035443,0.00034991,6.41120287,-3.48768015,0.6876,2025-10-24 06:26:21.475641
ETH-26DEC25-12000-P,3923.52,8077.89006928,0.0,0.0,-0.99660793,6.76e-06,0.16681635,-0.12229075,0.9265,2025-10-24 06:26:21.795976
ETH-26DEC25-3800-C,3923.52,508.59353979,140.7,0.0,0.60072339,0.00034022,6.30404687,-3.46816803,0.6953,2025-10-24 06:26:22.125234
ETH-26DEC25-2300-P,3923.5,30.80802599,0.1,0.0,-0.04649974,6.976e-05,1.58870487,-1.07428795,0.8546,2025-10-24 06:26:22.446405
ETH-26DEC25-2300-C,3923.5,1654.30802599,0.0,0.0,0.95350027,6.976e-05,1.58870487,-1.07428795,0.8546,2025-10-24 06:26:23.121403
ETH-26DEC25-16000-P,3923.48,12076.86281907,0.0,0.0,-0.99915579,1.75e-06,0.04704618,-0.03753973,1.0085,2025-10-24 06:26:23.744873
ETH-26DEC25-2500-C,3923.48,1469.37232488,40.5,0.0,0.93222952,9.792e-05,2.13788525,-1.3858546,0.8193,2025-10-24 06:26:24.068129
ETH-26DEC25-5500-C,3923.48,87.20101365,0.0,0.0,0.16131977,0.00020997,3.99339489,-2.25501019,0.7137,2025-10-24 06:26:24.438252
ETH-26DEC25-2700-C,3923.48,1290.69056852,172.2,0.0,0.90371798,0.00013259,2.78655082,-1.73881901,0.7887,2025-10-24 06:26:24.758871
ETH-26DEC25-4700-C,3923.48,197.98585977,0.5,0.1,0.31421412,0.00031442,5.79300308,-3.16902277,0.6914,2025-10-24 06:26:25.085326
ETH-26DEC25-500-P,3923.48,0.22440353,11.7,9.1,-0.00028575,4.1e-07,0.01725673,-0.02171081,1.59,2025-10-24 06:26:25.411364
ETH-26DEC25-3400-C,3923.48,743.76607562,22.6,0.0,0.73560861,0.00028009,5.34084972,-3.02382584,0.7156,2025-10-24 06:26:25.734645
ETH-26DEC25-5200-P,3923.48,1394.1598747,60.0,0.0,-0.79260167,0.00024901,4.67039976,-2.60089945,0.7038,2025-10-24 06:26:26.056254
ETH-26DEC25-4000-P,3923.47,491.56657322,80.1,0.0,-0.46959036,0.00035308,6.49372535,-3.5460533,0.6902,2025-10-24 06:26:26.387568
ETH-26DEC25-6200-C,3923.47,45.47871306,139.6,0.0,0.09131708,0.00013593,2.679736,-1.56857616,0.7398,2025-10-24 06:26:26.713172
ETH-26DEC25-3600-C,3923.47,618.15467594,20.0,0.0,0.67013216,0.00031523,5.91105719,-3.29102598,0.7037,2025-10-24 06:26:27.337398
ETH-26DEC25-2800-C,3923.47,1204.27519237,260.0,0.0,0.8863663,0.00015212,3.14183207,-1.92665172,0.775,2025-10-24 06:26:27.661974
ETH-26DEC25-3600-P,3923.47,294.68467594,0.1,0.0,-0.32986785,0.00031523,5.91105719,-3.29102598,0.7037,2025-10-24 06:26:27.984199
ETH-26DEC25-5800-C,3923.47,65.41749742,110.9,0.0,0.12590612,0.00017493,3.377502,-1.93620492,0.7245,2025-10-24 06:26:28.308152
ETH-26DEC25-2000-C,3923.47,1939.88129202,0.2,0.0,0.97478641,3.931e-05,0.96093193,-0.6974642,0.9173,2025-10-24 06:26:28.630740
ETH-26DEC25-8000-P,3923.47,4087.96648757,0.0,0.0,-0.97445364,4.511e-05,0.9715441,-0.62126215,0.8082,2025-10-24 06:26:28.954587
ETH-26DEC25-5700-P,3923.39,1848.42482096,217.7,17.7,-0.86332568,0.00018608,3.57446124,-2.03866635,0.7208,2025-10-24 06:26:29.276748
ETH-26DEC25-4800-P,3923.39,1054.70910301,60.0,0.0,-0.71049381,0.00030221,5.58346495,-3.06302853,0.6934,2025-10-24 06:26:29.599531
ETH-26DEC25-6800-C,3923.39,27.47264906,260.6,0.0,0.05783631,9.291e-05,1.88937872,-1.14093191,0.7632,2025-10-24 06:26:29.920309
ETH-26DEC25-4700-P,3923.38,974.5715514,60.1,0.0,-0.68581147,0.00031441,5.79266542,-3.16887382,0.6914,2025-10-24 06:26:30.244006
ETH-26DEC25-3200-C,3923.38,884.39523687,160.0,0.0,0.79445162,0.0002384,4.64555376,-2.68796347,0.7313,2025-10-24 06:26:30.865067
ETH-26DEC25-1000-P,3923.35,1.35562885,20.2,0.0,-0.00195567,3.04e-06,0.10141434,-0.10043736,1.2517,2025-10-24 06:26:31.186719
ETH-26DEC25-4000-C,3923.35,414.97604497,20.1,0.0,0.53036786,0.00035309,6.49357578,-3.54600117,0.6902,2025-10-24 06:26:31.508832
ETH-26DEC25-4200-C,3923.35,336.74439464,15.0,0.0,0.46214964,0.00035373,6.48311946,-3.52820551,0.6878,2025-10-24 06:26:31.830334
ETH-26DEC25-6800-P,3923.35,2904.1211959,0.0,0.0,-0.94216611,9.29e-05,1.8892972,-1.14089012,0.7632,2025-10-24 06:26:32.181445
ETH-26DEC25-6200-P,3923.35,2322.12128323,200.1,0.0,-0.90869445,0.00013592,2.67940197,-1.56841114,0.7398,2025-10-24 06:26:32.852475
ETH-26DEC25-10000-C,3923.35,3.5532634,20.0,0.0,0.00834054,1.596e-05,0.37117,-0.25644562,0.8732,2025-10-24 06:26:33.173883
ETH-26DEC25-16000-C,3923.34,0.34277122,9.2,0.2,0.00084412,1.75e-06,0.0470397,-0.03753521,1.0085,2025-10-24 06:26:33.497616
ETH-26DEC25-7200-C,3923.34,20.14324144,54.8,0.0,0.04343029,7.248e-05,1.50366588,-0.92634835,0.7786,2025-10-24 06:26:33.872529
ETH-26DEC25-3000-P,3923.06,115.2488712,16.6,0.0,-0.15511731,0.00019448,3.89153468,-2.31252144,0.7511,2025-10-24 06:26:34.195385
ETH-26DEC25-4400-C,3923.06,272.28526656,10.3,0.0,0.39827657,0.00034372,6.29911296,-3.42824428,0.6879,2025-10-24 06:26:34.819596
ETH-26DEC25-4400-P,3923.06,749.22526656,0.3,0.0,-0.60172344,0.00034372,6.29911296,-3.42824428,0.6879,2025-10-24 06:26:35.140997
ETH-26DEC25-2500-P,3923.06,45.91667985,0.1,0.0,-0.06780808,9.798e-05,2.13856988,-1.38627039,0.8193,2025-10-24 06:26:35.462864
ETH-26DEC25-5100-C,3923.06,130.22588893,0.0,0.0,0.22545938,0.00026246,4.90115631,-2.7180705,0.7009,2025-10-24 06:26:35.780610
ETH-26DEC25-3000-C,3923.06,1038.30884285,210.5,0.0,0.84488272,0.00019448,3.89153406,-2.31252147,0.7511,2025-10-24 06:26:36.122887
ETH-26DEC25-6000-C,3923.05,54.35960587,525.3,0.0,0.10701636,0.00015427,3.00918912,-1.74317602,0.7321,2025-10-24 06:26:36.442639
ETH-26DEC25-1500-C,3923.05,2428.25002941,0.5,0.0,0.99207167,1.265e-05,0.35497424,-0.29594413,1.0537,2025-10-24 06:26:36.768868
ETH-26DEC25-5000-C,3923.05,144.3947821,6.1,0.0,0.24514456,0.00027596,5.1330158,-2.83544814,0.6982,2025-10-24 06:26:37.093001
ETH-26DEC25-4800-C,3923.05,178.01630003,23.9,0.0,0.28941509,0.00030218,5.58215168,-3.06243835,0.6934,2025-10-24 06:26:37.415954
ETH-26DEC25-3200-P,3923.05,161.08134406,15.0,0.0,-0.20562632,0.00023847,4.64620545,-2.68833197,0.7313,2025-10-24 06:26:37.736113
ETH-26DEC25-5200-C,3923.04,117.56972533,17.2,0.0,0.20730962,0.00024896,4.66870161,-2.60011276,0.7039,2025-10-24 06:26:38.362828
ETH-26DEC25-10000-P,3923.04,6080.51204231,0.0,0.0,-0.99166178,1.595e-05,0.37105037,-0.25637418,0.8733,2025-10-24 06:26:38.686997
ETH-26DEC25-14000-C,3923.04,0.65684253,1.9,0.0,0.0016029,3.28e-06,0.08461847,-0.06500602,0.9709,2025-10-24 06:26:39.008262
ETH-26DEC25-5800-P,3922.98,1942.33886968,220.0,0.0,-0.87415013,0.00017489,3.37607633,-1.9355161,0.7246,2025-10-24 06:26:39.355297
ETH-26DEC25-5700-C,3922.98,71.84633226,35.1,0.0,0.13660506,0.00018603,3.57277256,-2.03785546,0.7209,2025-10-24 06:26:39.679033
ETH-26DEC25-1500-P,3922.98,5.20042225,0.1,0.0,-0.00792904,1.265e-05,0.35499534,-0.29596068,1.0537,2025-10-24 06:26:40.004008
ETH-26DEC25-5000-P,3922.98,1221.40074638,100.0,0.0,-0.75487208,0.00027596,5.13273507,-2.8353209,0.6982,2025-10-24 06:26:40.677993
ETH-26DEC25-500-C,3922.98,3423.20449937,0.0,0.0,0.9997141,4.1e-07,0.01726312,-0.02171857,1.59,2025-10-24 06:26:41.001647
ETH-26DEC25-1000-C,3922.97,2924.32617086,0.0,0.0,0.99804339,3.05e-06,0.1014482,-0.10046913,1.2516,2025-10-24 06:26:41.324265
ETH-26DEC25-12000-C,3922.97,1.40925776,4.6,0.0,0.00339052,6.76e-06,0.1667237,-0.12223184,0.9266,2025-10-24 06:26:41.660480
ETH-26DEC25-14000-P,3922.97,10077.6867966,0.0,0.0,-0.9983972,3.28e-06,0.08461266,-0.06500214,0.9709,2025-10-24 06:26:42.283011
ETH-26DEC25-2800-P,3922.97,80.85673125,15.0,0.0,-0.11370609,0.00015222,3.14285363,-1.9272442,0.775,2025-10-24 06:26:42.602092
ETH-26DEC25-5500-P,3922.97,1664.16932992,140.0,0.0,-0.8387646,0.00020992,3.99150703,-2.254118,0.7138,2025-10-24 06:26:42.925054
ETH-26DEC25-3800-P,3922.97,385.393686,22.2,0.0,-0.3994607,0.00034023,6.3039166,-3.46891249,0.6955,2025-10-24 06:26:43.250189
ETH-26DEC25-2700-P,3922.97,67.10449885,15.0,0.0,-0.09623209,0.00013265,2.78512139,-1.73670869,0.7881,2025-10-24 06:26:43.570224
ETH-26DEC25-4300-C,3922.97,302.99107242,20.0,0.0,0.42954512,0.00034977,6.41000033,-3.4888089,0.6879,2025-10-24 06:26:43.897462
ETH-26DEC25-3400-P,3922.96,220.38634726,15.2,0.3,-0.26452444,0.00028022,5.34151406,-3.02394311,0.7155,2025-10-24 06:26:44.218311
ETH-26DEC25-8000-C,3922.96,11.45130466,85.5,0.0,0.02557162,4.514e-05,0.97222057,-0.62191793,0.8085,2025-10-24 06:26:44.541450
ETH-31OCT25-4400-C-USDT,3893.92,20.14066578,1084.0,620.7,0.11378679,0.00050826,1.05280954,-5.07779272,0.6936,2025-10-24 06:26:44.865895
ETH-31OCT25-5300-P-USDT,3893.92,1406.89134646,149.6,0.0,-0.99433106,3.491e-05,0.08835933,-0.52082358,0.8476,2025-10-24 06:26:45.234448
ETH-31OCT25-4400-P-USDT,3893.92,526.22060701,595.8,0.0,-0.88621342,0.00050826,1.05280736,-5.07779038,0.6936,2025-10-24 06:26:45.856721
