symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
ETH-26DEC25-3200-C,3930.88,889.84836291,160.0,0.0,0.796458,0.00023692,4.6261605,-2.67474753,0.7304,2025-10-24 07:13:06.093345
ETH-26DEC25-5000-C,3930.89,145.54817387,6.1,0.0,0.24664736,0.00027691,5.15885252,-2.84575892,0.6968,2025-10-24 07:13:06.418973
ETH-26DEC25-4300-P,3930.89,674.44554131,20.1,0.0,-0.56812028,0.00035027,6.42796784,-3.49280681,0.6864,2025-10-24 07:13:06.739421
ETH-26DEC25-6800-P,3930.89,2896.6961511,0.0,0.0,-0.94195284,9.32e-05,1.89792649,-1.1444271,0.7617,2025-10-24 07:13:07.071256
ETH-26DEC25-3600-C,3930.89,622.45188066,20.0,0.0,0.67255739,0.00031422,5.90312513,-3.28372535,0.7027,2025-10-24 07:13:07.395585
ETH-26DEC25-16000-P,3930.89,12069.44954719,0.0,0.0,-0.99916342,1.74e-06,0.04673107,-0.03724207,1.0067,2025-10-24 07:13:07.718048
ETH-26DEC25-4000-C,3930.89,418.17246655,20.1,0.0,0.53287976,0.00035288,6.50112988,-3.54642214,0.6891,2025-10-24 07:13:08.050036
ETH-26DEC25-6200-C,3930.89,45.7192281,139.6,0.0,0.0917322,0.00013643,2.69315238,-1.5741624,0.7384,2025-10-24 07:13:08.381798
ETH-26DEC25-12000-P,3930.89,8070.51300416,0.0,0.0,-0.99662369,6.73e-06,0.16638848,-0.12181812,0.9248,2025-10-24 07:13:08.708289
ETH-26DEC25-5200-P,3930.89,1387.58793455,60.0,0.0,-0.79143013,0.0002499,4.6936017,-2.61025387,0.7025,2025-10-24 07:13:09.034520
ETH-26DEC25-3000-C,3930.89,1044.50688152,210.5,0.0,0.84664371,0.00019292,3.8689776,-2.29753378,0.7502,2025-10-24 07:13:09.708569
ETH-26DEC25-2300-P,3930.89,30.27388955,0.1,0.0,-0.0458037,6.889e-05,1.57212917,-1.06237904,0.8536,2025-10-24 07:13:10.082457
ETH-26DEC25-5100-C,3930.76,131.22445721,0.0,0.0,0.22680679,0.0002634,4.92607871,-2.72809607,0.6996,2025-10-24 07:13:10.428364
ETH-26DEC25-6000-C,3930.76,54.69101706,525.3,0.0,0.1075669,0.00015489,3.02550333,-1.75003655,0.7307,2025-10-24 07:13:10.753855
ETH-26DEC25-1500-C,3930.76,2435.84310994,0.5,0.0,0.99223312,1.242e-05,0.34920284,-0.29091307,1.0524,2025-10-24 07:13:11.078615
ETH-26DEC25-4000-P,3930.76,487.34660431,80.1,0.0,-0.46716551,0.00035289,6.50097351,-3.54636773,0.6891,2025-10-24 07:13:11.410079
ETH-26DEC25-12000-C,3930.76,1.40281557,4.6,0.0,0.00337595,6.73e-06,0.16636687,-0.12180438,0.9249,2025-10-24 07:13:11.732625
ETH-26DEC25-4400-C,3930.76,274.50304456,10.3,0.0,0.40051211,0.00034424,6.3191776,-3.43500821,0.6867,2025-10-24 07:13:12.057845
ETH-26DEC25-6000-P,3930.76,2123.93099562,200.0,0.0,-0.89243313,0.00015489,3.02550249,-1.75003638,0.7307,2025-10-24 07:13:12.381130
ETH-26DEC25-3400-P,3930.76,217.7683482,15.2,0.3,-0.2621843,0.00027881,5.32653134,-3.01329434,0.7146,2025-10-24 07:13:12.704450
ETH-26DEC25-10000-P,3930.76,6072.78607455,0.0,0.0,-0.9916747,1.593e-05,0.37117956,-0.25610388,0.8716,2025-10-24 07:13:13.326326
ETH-26DEC25-7200-P,3930.76,3289.44739868,0.1,0.0,-0.95644533,7.267e-05,1.50960438,-0.9286715,0.7771,2025-10-24 07:13:13.649132
ETH-26DEC25-6800-C,3930.76,27.5813974,260.6,0.0,0.05803928,9.319e-05,1.89765999,-1.14429071,0.7617,2025-10-24 07:13:13.970948
ETH-26DEC25-4700-C,3930.7,199.46846069,0.5,0.1,0.31595331,0.00031522,5.81595104,-3.17759769,0.6902,2025-10-24 07:13:14.298148
ETH-26DEC25-3800-P,3930.7,381.46356508,22.2,0.0,-0.39685631,0.00033963,6.30373192,-3.46472391,0.6943,2025-10-24 07:13:14.635475
ETH-26DEC25-7200-C,3930.7,20.20584964,54.8,0.0,0.04355203,7.267e-05,1.50950689,-0.92862021,0.7771,2025-10-24 07:13:14.957674
ETH-26DEC25-5800-P,3930.71,1935.09910789,220.0,0.0,-0.87347581,0.00017559,3.39442206,-1.94319205,0.7232,2025-10-24 07:13:15.280785
ETH-26DEC25-3000-P,3930.71,113.64282487,16.6,0.0,-0.15339006,0.00019295,3.86936257,-2.297753,0.7501,2025-10-24 07:13:15.612839
ETH-26DEC25-2500-P,3930.71,45.15586425,0.1,0.0,-0.06685059,9.686e-05,2.11877013,-1.37255623,0.8183,2025-10-24 07:13:15.936247
ETH-26DEC25-14000-P,3930.71,10069.94212683,0.0,0.0,-0.99840798,3.26e-06,0.08423781,-0.06462931,0.9692,2025-10-24 07:13:16.268173
ETH-26DEC25-4200-P,3930.71,608.60699128,40.0,0.0,-0.53552815,0.00035392,6.49710958,-3.53190861,0.6867,2025-10-24 07:13:16.893241
ETH-26DEC25-5500-P,3930.72,1657.04796006,140.0,0.0,-0.83783439,0.00021076,4.01337809,-2.2631851,0.7124,2025-10-24 07:13:17.215280
ETH-26DEC25-4700-P,3930.72,968.73751462,60.1,0.0,-0.68405816,0.00031521,5.81579996,-3.17753203,0.6902,2025-10-24 07:13:17.545926
ETH-26DEC25-8000-P,3930.72,4080.73193877,0.0,0.0,-0.97442081,4.518e-05,0.97413597,-0.62205375,0.8067,2025-10-24 07:13:17.868802
ETH-26DEC25-4200-C,3930.72,339.32123827,15.0,0.0,0.46447526,0.00035392,6.49713048,-3.5319178,0.6867,2025-10-24 07:13:18.193808
