symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
SOL-14NOV25-196-C-USDT,194.16002536,14.86923283,0.0,0.0,0.5219483,0.01010593,0.18601618,-0.37181586,0.8441,2025-10-24 08:15:51.489906
SOL-14NOV25-182-P-USDT,194.16002536,9.97892624,0.0,0.0,-0.33770258,0.00921388,0.17066054,-0.34326265,0.8494,2025-10-24 08:15:51.817246
SOL-14NOV25-80-C-USDT,194.14538771,114.18628716,0.0,0.0,0.99860377,7.523e-05,0.00213439,-0.0065767,1.3012,2025-10-24 08:15:52.147979
SOL-14NOV25-178-C-USDT,194.14538771,24.61187748,0.0,0.0,0.70047418,0.00872256,0.16223706,-0.32773653,0.8531,2025-10-24 08:15:52.509656
SOL-14NOV25-300-P-USDT,194.14538771,106.52884842,0.0,0.0,-0.95995492,0.00190574,0.04027527,-0.09244503,0.9693,2025-10-24 08:15:52.868906
SOL-14NOV25-194-P-USDT,194.15125335,15.61742648,0.0,0.0,-0.45804687,0.01006447,0.18525865,-0.37034691,0.8442,2025-10-24 08:15:53.608474
SOL-14NOV25-176-P-USDT,194.15125335,7.77206166,0.0,0.0,-0.28095429,0.00844256,0.15744838,-0.31889294,0.8553,2025-10-24 08:15:53.933729
SOL-14NOV25-140-C-USDT,194.15125335,55.39668779,0.0,0.0,0.94000492,0.00270437,0.05562197,-0.12424231,0.9433,2025-10-24 08:15:54.272248
SOL-14NOV25-120-C-USDT,194.15059579,74.52660138,0.0,0.0,0.98044116,0.00098611,0.02218519,-0.05420636,1.0318,2025-10-24 08:15:54.603889
SOL-14NOV25-170-C-USDT,194.15059579,30.09818121,0.0,0.0,0.77137994,0.00750456,0.14131312,-0.28899226,0.8636,2025-10-24 08:15:54.933785
SOL-14NOV25-184-C-USDT,194.15592496,20.96209848,0.0,0.0,0.64259916,0.00942491,0.17426242,-0.34990757,0.848,2025-10-24 08:15:55.567313
SOL-14NOV25-178-P-USDT,194.15592496,8.46322456,1.0,1.0,-0.29943304,0.00872093,0.16222295,-0.32770623,0.8531,2025-10-24 08:15:55.897030
SOL-14NOV25-260-C-USDT,194.15592496,2.05347855,0.0,0.0,0.10969226,0.00442637,0.08763059,-0.1884027,0.9079,2025-10-24 08:15:56.228934
SOL-14NOV25-220-C-USDT,194.15437059,7.08258191,5.0,5.0,0.30723378,0.00878666,0.16409703,-0.33281897,0.8565,2025-10-24 08:15:56.953034
SOL-14NOV25-300-C-USDT,194.16000591,0.67445942,0.0,0.0,0.04005623,0.00190614,0.04028619,-0.09246718,0.9693,2025-10-24 08:15:57.293954
SOL-14NOV25-80-P-USDT,194.16000591,0.02626137,0.0,0.0,-0.00139622,7.522e-05,0.00213436,-0.00657663,1.3012,2025-10-24 08:15:57.634019
SOL-14NOV25-182-C-USDT,194.16000591,22.13891514,0.0,0.0,0.66229737,0.00921389,0.17066025,-0.34326321,0.8494,2025-10-24 08:15:57.966018
SOL-14NOV25-188-P-USDT,194.15002701,12.59224628,0.0,0.0,-0.39735209,0.00976529,0.18009654,-0.36068775,0.8458,2025-10-24 08:15:58.331430
SOL-14NOV25-186-P-USDT,194.15002701,11.67965079,1.0,1.0,-0.37736501,0.00960973,0.17741571,-0.35573257,0.8468,2025-10-24 08:15:58.690913
SOL-14NOV25-180-P-USDT,194.15002701,9.20147261,0.0,0.0,-0.31844928,0.00898005,0.16664812,-0.33587124,0.8511,2025-10-24 08:15:59.034933
SOL-14NOV25-208-C-USDT,194.15496922,10.32007404,1.0,2.0,0.40671211,0.00980367,0.18117615,-0.36361561,0.8476,2025-10-24 08:15:59.694097
SOL-14NOV25-192-P-USDT,194.15496922,14.56362595,1.0,1.0,-0.43781727,0.00999365,0.18402532,-0.36801059,0.8445,2025-10-24 08:16:00.042980
SOL-14NOV25-280-P-USDT,194.15156992,87.00333088,0.0,0.0,-0.93440177,0.0029141,0.05962993,-0.13251633,0.9385,2025-10-24 08:16:00.408084
SOL-14NOV25-208-P-USDT,194.15156992,24.16724538,0.0,0.0,-0.59331985,0.00980357,0.18116941,-0.36360531,0.8476,2025-10-24 08:16:00.733481
SOL-14NOV25-218-P-USDT,194.15156992,31.39170931,0.0,0.0,-0.67754433,0.00898921,0.16752197,-0.33905245,0.8547,2025-10-24 08:16:01.063853
