symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
SOL-14NOV25-300-P-USDT,193.76,106.92890323,0.0,0.0,-0.9593731,0.00191726,0.04053254,-0.0947018,0.9801,2025-10-24 11:39:30.235055
SOL-14NOV25-280-P-USDT,193.73,87.42142764,0.0,0.0,-0.93467196,0.00289858,0.05911148,-0.13326774,0.9457,2025-10-24 11:39:30.589991
SOL-14NOV25-120-C-USDT,193.73,74.19063765,0.0,0.0,0.977249,0.0010893,0.02507329,-0.06380327,1.0674,2025-10-24 11:39:30.942669
SOL-14NOV25-184-P-USDT,193.73,10.91579145,0.0,0.0,-0.36126077,0.00950875,0.17394276,-0.35176713,0.8483,2025-10-24 11:39:31.293937
SOL-14NOV25-208-P-USDT,193.72,24.31976729,0.0,0.0,-0.59874886,0.00985941,0.17954783,-0.36151027,0.8446,2025-10-24 11:39:31.721142
SOL-14NOV25-140-C-USDT,193.72,55.10044721,0.0,0.0,0.9356328,0.00280692,0.05843232,-0.13448933,0.9655,2025-10-24 11:39:32.113352
SOL-14NOV25-80-C-USDT,193.72,113.76292295,0.0,0.0,0.99789955,0.00010442,0.00307802,-0.01003181,1.3671,2025-10-24 11:39:32.468183
SOL-14NOV25-178-P-USDT,193.72,8.58459723,2.0,2.0,-0.30317194,0.00879586,0.16221979,-0.33078143,0.8553,2025-10-24 11:39:32.870300
SOL-14NOV25-176-C-USDT,193.72,25.61560131,0.0,0.0,0.7153749,0.00851329,0.15755105,-0.32237189,0.8583,2025-10-24 11:39:33.233607
SOL-14NOV25-194-C-USDT,193.72,15.44979454,1.0,1.0,0.53736766,0.01015446,0.18443903,-0.37039164,0.8424,2025-10-24 11:39:33.591292
SOL-14NOV25-280-C-USDT,193.7,1.15099471,0.0,0.0,0.06530778,0.00289792,0.05909415,-0.13323427,0.9457,2025-10-24 11:39:34.245773
SOL-14NOV25-260-P-USDT,193.7,68.30855082,0.0,0.0,-0.89215559,0.00438033,0.08607355,-0.18704042,0.9115,2025-10-24 11:39:34.599327
SOL-14NOV25-198-C-USDT,193.7,13.68314181,1.0,1.0,0.49684657,0.01020584,0.18522732,-0.37176075,0.8419,2025-10-24 11:39:34.952119
SOL-14NOV25-300-C-USDT,193.7,0.68741333,0.0,0.0,0.04055306,0.00191457,0.04046013,-0.09455554,0.9803,2025-10-24 11:39:35.320313
SOL-14NOV25-194-P-USDT,193.7,15.73950924,0.0,0.0,-0.46283417,0.01015569,0.18442866,-0.37038238,0.8424,2025-10-24 11:39:35.672355
SOL-14NOV25-192-P-USDT,193.7,14.68501825,1.0,1.0,-0.4424895,0.0100862,0.18330501,-0.3684037,0.8431,2025-10-24 11:39:36.034516
