symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
SOL-31OCT25-236-P-USDT,192.69,43.90969247,49.0,0.0,-0.93969495,0.00494392,0.03189574,-0.20688941,0.9071,2025-10-24 11:11:33.950003
SOL-31OCT25-234-C-USDT,192.69,0.66227711,597.0,1.0,0.06631163,0.00538747,0.03434303,-0.22010859,0.8963,2025-10-24 11:11:34.282463
SOL-31OCT25-278-P-USDT,192.69,85.41867552,12.0,0.0,-0.98887112,0.00097899,0.00780217,-0.06251721,1.1206,2025-10-24 11:11:34.615416
SOL-31OCT25-420-P-USDT,192.69,227.31428567,0.0,0.0,-0.99959867,3.345e-05,0.00038661,-0.00449259,1.6251,2025-10-24 11:11:34.949113
SOL-31OCT25-204-P-USDT,192.69,15.06795768,1168.0,0.0,-0.6907511,0.01763131,0.09398813,-0.50374252,0.7495,2025-10-24 11:11:35.344207
SOL-31OCT25-222-C-USDT,192.69,1.25515228,881.0,21.0,0.12056433,0.00904609,0.05352608,-0.31843227,0.832,2025-10-24 11:11:35.676858
SOL-31OCT25-238-P-USDT,192.69,45.85408552,454.0,0.0,-0.94508016,0.00453924,0.02963327,-0.19450166,0.9179,2025-10-24 11:11:36.007945
SOL-31OCT25-210-P-USDT,192.69,19.87769635,213.0,0.0,-0.77349005,0.01460004,0.08028778,-0.44390861,0.7732,2025-10-24 11:11:36.344754
SOL-31OCT25-222-P-USDT,192.69,30.56514859,207.0,0.0,-0.87943589,0.00904609,0.05352597,-0.31843214,0.832,2025-10-24 11:11:36.684401
SOL-31OCT25-170-P-USDT,192.69,1.29749615,294.0,83.0,-0.11800222,0.00924975,0.05272071,-0.3021214,0.8014,2025-10-24 11:11:37.013373
SOL-31OCT25-238-C-USDT,192.69,0.54408101,7137.0,61.0,0.05491953,0.00453923,0.02963309,-0.1945011,0.9179,2025-10-24 11:11:37.648443
SOL-31OCT25-232-P-USDT,192.69,40.04285723,470.0,0.0,-0.92698195,0.00587318,0.0369872,-0.23419604,0.8855,2025-10-24 11:11:37.984532
SOL-31OCT25-360-P-USDT,192.69,167.32271003,0.0,0.0,-0.99876437,0.00010613,0.00109012,-0.01125875,1.4443,2025-10-24 11:11:38.318220
SOL-31OCT25-200-P-USDT,192.69,12.17129638,700.0,0.0,-0.6231657,0.01931153,0.10128327,-0.53408498,0.7374,2025-10-24 11:11:38.648041
SOL-31OCT25-195-P-USDT,192.69,8.99718933,60.0,38.0,-0.52707162,0.02050287,0.10614991,-0.55255574,0.728,2025-10-24 11:11:38.980486
SOL-31OCT25-310-C-USDT,192.69,0.04130481,7243.0,0.0,0.00415526,0.00036476,0.00326907,-0.02945766,1.2601,2025-10-24 11:11:39.312620
SOL-31OCT25-80-P-USDT,192.69,0.00253298,903.0,77.0,-0.00019327,1.483e-05,0.00019575,-0.00259915,1.8568,2025-10-24 11:11:39.641293
SOL-31OCT25-218-C-USDT,192.69,1.58032503,149.0,0.0,0.148483,0.01070348,0.06176105,-0.35830862,0.8113,2025-10-24 11:11:39.975473
SOL-31OCT25-194-P-USDT,192.69,8.42948012,0.0,0.0,-0.50679857,0.02057591,0.10637943,-0.55297984,0.727,2025-10-24 11:11:40.313258
SOL-31OCT25-228-P-USDT,192.69,36.21300713,179.0,0.0,-0.91110056,0.00698456,0.04291379,-0.26509956,0.8639,2025-10-24 11:11:40.676347
SOL-31OCT25-258-C-USDT,192.69,0.22646973,2194.0,10.0,0.02325299,0.00201584,0.01466657,-0.10728906,1.023,2025-10-24 11:11:41.306156
SOL-31OCT25-310-P-USDT,192.69,117.35130378,0.0,0.0,-0.99584484,0.00036475,0.003269,-0.02945719,1.2601,2025-10-24 11:11:41.634308
SOL-31OCT25-185-P-USDT,192.69,4.40110283,43.0,18.0,-0.32556266,0.01842591,0.0960543,-0.50345473,0.733,2025-10-24 11:11:41.971152
SOL-31OCT25-258-P-USDT,192.69,65.53646849,16.0,0.0,-0.97674712,0.00201584,0.0146665,-0.10728877,1.023,2025-10-24 11:11:42.304414
SOL-31OCT25-190-P-USDT,192.69,6.3982845,345.0,198.0,-0.42460075,0.02023196,0.10448869,-0.54257261,0.7262,2025-10-24 11:11:42.634468
SOL-31OCT25-248-C-USDT,192.69,0.34384641,2254.0,0.0,0.03513803,0.00299296,0.02067396,-0.14358336,0.9712,2025-10-24 11:11:42.969929
SOL-31OCT25-165-P-USDT,192.69,0.86152333,571.0,571.0,-0.08106356,0.00673128,0.04004555,-0.23953559,0.8365,2025-10-24 11:11:43.655544
SOL-31OCT25-220-P-USDT,192.69,28.71683956,302.0,0.0,-0.86626097,0.00984641,0.05753174,-0.33798392,0.8216,2025-10-24 11:11:43.989711
SOL-31OCT25-120-C-USDT,192.69,72.72255086,0.0,0.0,0.99701351,0.00026563,0.00243011,-0.02235298,1.2863,2025-10-24 11:11:44.332664
SOL-31OCT25-175-P-USDT,192.69,1.96149016,102.0,7.0,-0.16975552,0.0122863,0.06742494,-0.37203204,0.7716,2025-10-24 11:11:44.664535
SOL-31OCT25-160-P-USDT,192.69,0.5765443,475.0,180.0,-0.05542944,0.00479213,0.02985004,-0.18694844,0.8758,2025-10-24 11:11:45.293351
SOL-31OCT25-216-C-USDT,192.69,1.77892386,606.0,1.0,0.16495914,0.01161458,0.06619092,-0.3792756,0.8013,2025-10-24 11:11:45.624464
SOL-31OCT25-220-C-USDT,192.69,1.40683173,2634.0,9.0,0.1337386,0.0098464,0.05753151,-0.33798372,0.8216,2025-10-24 11:11:45.960281
SOL-31OCT25-330-P-USDT,192.69,137.33478408,0.0,0.0,-0.99754042,0.00021429,0.00203948,-0.01951685,1.3382,2025-10-24 11:11:46.336656
SOL-31OCT25-224-C-USDT,192.69,1.12220172,918.0,1.0,0.10879316,0.00830306,0.04975157,-0.2997358,0.8425,2025-10-24 11:11:46.671617
