symbol,underlying_price,mark_price,open_interest,volume_24h,delta,gamma,vega,theta,iv,timestamp
SOL-31OCT25-380-P-USDT,193.41,186.59804085,0.0,0.0,-0.99922115,6.693e-05,0.00071941,-0.00758479,1.4872,2025-10-24 09:44:16.284335
SOL-31OCT25-180-C-USDT,193.41,16.31140629,702.0,116.0,0.76847865,0.01493619,0.08193637,-0.4408809,0.759,2025-10-24 09:44:16.613480
SOL-31OCT25-214-C-USDT,193.41,2.14123855,358.0,3.0,0.19248764,0.01291122,0.07354011,-0.4108551,0.7881,2025-10-24 09:44:16.951135
SOL-31OCT25-80-P-USDT,193.41,0.00263243,903.0,77.0,-0.00019841,1.504e-05,0.00020223,-0.00266785,1.8609,2025-10-24 09:44:17.281715
SOL-31OCT25-258-C-USDT,193.41,0.23134991,2194.0,10.0,0.0237797,0.00206292,0.01506634,-0.10793008,1.0105,2025-10-24 09:44:17.618035
SOL-31OCT25-190-C-USDT,193.41,9.61526337,851.0,84.0,0.58919757,0.01972863,0.10456262,-0.54358171,0.7333,2025-10-24 09:44:17.945984
SOL-31OCT25-185-P-USDT,193.42,4.28861237,43.0,16.0,-0.31470408,0.01779886,0.09546646,-0.50224805,0.7421,2025-10-24 09:44:18.279856
SOL-31OCT25-210-C-USDT,193.42,2.74729512,1068.0,52.0,0.23769743,0.0149165,0.08314229,-0.45450897,0.7711,2025-10-24 09:44:18.635281
SOL-31OCT25-380-C-USDT,193.42,0.00804324,137.0,0.0,0.00077907,6.695e-05,0.00071963,-0.00758676,1.4871,2025-10-24 09:44:18.962430
SOL-31OCT25-140-C-USDT,193.43,53.56192351,1.0,0.0,0.98747011,0.00112311,0.00871839,-0.06637032,1.0738,2025-10-24 09:44:19.293076
SOL-31OCT25-310-C-USDT,193.43,0.04040836,7243.0,0.0,0.00409241,0.00036193,0.00325118,-0.02864096,1.2426,2025-10-24 09:44:19.924529
SOL-31OCT25-420-P-USDT,193.44,226.57394964,0.0,0.0,-0.99962632,3.151e-05,0.00036478,-0.00414162,1.6015,2025-10-24 09:44:20.264280
SOL-31OCT25-214-P-USDT,193.44,22.70564378,530.0,0.0,-0.80718823,0.01292556,0.07362694,-0.41124677,0.7879,2025-10-24 09:44:20.598167
SOL-31OCT25-268-P-USDT,193.44,74.71656295,2.0,0.0,-0.98388054,0.00141488,0.01083181,-0.08131352,1.0589,2025-10-24 09:44:20.949866
SOL-31OCT25-222-C-USDT,193.44,1.33356734,880.0,20.0,0.12664687,0.00935646,0.05585936,-0.32700839,0.8258,2025-10-24 09:44:21.280343
SOL-31OCT25-206-C-USDT,193.44,3.54554992,395.0,21.0,0.29256473,0.01690359,0.09242073,-0.49549558,0.7563,2025-10-24 09:44:21.611567
SOL-31OCT25-200-C-USDT,193.44,5.2056907,388.0,33.0,0.39244396,0.01932509,0.10334849,-0.54195926,0.7397,2025-10-24 09:44:21.957423
SOL-31OCT25-80-C-USDT,193.45,113.45302596,0.0,0.0,0.99977613,1.666e-05,0.00022642,-0.00301715,1.8797,2025-10-24 09:44:22.294157
